



,,[90]


,[401], 99,99






,[402], 99,99






,[403], 99,99






,[404], 99,99






,[405], 99,99






,[406], 99,99






,[407], 99,99






,[408], 99,99






,[409], 99,99






,[410], 16,25






,[411], 99,99






,[412], 26,30






,[413], 99,99






,[414], 99,99






,[415], 32,33






,[416], 27,29






,[417], 99,99






,[418], 23,33






,[419], 99,99






,[420], 31,32






,[421], 99,99






,[422], 24,41






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 13,16






,[434], 99,99






,[435], 99,99






,[436], 99,99






,[437], 99,99






,[438], 99,99






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 99,99






,[443], 24,28






,[444], 24,26






,[445], 29,29






,[446], 99,99






,[447], 99,99






,[448], 99,99






,[449], 99,99






,[450], 31,35






,[451], 99,99






,[452], 27,37






,[453], 99,99






,[454], 34,34






,[455], 99,99






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 99,99






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 99,99






,[467], 99,99






,[468], 99,99






,[469], 99,99






,[470], 99,99






,[471], 99,99






,[472], 99,99






,[473], 24,31






,[474], 99,99






,[475], 99,99






,[476], 29,33






,[477], 99,99






,[478], 21,28






,[479], 99,99






,[480], 24,30






,[481], 99,99






,[482], 99,99






,[483], 27,30






,[484], 28,31






,[485], 28,40






,[486], 99,99






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 99,99






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 26,30






,[507], 23,31






,[508], 99,99






,[509], 99,99






,[510], 21,23






,[511], 99,99






,[512], 22,24






,[513], 21,27






,[514], 99,99






,[515], 99,99






,[516], 31,37






,[517], 99,99






,[518], 99,99






,[519], 99,99






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 99,99






,[525], 99,99






,[526], 99,99






,[527], 26,27






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 99,99






,[534], 99,99






,[535], 99,99






,[536], 24,28






,[537], 99,99






,[538], 23,33






,[539], 24,30






,[540], 99,99






,[541], 24,27






,[542], 20,22






,[543], 16,21






,[544], 99,99






,[545], 99,99






,[546], 99,99






,[547], 99,99






,[548], 23,29






,[549], 99,99






,[550], 26,28






,[551], 99,99






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 22,30






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 99,99






,[569], 99,99






,[570], 24,29






,[571], 26,33






,[572], 99,99






,[573], 99,99






,[574], 99,99






,[575], 99,99






,[576], 16,25






,[577], 14,18






,[578], 99,99






,[579], 99,99






,[580], 99,99






,[581], 99,99






,[582], 30,31






,[583], 99,99






,[584], 34,34






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 99,99






,[602], 26,37






,[603], 21,26






,[604], 99,99






,[605], 99,99






,[606], 99,99






,[607], 99,99






,[608], 99,99






,[609], 14,18






,[610], 22,22






,[611], 99,99






,[612], 99,99






,[613], 99,99






,[614], 99,99






,[615], 99,99






,[616], 99,99






,[617], 99,99






,[618], 99,99






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 99,99






,[623], 15,22






,[624], 99,99






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 24,30






,[631], 29,29






,[632], 99,99






,[633], 99,99






,[634], 23,36






,[635], 23,27






,[636], 21,28






,[637], 22,24






,[638], 21,23






,[639], 99,99






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 24,26






,[645], 99,99






,[646], 99,99






,[647], 24,34






,[648], 25,32






,[649], 99,99






,[650], 99,99






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 99,99






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 24,33






,[662], 28,37






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 99,99






,[667], 99,99






,[668], 99,99






,[669], 20,20






,[670], 99,99






,[671], 99,99






,[672], 99,99






,[673], 99,99






,[674], 99,99






,[675], 99,99






,[676], 99,99






,[677], 31,32






,[678], 99,99






,[679], 99,99






,[680], 34,35






,[681], 27,34






,[682], 30,38






,[683], 99,99






,[684], 99,99






,[685], 99,99






,[686], 99,99






,[687], 99,99






,[688], 99,99






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 32,32






,[695], 33,34






,[696], 22,26






,[697], 24,28






,[698], 99,99






,[699], 17,23






,[700], 26,27






,[701], 21,22






,[702], 12,20






,[703], 99,99






,[704], 99,99






,[705], 13,14






,[706], 99,99






,[707], 99,99






,[708], 99,99






,[709], 99,99






,[710], 29,33






,[711], 99,99






,[712], 99,99






,[713], 99,99






,[714], 19,22






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 99,99






,[719], 99,99






,[720], 99,99






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 20,25






,[726], 99,99






,[727], 28,28






,[728], 99,99






,[729], 99,99






,[730], 99,99






,[731], 28,32






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 99,99






,[737], 99,99






,[738], 99,99






,[739], 99,99






,[740], 30,40






,[741], 27,36






,[742], 24,29






,[743], 99,99






,[744], 99,99






,[745], 99,99






,[746], 99,99






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 26,30






,[758], 99,99






,[759], 27,36






,[760], 21,32






,[761], 99,99






,[762], 99,99






,[763], 99,99






,[764], 28,31






,[765], 21,23






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 99,99






,[770], 15,18






,[771], 99,99






,[772], 99,99






,[773], 29,35






,[774], 26,28






,[775], 39,39






,[776], 99,99






,[777], 32,34






,[778], 11,11






,[779], 16,17






,[780], 15,19






,[781], 99,99






,[782], 99,99






,[783], 16,18






,[784], 99,99






,[785], 14,17






,[786], 99,99






,[787], 99,99






,[788], 99,99






,[789], 24,35






,[790], 99,99






,[791], 23,40






,[792], 23,30






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 99,99






,[797], 18,35






,[798], 99,99






,[799], 99,99






,[800], 16,19






,[801], 99,99






,[802], 99,99






,[803], 99,99






,[804], 26,28






,[805], 32,36






,[806], 99,99






,[807], 99,99






,[808], 99,99






,[809], 35,42






,[810], 99,99






,[811], 99,99






,[812], 99,99






,[813], 99,99






,[814], 99,99






,[815], 99,99






,[816], 99,99






,[817], 99,99






,[818], 99,99






,[819], 99,99






,[820], 99,99






,[821], 99,99






,[822], 99,99






,[823], 99,99






,[824], 32,36






,[825], 28,35






,[826], 99,99






,[827], 17,23






,[828], 99,99






,[829], 99,99






,[830], 99,99






,[831], 99,99






,[832], 99,99






,[833], 99,99






,[834], 99,99






,[835], 99,99






,[836], 99,99






,[837], 99,99






,[838], 99,99






,[839], 99,99






,[840], 99,99






,[841], 99,99






,[842], 33,43






,[843], 99,99






,[844], 99,99






,[845], 99,99






,[846], 15,22






,[847], 99,99






,[848], 99,99






,[849], 99,99






,[850], 11,23






,[851], 99,99






,[852], 99,99






,[853], 34,42






,[854], 99,99






,[855], 37,41






,[856], 32,39






,[857], 99,99






,[858], 99,99






,[859], 99,99






,[860], 21,21






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 99,99






,[866], 99,99






,[867], 99,99






,[868], 99,99






,[869], 32,32






,[870], 99,99






,[871], 99,99






,[872], 28,37






,[873], 99,99






,[874], 99,99






,[875], 99,99






,[876], 99,99






,[877], 34,34






,[878], 35,35






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 25,33






,[883], 99,99






,[884], 99,99






,[885], 99,99






,[886], 32,42






,[887], 99,99






,[888], 99,99






,[889], 14,20






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 99,99






,[896], 99,99






,[897], 99,99






,[898], 99,99






,[899], 99,99






,[900], 28,30






,[901], 99,99






,[902], 99,99






,[903], 99,99






,[904], 25,34






,[905], 99,99






,[906], 35,37






,[907], 99,99






,[908], 99,99






,[909], 99,99






,[910], 99,99






,[911], 99,99






,[912], 99,99






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 99,99






,[917], 34,36






,[918], 39,39






,[919], 34,34






,[920], 24,26






,[921], 99,99






,[922], 99,99






,[923], 99,99






,[924], 99,99






,[925], 18,18






,[926], 99,99






,[927], 99,99






,[928], 20,21






,[929], 99,99






,[930], 99,99






,[931], 99,99






