



,,[80]



,[180], 20,28






,[181], 99,99






,[182], 17,17






,[183], 17,23






,[184], 21,29






,[185], 24,26






,[186], 21,24






,[187], 99,99






,[188], 11,17






,[189], 99,99






,[190], 99,99






,[191], 99,99






,[192], 22,29






,[193], 18,26






,[194], 23,24






,[195], 23,25






,[196], 99,99






,[197], 99,99






,[198], 19,21






,[199], 99,99






,[200], 16,17






,[201], 99,99






,[202], 19,25






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 15,27






,[207], 21,22






,[208], 10,20






,[209], 99,99






,[210], 24,24






,[211], 99,99






,[212], 99,99






,[213], 19,19






,[214], 18,19






,[215], 17,20






,[216], 19,26






,[217], 18,25






,[218], 17,21






,[219], 17,22






,[220], 17,18






,[221], 99,99






,[222], 99,99






,[223], 18,25






,[224], 16,27






,[225], 99,99






,[226], 19,23






,[227], 20,26






,[228], 21,22






,[229], 99,99






,[230], 18,28






,[231], 19,24






,[232], 15,23






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 9,9






,[244], 99,99






,[245], 99,99






,[246], 20,20






,[247], 22,22






,[248], 21,24






,[249], 23,25






,[250], 20,24






,[251], 19,20






,[252], 19,19






,[253], 17,21






,[254], 22,26






,[255], 22,24






,[256], 99,99






,[257], 11,20






,[258], 23,24






,[259], 99,99






,[260], 23,25






,[261], 99,99






,[262], 22,26






,[263], 20,26






,[264], 18,18






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 5,7






,[269], 99,99






,[270], 16,17






,[271], 99,99






,[272], 99,99






,[273], 15,15






,[274], 99,99






,[275], 99,99






,[276], 99,99






,[277], 99,99






,[278], 99,99






,[279], 11,21






,[280], 16,19






,[281], 22,23






,[282], 99,99






,[283], 10,23






,[284], 17,19






,[285], 19,23






,[286], 22,26






,[287], 14,21






,[288], 17,29






,[289], 19,25






,[290], 17,23






,[291], 22,27






,[292], 99,99






,[293], 99,99






,[294], 19,21






,[295], 14,17






,[296], 99,99






,[297], 99,99






,[298], 99,99






,[299], 4,4






,[300], 99,99






,[301], 99,99






,[302], 12,13






,[303], 11,11






,[304], 99,99






,[305], 99,99






,[306], 99,99






,[307], 99,99






,[308], 99,99






,[309], 99,99






,[310], 99,99






,[311], 14,21






,[312], 99,99






,[313], 99,99






,[314], 20,21






,[315], 9,18






,[316], 99,99






,[317], 20,21






,[318], 17,20






,[319], 14,26






,[320], 99,99






,[321], 16,24






,[322], 24,28






,[323], 19,24






,[324], 28,29






,[325], 19,25






,[326], 14,22






,[327], 19,23






,[328], 17,22






,[329], 99,99






,[330], 99,99






,[331], 99,99






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 6,7






,[337], 99,99






,[338], 99,99






,[339], 99,99






,[340], 6,6






,[341], 99,99






,[342], 5,7






,[343], 15,21






,[344], 99,99






,[345], 11,21






,[346], 19,22






,[347], 14,18






,[348], 15,22






,[349], 23,24






,[350], 17,20






,[351], 99,99






,[352], 13,23






,[353], 99,99






,[354], 22,25






,[355], 21,27






,[356], 17,19






,[357], 16,21






,[358], 22,22






,[359], 21,23






,[360], 99,99






,[361], 99,99






,[362], 7,7






,[363], 99,99






,[364], 3,3






,[365], 99,99






,[366], 99,99






,[367], 11,11






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 5,6






,[372], 99,99






,[373], 99,99






,[374], 99,99






,[375], 99,99






,[376], 20,20






,[377], 15,20






,[378], 15,19






,[379], 99,99






,[380], 13,21






,[381], 99,99






,[382], 17,23






,[383], 21,24






,[384], 26,26






,[385], 18,23






,[386], 19,25






,[387], 17,23






,[388], 19,28






,[389], 21,21






,[390], 14,27






,[391], 16,18






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 99,99






,[396], 99,99






,[397], 99,99






,[398], 4,5






,[399], 99,99






,[400], 99,99






,[401], 99,99






,[402], 99,99






,[403], 99,99






,[404], 5,7






,[405], 5,5






,[406], 99,99






,[407], 12,12






,[408], 17,20






,[409], 19,19






,[410], 99,99






,[411], 17,22






,[412], 99,99






,[413], 99,99






,[414], 16,21






,[415], 21,24






,[416], 18,21






,[417], 17,24






,[418], 19,24






,[419], 21,25






,[420], 99,99






,[421], 99,99






,[422], 13,25






,[423], 22,23






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 3,3






,[431], 99,99






,[432], 99,99






,[433], 9,10






,[434], 99,99






,[435], 99,99






,[436], 3,5






,[437], 99,99






,[438], 10,16






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 99,99






,[443], 14,18






,[444], 14,18






,[445], 11,19






,[446], 17,20






,[447], 99,99






,[448], 22,22






,[449], 99,99






,[450], 18,22






,[451], 99,99






,[452], 18,22






,[453], 24,26






,[454], 14,19






,[455], 99,99






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 4,4






,[463], 15,20






,[464], 99,99






,[465], 7,10






,[466], 9,10






,[467], 99,99






,[468], 99,99






,[469], 99,99






,[470], 9,10






,[471], 99,99






,[472], 16,21






,[473], 15,20






,[474], 99,99






,[475], 99,99






,[476], 19,25






,[477], 15,19






,[478], 99,99






,[479], 14,14






,[480], 16,19






,[481], 15,17






,[482], 15,20






,[483], 20,24






,[484], 16,23






,[485], 14,24






,[486], 99,99






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 8,9






,[492], 99,99






,[493], 99,99






,[494], 5,7






,[495], 17,17






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 12,13






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 14,20






,[506], 12,16






,[507], 10,19






,[508], 16,20






,[509], 18,21






,[510], 15,18






,[511], 9,16






,[512], 17,19






,[513], 12,17






,[514], 19,21






,[515], 15,21






,[516], 22,26






,[517], 15,19






,[518], 16,21






,[519], 13,19






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 99,99






,[525], 99,99






,[526], 3,5






,[527], 13,21






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 8,10






,[534], 99,99






,[535], 99,99






,[536], 17,19






,[537], 18,20






,[538], 14,24






,[539], 16,24






,[540], 13,15






,[541], 12,16






,[542], 10,17






,[543], 10,12






,[544], 10,13






,[545], 13,14






,[546], 99,99






,[547], 99,99






,[548], 20,21






,[549], 20,21






,[550], 13,18






,[551], 99,99






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 6,18






,[560], 11,11






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 16,17






,[568], 99,99






,[569], 99,99






,[570], 12,20






,[571], 19,21






,[572], 15,20






,[573], 14,14






,[574], 15,17






,[575], 7,13






,[576], 8,17






,[577], 99,99






,[578], 17,18






,[579], 18,22






,[580], 99,99






,[581], 99,99






,[582], 99,99






,[583], 99,99






,[584], 22,25






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 11,16






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 11,16






,[602], 12,24






,[603], 20,21






,[604], 99,99






,[605], 13,18






,[606], 9,12






,[607], 9,9






,[608], 10,14






,[609], 9,15






,[610], 9,13






,[611], 12,16






,[612], 17,21






,[613], 20,29






,[614], 99,99






,[615], 22,25






,[616], 99,99






,[617], 99,99






,[618], 23,23






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 7,7






,[623], 12,15






,[624], 5,8






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 20,20






,[630], 21,24






,[631], 20,24






,[632], 99,99






,[633], 17,20






,[634], 16,24






,[635], 14,19






,[636], 11,17






,[637], 13,15






,[638], 19,19






,[639], 7,14






,[640], 8,14






,[641], 99,99






,[642], 17,18






,[643], 17,22






,[644], 19,22






,[645], 15,17






,[646], 99,99






,[647], 19,21






,[648], 18,24






,[649], 99,99






,[650], 99,99






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 5,8






,[655], 8,9






,[656], 7,10






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 14,20






,[662], 19,22






,[663], 99,99






,[664], 16,16






,[665], 99,99






,[666], 99,99






,[667], 19,19






,[668], 18,18






,[669], 99,99






,[670], 99,99






,[671], 99,99






,[672], 9,12






,[673], 99,99






,[674], 9,11






,[675], 99,99






,[676], 99,99






,[677], 21,23






,[678], 20,24






,[679], 99,99






,[680], 15,25






,[681], 16,24






,[682], 24,26






,[683], 99,99






,[684], 99,99






,[685], 8,10






,[686], 7,7






,[687], 7,10






,[688], 6,7






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 14,25






,[696], 12,15






,[697], 16,17






,[698], 18,19






,[699], 11,17






,[700], 11,19






,[701], 15,18






,[702], 8,14






,[703], 10,12






,[704], 9,12






,[705], 99,99






,[706], 99,99






,[707], 99,99






,[708], 24,26






,[709], 19,20






,[710], 17,22






,[711], 19,23






,[712], 99,99






,[713], 11,20






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 5,8






,[719], 99,99






,[720], 99,99






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 12,15






,[726], 16,21






,[727], 99,99






,[728], 99,99






,[729], 99,99






,[730], 23,23






,[731], 22,26






,[732], 17,18






,[733], 4,11






,[734], 99,99






,[735], 9,12






,[736], 8,9






,[737], 7,7






,[738], 99,99






,[739], 99,99






,[740], 17,24






,[741], 12,24






,[742], 19,21






,[743], 17,23






,[744], 22,26






,[745], 18,19






,[746], 3,3






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 99,99






,[751], 14,15






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 8,9






,[756], 99,99






,[757], 19,23






,[758], 16,16






,[759], 20,23






,[760], 18,24






,[761], 13,18






,[762], 99,99






,[763], 17,19






,[764], 16,21






,[765], 11,16






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 7,8






,[770], 14,14






,[771], 17,19






,[772], 24,29






,[773], 99,99






,[774], 10,17






,[775], 11,21






,[776], 18,25






,[777], 19,23






,[778], 3,4






,[779], 99,99






,[780], 14,14






,[781], 99,99






,[782], 10,11






,[783], 10,10






,[784], 99,99






,[785], 9,10






,[786], 99,99






,[787], 4,6






,[788], 10,14






,[789], 17,25






,[790], 21,30






,[791], 21,26






,[792], 21,25






,[793], 99,99






,[794], 10,14






,[795], 15,15






,[796], 99,99






,[797], 6,14






,[798], 9,9






,[799], 99,99






,[800], 7,11






,[801], 7,8






,[802], 99,99






,[803], 16,16






,[804], 17,19






,[805], 14,22






,[806], 16,18






,[807], 17,19






,[808], 23,33






,[809], 18,27






,[810], 10,10






,[811], 5,8






,[812], 6,8






,[813], 9,12






,[814], 15,15






,[815], 13,15






,[816], 99,99






,[817], 99,99






,[818], 5,11






,[819], 5,7






,[820], 19,29






,[821], 24,26






,[822], 15,34






,[823], 18,27






,[824], 15,26






,[825], 12,22






,[826], 7,12






,[827], 12,14






,[828], 8,11






,[829], 99,99






,[830], 12,12






,[831], 11,11






,[832], 3,7






,[833], 99,99






,[834], 14,14






,[835], 17,17






,[836], 18,18






,[837], 16,25






,[838], 13,27






,[839], 99,99






,[840], 9,29






,[841], 22,25






,[842], 99,99






,[843], 99,99






,[844], 9,14






,[845], 1,4






,[846], 99,99






,[847], 7,9






,[848], 99,99






,[849], 99,99






,[850], 3,11






,[851], 99,99






,[852], 20,33






,[853], 99,99






,[854], 16,24






,[855], 99,99






,[856], 20,25






,[857], 13,18






,[858], 13,16






,[859], 99,99






,[860], 10,12






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 8,8






,[865], 99,99






,[866], 5,14






,[867], 99,99






,[868], 12,13






,[869], 99,99






,[870], 22,27






,[871], 15,18






,[872], 20,29






,[873], 23,29






,[874], 14,21






,[875], 18,24






,[876], 99,99






,[877], 99,99






,[878], 20,26






,[879], 99,99






,[880], 15,15






,[881], 99,99






,[882], 99,99






,[883], 99,99






,[884], 19,24






,[885], 27,27






,[886], 19,31






,[887], 99,99






,[888], 99,99






,[889], 12,15






,[890], 16,17






,[891], 18,22






,[892], 9,13






,[893], 99,99






,[894], 99,99






,[895], 9,10






,[896], 9,11






,[897], 6,10






,[898], 11,15






,[899], 12,13






,[900], 17,17






,[901], 99,99






,[902], 99,99






,[903], 99,99






,[904], 13,24






,[905], 14,27






,[906], 19,26






,[907], 18,24






,[908], 99,99






,[909], 99,99






,[910], 99,99






,[911], 99,99






,[912], 99,99






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 99,99






,[917], 99,99






,[918], 25,27






,[919], 99,99






,[920], 15,19






,[921], 18,18






,[922], 11,15






,[923], 13,16






,[924], 5,10






,[925], 9,9






,[926], 99,99






,[927], 99,99






,[928], 12,15






,[929], 99,99






,[930], 99,99






,[931], 99,99






