



,,[60]
,[213], 10,12






,[214], 99,99






,[215], 99,99






,[216], 99,99






,[217], 99,99






,[218], 4,10






,[219], 99,99






,[220], 99,99






,[221], 99,99






,[222], 99,99






,[223], 99,99






,[224], 0,0






,[225], 99,99






,[226], 99,99






,[227], 99,99






,[228], 99,99






,[229], 99,99






,[230], 99,99






,[231], 99,99






,[232], 10,17






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 12,20






,[246], 9,17






,[247], 99,99






,[248], 99,99






,[249], 99,99






,[250], 7,8






,[251], 99,99






,[252], 99,99






,[253], 99,99






,[254], 99,99






,[255], 11,11






,[256], 99,99






,[257], 7,8






,[258], 99,99






,[259], 11,16






,[260], 99,99






,[261], 99,99






,[262], 99,99






,[263], 99,99






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 0,1






,[268], 99,99






,[269], 99,99






,[270], 99,99






,[271], 99,99






,[272], 99,99






,[273], 99,99






,[274], 0,1






,[275], 99,99






,[276], 12,20






,[277], 8,14






,[278], 6,19






,[279], 8,14






,[280], 99,99






,[281], 99,99






,[282], 99,99






,[283], 99,99






,[284], 99,99






,[285], 99,99






,[286], 99,99






,[287], 99,99






,[288], 0,0






,[289], 99,99






,[290], 99,99






,[291], 99,99






,[292], 99,99






,[293], 99,99






,[294], 99,99






,[295], 7,10






,[296], 99,99






,[297], 99,99






,[298], 99,99






,[299], 99,99






,[300], 1,2






,[301], 99,99






,[302], 99,99






,[303], 99,99






,[304], 99,99






,[305], 99,99






,[306], 0,0






,[307], 13,14






,[308], 99,99






,[309], 5,15






,[310], 99,99






,[311], 6,20






,[312], 10,14






,[313], 99,99






,[314], 6,9






,[315], 6,8






,[316], 5,11






,[317], 99,99






,[318], 99,99






,[319], 99,99






,[320], 99,99






,[321], 99,99






,[322], 13,14






,[323], 99,99






,[324], 99,99






,[325], 99,99






,[326], 99,99






,[327], 5,16






,[328], 11,16






,[329], 99,99






,[330], 99,99






,[331], 99,99






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 99,99






,[337], 0,0






,[338], 0,0






,[339], 99,99






,[340], 10,15






,[341], 13,17






,[342], 10,15






,[343], 5,14






,[344], 13,15






,[345], 4,9






,[346], 99,99






,[347], 99,99






,[348], 99,99






,[349], 99,99






,[350], 99,99






,[351], 99,99






,[352], 99,99






,[353], 0,0






,[354], 99,99






,[355], 99,99






,[356], 99,99






,[357], 2,2






,[358], 13,16






,[359], 8,13






,[360], 11,18






,[361], 99,99






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 0,0






,[370], 0,0






,[371], 14,15






,[372], 11,13






,[373], 6,15






,[374], 99,99






,[375], 4,13






,[376], 99,99






,[377], 99,99






,[378], 99,99






,[379], 99,99






,[380], 99,99






,[381], 99,99






,[382], 99,99






,[383], 99,99






,[384], 1,1






,[385], 0,0






,[386], 99,99






,[387], 99,99






,[388], 99,99






,[389], 4,6






,[390], 7,13






,[391], 9,11






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 99,99






,[396], 99,99






,[397], 99,99






,[398], 99,99






,[399], 99,99






,[400], 99,99






,[401], 0,0






,[402], 0,0






,[403], 12,15






,[404], 7,17






,[405], 10,17






,[406], 7,10






,[407], 11,13






,[408], 99,99






,[409], 99,99






,[410], 99,99






,[411], 99,99






,[412], 99,99






,[413], 99,99






,[414], 99,99






,[415], 99,99






,[416], 99,99






,[417], 99,99






,[418], 99,99






,[419], 13,13






,[420], 6,9






,[421], 99,99






,[422], 6,16






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 99,99






,[434], 1,2






,[435], 99,99






,[436], 5,15






,[437], 8,17






,[438], 5,15






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 7,7






,[443], 99,99






,[444], 99,99






,[445], 99,99






,[446], 99,99






,[447], 99,99






,[448], 99,99






,[449], 0,0






,[450], 11,13






,[451], 99,99






,[452], 99,99






,[453], 9,11






,[454], 99,99






,[455], 7,14






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 7,12






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 99,99






,[467], 9,16






,[468], 8,13






,[469], 99,99






,[470], 99,99






,[471], 99,99






,[472], 99,99






,[473], 99,99






,[474], 99,99






,[475], 3,4






,[476], 99,99






,[477], 99,99






,[478], 99,99






,[479], 99,99






,[480], 99,99






,[481], 99,99






,[482], 9,10






,[483], 99,99






,[484], 6,9






,[485], 6,12






,[486], 5,18






,[487], 7,14






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 16,17






,[499], 10,13






,[500], 99,99






,[501], 99,99






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 99,99






,[507], 99,99






,[508], 99,99






,[509], 99,99






,[510], 99,99






,[511], 99,99






,[512], 1,1






,[513], 2,2






,[514], 99,99






,[515], 99,99






,[516], 5,11






,[517], 1,14






,[518], 10,14






,[519], 99,99






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 99,99






,[525], 99,99






,[526], 99,99






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 14,14






,[531], 13,13






,[532], 99,99






,[533], 2,4






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 99,99






,[538], 99,99






,[539], 99,99






,[540], 99,99






,[541], 99,99






,[542], 99,99






,[543], 99,99






,[544], 99,99






,[545], 99,99






,[546], 99,99






,[547], 99,99






,[548], 99,99






,[549], 6,15






,[550], 10,21






,[551], 99,99






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 10,10






,[562], 99,99






,[563], 99,99






,[564], 3,4






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 99,99






,[569], 99,99






,[570], 99,99






,[571], 99,99






,[572], 99,99






,[573], 99,99






,[574], 99,99






,[575], 99,99






,[576], 99,99






,[577], 0,0






,[578], 99,99






,[579], 99,99






,[580], 99,99






,[581], 1,4






,[582], 8,15






,[583], 12,14






,[584], 99,99






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 1,2






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 99,99






,[602], 99,99






,[603], 99,99






,[604], 99,99






,[605], 99,99






,[606], 99,99






,[607], 99,99






,[608], 99,99






,[609], 99,99






,[610], 99,99






,[611], 99,99






,[612], 4,4






,[613], 3,4






,[614], 14,20






,[615], 6,17






,[616], 99,99






,[617], 99,99






,[618], 99,99






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 99,99






,[623], 99,99






,[624], 99,99






,[625], 12,13






,[626], 99,99






,[627], 99,99






,[628], 1,2






,[629], 99,99






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 99,99






,[635], 99,99






,[636], 99,99






,[637], 99,99






,[638], 99,99






,[639], 99,99






,[640], 99,99






,[641], 99,99






,[642], 0,0






,[643], 99,99






,[644], 99,99






,[645], 99,99






,[646], 9,16






,[647], 99,99






,[648], 5,8






,[649], 99,99






,[650], 99,99






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 99,99






,[656], 13,15






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 99,99






,[662], 99,99






,[663], 99,99






,[664], 4,14






,[665], 9,17






,[666], 99,99






,[667], 99,99






,[668], 99,99






,[669], 99,99






,[670], 99,99






,[671], 99,99






,[672], 8,14






,[673], 6,17






,[674], 10,16






,[675], 1,3






,[676], 99,99






,[677], 99,99






,[678], 4,15






,[679], 99,99






,[680], 7,18






,[681], 99,99






,[682], 99,99






,[683], 99,99






,[684], 99,99






,[685], 99,99






,[686], 99,99






,[687], 99,99






,[688], 99,99






,[689], 4,5






,[690], 99,99






,[691], 0,1






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 99,99






,[696], 99,99






,[697], 99,99






,[698], 99,99






,[699], 99,99






,[700], 99,99






,[701], 99,99






,[702], 99,99






,[703], 99,99






,[704], 4,11






,[705], 11,18






,[706], 8,19






,[707], 7,17






,[708], 5,9






,[709], 99,99






,[710], 4,18






,[711], 9,19






,[712], 99,99






,[713], 99,99






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 99,99






,[719], 99,99






,[720], 99,99






,[721], 7,12






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 99,99






,[726], 99,99






,[727], 99,99






,[728], 99,99






,[729], 99,99






,[730], 99,99






,[731], 99,99






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 99,99






,[737], 4,8






,[738], 5,13






,[739], 7,16






,[740], 3,18






,[741], 99,99






,[742], 15,21






,[743], 99,99






,[744], 99,99






,[745], 99,99






,[746], 99,99






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 11,17






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 99,99






,[758], 99,99






,[759], 99,99






,[760], 99,99






,[761], 99,99






,[762], 99,99






,[763], 99,99






,[764], 99,99






,[765], 99,99






,[766], 99,99






,[767], 99,99






,[768], 2,2






,[769], 10,13






,[770], 99,99






,[771], 7,21






,[772], 99,99






,[773], 4,17






,[774], 99,99






,[775], 99,99






,[776], 11,16






,[777], 99,99






,[778], 99,99






,[779], 99,99






,[780], 10,13






,[781], 7,16






,[782], 99,99






,[783], 99,99






,[784], 1,1






,[785], 10,13






,[786], 7,9






,[787], 99,99






,[788], 99,99






,[789], 99,99






,[790], 99,99






,[791], 99,99






,[792], 99,99






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 99,99






,[797], 99,99






,[798], 99,99






,[799], 99,99






,[800], 99,99






,[801], 99,99






,[802], 5,13






,[803], 4,11






,[804], 11,18






,[805], 7,20






,[806], 99,99






,[807], 99,99






,[808], 5,19






,[809], 4,19






,[810], 99,99






,[811], 10,16






,[812], 99,99






,[813], 99,99






,[814], 99,99






,[815], 99,99






,[816], 99,99






,[817], 99,99






,[818], 16,17






,[819], 99,99






,[820], 99,99






,[821], 99,99






,[822], 99,99






,[823], 99,99






,[824], 99,99






,[825], 99,99






,[826], 99,99






,[827], 99,99






,[828], 99,99






,[829], 99,99






,[830], 99,99






,[831], 99,99






,[832], 9,11






,[833], 4,14






,[834], 6,15






,[835], 5,17






,[836], 5,15






,[837], 4,17






,[838], 99,99






,[839], 6,17






,[840], 99,99






,[841], 99,99






,[842], 11,19






,[843], 99,99






,[844], 99,99






,[845], 11,14






,[846], 99,99






,[847], 16,17






,[848], 99,99






,[849], 99,99






,[850], 99,99






,[851], 99,99






,[852], 99,99






,[853], 99,99






,[854], 99,99






,[855], 99,99






,[856], 99,99






,[857], 99,99






,[858], 99,99






,[859], 99,99






,[860], 99,99






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 4,11






,[866], 5,14






,[867], 99,99






,[868], 3,14






,[869], 10,19






,[870], 4,18






,[871], 7,17






,[872], 10,17






,[873], 14,17






,[874], 2,16






,[875], 99,99






,[876], 14,16






,[877], 99,99






,[878], 99,99






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 9,15






,[883], 99,99






,[884], 99,99






,[885], 99,99






,[886], 99,99






,[887], 99,99






,[888], 99,99






,[889], 99,99






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 99,99






,[896], 99,99






,[897], 3,8






,[898], 4,10






,[899], 99,99






,[900], 9,18






,[901], 8,20






,[902], 5,15






,[903], 5,17






,[904], 12,14






,[905], 99,99






,[906], 99,99






,[907], 99,99






,[908], 16,16






,[909], 99,99






,[910], 99,99






,[911], 15,17






,[912], 6,15






,[913], 7,11






,[914], 99,99






,[915], 99,99






,[916], 99,99






,[917], 99,99






,[918], 99,99






,[919], 99,99






,[920], 99,99






,[921], 99,99






,[922], 99,99






,[923], 99,99






,[924], 99,99






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 99,99






,[929], 99,99






,[930], 5,13






,[931], 3,18






