



,,[80]
,[304], 99,99






,[305], 99,99






,[306], 99,99






,[307], 99,99






,[308], 99,99






,[309], 99,99






,[310], 99,99






,[311], 20,21






,[312], 17,19






,[313], 20,20






,[314], 15,21






,[315], 9,18






,[316], 99,99






,[317], 99,99






,[318], 15,20






,[319], 13,26






,[320], 99,99






,[321], 21,24






,[322], 20,28






,[323], 24,24






,[324], 22,29






,[325], 19,25






,[326], 17,22






,[327], 19,23






,[328], 99,99






,[329], 99,99






,[330], 99,99






,[331], 99,99






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 99,99






,[337], 99,99






,[338], 99,99






,[339], 99,99






,[340], 99,99






,[341], 99,99






,[342], 99,99






,[343], 99,99






,[344], 99,99






,[345], 13,21






,[346], 15,22






,[347], 99,99






,[348], 16,22






,[349], 99,99






,[350], 15,20






,[351], 20,21






,[352], 16,23






,[353], 99,99






,[354], 17,25






,[355], 22,27






,[356], 99,99






,[357], 16,21






,[358], 14,22






,[359], 99,99






,[360], 99,99






,[361], 99,99






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 99,99






,[372], 99,99






,[373], 99,99






,[374], 99,99






,[375], 99,99






,[376], 12,20






,[377], 15,20






,[378], 17,19






,[379], 13,17






,[380], 11,21






,[381], 99,99






,[382], 21,23






,[383], 21,24






,[384], 99,99






,[385], 14,23






,[386], 19,25






,[387], 16,23






,[388], 21,28






,[389], 17,21






,[390], 9,27






,[391], 99,99






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 99,99






,[396], 99,99






,[397], 99,99






,[398], 99,99






,[399], 99,99






,[400], 99,99






,[401], 99,99






,[402], 99,99






,[403], 99,99






,[404], 99,99






,[405], 99,99






,[406], 99,99






,[407], 99,99






,[408], 99,99






,[409], 16,19






,[410], 11,18






,[411], 17,22






,[412], 13,21






,[413], 99,99






,[414], 21,21






,[415], 17,24






,[416], 19,21






,[417], 22,24






,[418], 17,24






,[419], 25,25






,[420], 21,25






,[421], 99,99






,[422], 9,25






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 9,10






,[434], 99,99






,[435], 99,99






,[436], 99,99






,[437], 99,99






,[438], 14,16






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 99,99






,[443], 15,18






,[444], 15,18






,[445], 18,19






,[446], 99,99






,[447], 99,99






,[448], 99,99






,[449], 99,99






,[450], 19,22






,[451], 99,99






,[452], 14,22






,[453], 99,99






,[454], 19,19






,[455], 99,99






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 99,99






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 99,99






,[467], 99,99






,[468], 99,99






,[469], 99,99






,[470], 99,99






,[471], 99,99






,[472], 99,99






,[473], 11,20






,[474], 99,99






,[475], 99,99






,[476], 15,25






,[477], 99,99






,[478], 14,18






,[479], 99,99






,[480], 17,19






,[481], 99,99






,[482], 99,99






,[483], 15,24






,[484], 16,23






,[485], 15,24






,[486], 17,17






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 99,99






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 19,20






,[506], 15,16






,[507], 9,19






,[508], 99,99






,[509], 18,21






,[510], 17,18






,[511], 7,16






,[512], 17,19






,[513], 11,17






,[514], 18,21






,[515], 99,99






,[516], 19,26






,[517], 99,99






,[518], 17,21






,[519], 99,99






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 99,99






,[525], 99,99






,[526], 99,99






,[527], 18,21






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 99,99






,[534], 99,99






,[535], 99,99






,[536], 16,19






,[537], 99,99






,[538], 12,24






,[539], 15,24






,[540], 15,15






,[541], 12,16






,[542], 14,17






,[543], 9,12






,[544], 99,99






,[545], 11,14






,[546], 99,99






,[547], 99,99






,[548], 17,21






,[549], 99,99






,[550], 14,18






,[551], 99,99






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 9,18






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 99,99






,[569], 99,99






,[570], 14,20






,[571], 19,21






,[572], 99,99






,[573], 99,99






,[574], 99,99






,[575], 99,99






,[576], 8,17






,[577], 9,11






,[578], 99,99






,[579], 21,22






,[580], 99,99






,[581], 99,99






,[582], 16,23






,[583], 99,99






,[584], 99,99






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 17,19






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 99,99






,[602], 12,24






,[603], 17,21






,[604], 99,99






,[605], 99,99






,[606], 99,99






,[607], 99,99






,[608], 99,99






,[609], 12,15






,[610], 12,13






,[611], 99,99






,[612], 99,99






,[613], 99,99






,[614], 99,99






,[615], 23,25






,[616], 99,99






,[617], 99,99






,[618], 16,23






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 99,99






,[623], 7,15






,[624], 99,99






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 19,24






,[631], 21,24






,[632], 99,99






,[633], 99,99






,[634], 13,24






,[635], 17,19






,[636], 13,17






,[637], 14,15






,[638], 19,19






,[639], 99,99






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 19,22






,[645], 99,99






,[646], 99,99






,[647], 15,21






,[648], 16,24






,[649], 99,99






,[650], 99,99






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 99,99






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 12,20






,[662], 16,22






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 99,99






,[667], 99,99






,[668], 99,99






,[669], 15,15






,[670], 99,99






,[671], 99,99






,[672], 99,99






,[673], 12,13






,[674], 99,99






,[675], 99,99






,[676], 99,99






,[677], 22,23






,[678], 99,99






,[679], 99,99






,[680], 17,25






,[681], 16,24






,[682], 18,26






,[683], 99,99






,[684], 99,99






,[685], 99,99






,[686], 99,99






,[687], 99,99






,[688], 99,99






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 17,21






,[695], 18,25






,[696], 13,15






,[697], 15,17






,[698], 99,99






,[699], 13,17






,[700], 12,19






,[701], 16,18






,[702], 5,14






,[703], 99,99






,[704], 99,99






,[705], 99,99






,[706], 99,99






,[707], 99,99






,[708], 20,26






,[709], 99,99






,[710], 10,22






,[711], 99,99






,[712], 99,99






,[713], 99,99






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 99,99






,[719], 99,99






,[720], 99,99






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 17,21






,[725], 9,15






,[726], 15,21






,[727], 18,19






,[728], 99,99






,[729], 99,99






,[730], 23,23






,[731], 21,26






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 99,99






,[737], 99,99






,[738], 99,99






,[739], 99,99






,[740], 11,24






,[741], 21,24






,[742], 17,21






,[743], 18,23






,[744], 26,26






,[745], 18,19






,[746], 99,99






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 20,23






,[758], 99,99






,[759], 16,23






,[760], 14,24






,[761], 17,18






,[762], 99,99






,[763], 99,99






,[764], 14,21






,[765], 13,16






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 99,99






,[770], 13,14






,[771], 99,99






,[772], 99,99






,[773], 18,23






,[774], 99,99






,[775], 9,21






,[776], 99,99






,[777], 17,23






,[778], 99,99






,[779], 7,10






,[780], 10,14






,[781], 99,99






,[782], 99,99






,[783], 99,99






,[784], 99,99






,[785], 8,10






,[786], 99,99






,[787], 99,99






,[788], 99,99






,[789], 13,25






,[790], 22,30






,[791], 13,26






,[792], 17,25






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 99,99






,[797], 5,14






,[798], 99,99






,[799], 99,99






,[800], 8,11






,[801], 99,99






,[802], 99,99






,[803], 99,99






,[804], 99,99






,[805], 13,22






,[806], 17,18






,[807], 99,99






,[808], 26,33






,[809], 19,27






,[810], 99,99






,[811], 99,99






,[812], 99,99






,[813], 99,99






,[814], 99,99






,[815], 14,15






,[816], 99,99






,[817], 99,99






,[818], 99,99






,[819], 99,99






,[820], 99,99






,[821], 18,26






,[822], 21,34






,[823], 99,99






,[824], 18,26






,[825], 11,22






,[826], 99,99






,[827], 9,14






,[828], 99,99






,[829], 99,99






,[830], 99,99






,[831], 99,99






,[832], 99,99






,[833], 99,99






,[834], 99,99






,[835], 99,99






,[836], 99,99






,[837], 18,25






,[838], 99,99






,[839], 22,23






,[840], 23,29






,[841], 23,25






,[842], 20,25






,[843], 8,20






,[844], 99,99






,[845], 99,99






,[846], 12,15






,[847], 99,99






,[848], 99,99






,[849], 99,99






,[850], 5,11






,[851], 13,22






,[852], 16,33






,[853], 20,27






,[854], 99,99






,[855], 20,29






,[856], 22,25






,[857], 99,99






,[858], 99,99






,[859], 99,99






,[860], 11,12






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 99,99






,[866], 99,99






,[867], 99,99






,[868], 99,99






,[869], 15,22






,[870], 99,99






,[871], 17,18






,[872], 18,29






,[873], 27,29






,[874], 99,99






,[875], 20,24






,[876], 99,99






,[877], 22,25






,[878], 10,26






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 19,27






,[883], 18,25






,[884], 20,24






,[885], 99,99






,[886], 20,31






,[887], 22,28






,[888], 99,99






,[889], 12,15






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 9,10






,[896], 99,99






,[897], 99,99






,[898], 12,15






,[899], 99,99






,[900], 17,17






,[901], 99,99






,[902], 19,27






,[903], 99,99






,[904], 14,24






,[905], 18,27






,[906], 19,26






,[907], 99,99






,[908], 99,99






,[909], 20,22






,[910], 99,99






,[911], 99,99






,[912], 99,99






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 22,25






,[917], 24,30






,[918], 25,27






,[919], 18,26






,[920], 16,19






,[921], 99,99






,[922], 99,99






,[923], 99,99






,[924], 99,99






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 15,15






,[929], 99,99






,[930], 99,99






,[931], 99,99






