



,,[30]
,[932], 99,99






,[933], 99,99






,[934], 99,99






,[935], 99,99






,[936], 2,3






,[937], 99,99






,[938], 99,99






,[939], 1,3






,[940], 99,99






,[941], 99,99






,[942], 1,2






,[943], 99,99






,[944], 1,3






,[945], 1,3






,[946], 1,1






,[947], 1,4






,[948], 99,99






,[949], 1,2






,[950], 99,99






,[951], 99,99






,[952], 99,99






,[953], 1,2






,[954], 99,99






,[955], 2,3






,[956], 2,3






,[957], 1,2






,[958], 99,99






,[959], 1,3






,[960], 99,99






,[961], 1,4






,[962], 2,3






,[963], 99,99






,[964], 99,99






,[965], 99,99






,[966], 99,99






,[967], 99,99






,[968], 99,99






,[969], 99,99






,[970], 99,99






,[971], 1,4






,[972], 99,99






,[973], 99,99






,[974], 1,5






,[975], 99,99






,[976], 1,1






,[977], 1,2






,[978], 1,3






,[979], 2,5






,[980], 99,99






,[981], 99,99






,[982], 1,5






,[983], 99,99






,[984], 99,99






,[985], 2,8






,[986], 99,99






,[987], 1,1






,[988], 99,99






,[989], 1,2






,[990], 99,99






,[991], 2,6






,[992], 99,99






,[993], 1,4






,[994], 1,4






,[995], 99,99






,[996], 99,99






,[997], 99,99






,[998], 99,99






,[999], 99,99






,[1000], 99,99






,[1001], 99,99






,[1002], 99,99






,[1003], 1,4






,[1004], 99,99






,[1005], 99,99






,[1006], 99,99






,[1007], 99,99






,[1008], 99,99






,[1009], 99,99






,[1010], 1,4






,[1011], 1,5






,[1012], 99,99






,[1013], 1,2






,[1014], 1,2






,[1015], 1,5






,[1016], 99,99






,[1017], 99,99






,[1018], 99,99






,[1019], 99,99






,[1020], 99,99






,[1021], 2,6






,[1022], 1,6






,[1023], 99,99
