



,,[30]
,[213], 99,99






,[214], 99,99






,[215], 3,4






,[216], 99,99






,[217], 99,99






,[218], 99,99






,[219], 99,99






,[220], 99,99






,[221], 3,7






,[222], 99,99






,[223], 99,99






,[224], 99,99






,[225], 1,9






,[226], 99,99






,[227], 2,9






,[228], 99,99






,[229], 99,99






,[230], 99,99






,[231], 99,99






,[232], 99,99






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 99,99






,[246], 99,99






,[247], 2,7






,[248], 99,99






,[249], 99,99






,[250], 99,99






,[251], 99,99






,[252], 99,99






,[253], 99,99






,[254], 99,99






,[255], 99,99






,[256], 99,99






,[257], 99,99






,[258], 1,9






,[259], 99,99






,[260], 99,99






,[261], 1,9






,[262], 99,99






,[263], 99,99






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 99,99






,[269], 99,99






,[270], 99,99






,[271], 99,99






,[272], 99,99






,[273], 99,99






,[274], 99,99






,[275], 99,99






,[276], 99,99






,[277], 99,99






,[278], 99,99






,[279], 99,99






,[280], 99,99






,[281], 99,99






,[282], 99,99






,[283], 1,3






,[284], 1,4






,[285], 1,5






,[286], 99,99






,[287], 99,99






,[288], 99,99






,[289], 99,99






,[290], 99,99






,[291], 99,99






,[292], 99,99






,[293], 99,99






,[294], 99,99






,[295], 99,99






,[296], 99,99






,[297], 99,99






,[298], 99,99






,[299], 0,0






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 99,99






,[304], 0,1






,[305], 99,99






,[306], 99,99






,[307], 99,99






,[308], 1,1






,[309], 99,99






,[310], 99,99






,[311], 99,99






,[312], 99,99






,[313], 3,6






,[314], 99,99






,[315], 2,3






,[316], 1,6






,[317], 99,99






,[318], 99,99






,[319], 99,99






,[320], 99,99






,[321], 2,7






,[322], 99,99






,[323], 99,99






,[324], 2,7






,[325], 99,99






,[326], 1,5






,[327], 99,99






,[328], 99,99






,[329], 99,99






,[330], 99,99






,[331], 0,0






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 0,0






,[337], 99,99






,[338], 99,99






,[339], 1,2






,[340], 0,0






,[341], 99,99






,[342], 0,0






,[343], 99,99






,[344], 99,99






,[345], 99,99






,[346], 1,5






,[347], 99,99






,[348], 3,7






,[349], 99,99






,[350], 99,99






,[351], 99,99






,[352], 3,7






,[353], 99,99






,[354], 99,99






,[355], 99,99






,[356], 99,99






,[357], 99,99






,[358], 99,99






,[359], 99,99






,[360], 99,99






,[361], 99,99






,[362], 99,99






,[363], 99,99






,[364], 0,0






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 99,99






,[372], 99,99






,[373], 2,2






,[374], 99,99






,[375], 99,99






,[376], 99,99






,[377], 99,99






,[378], 99,99






,[379], 3,6






,[380], 2,3






,[381], 99,99






,[382], 99,99






,[383], 99,99






,[384], 99,99






,[385], 99,99






,[386], 99,99






,[387], 99,99






,[388], 99,99






,[389], 99,99






,[390], 99,99






,[391], 99,99






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 99,99






,[396], 1,1






,[397], 99,99






,[398], 99,99






,[399], 99,99






,[400], 99,99






,[401], 99,99






,[402], 99,99






,[403], 0,1






,[404], 99,99






,[405], 0,1






,[406], 99,99






,[407], 99,99






,[408], 99,99






,[409], 99,99






,[410], 99,99






,[411], 99,99






,[412], 99,99






,[413], 99,99






,[414], 99,99






,[415], 99,99






,[416], 99,99






,[417], 99,99






,[418], 99,99






,[419], 99,99






,[420], 99,99






,[421], 99,99






,[422], 99,99






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 1,1






,[434], 1,1






,[435], 99,99






,[436], 0,0






,[437], 99,99






,[438], 99,99






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 99,99






,[443], 2,5






,[444], 99,99






,[445], 4,8






,[446], 99,99






,[447], 99,99






,[448], 99,99






,[449], 99,99






,[450], 99,99






,[451], 99,99






,[452], 99,99






,[453], 99,99






,[454], 99,99






,[455], 99,99






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 99,99






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 1,1






,[467], 99,99






,[468], 99,99






,[469], 99,99






,[470], 99,99






,[471], 99,99






,[472], 99,99






,[473], 99,99






,[474], 99,99






,[475], 99,99






,[476], 3,7






,[477], 99,99






,[478], 99,99






,[479], 99,99






,[480], 99,99






,[481], 99,99






,[482], 99,99






,[483], 2,5






,[484], 99,99






,[485], 99,99






,[486], 99,99






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 0,0






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 99,99






,[502], 1,1






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 3,4






,[507], 2,8






,[508], 99,99






,[509], 99,99






,[510], 99,99






,[511], 3,5






,[512], 99,99






,[513], 99,99






,[514], 99,99






,[515], 99,99






,[516], 99,99






,[517], 99,99






,[518], 99,99






,[519], 99,99






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 1,2






,[524], 99,99






,[525], 99,99






,[526], 0,0






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 99,99






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 99,99






,[538], 99,99






,[539], 4,5






,[540], 99,99






,[541], 99,99






,[542], 3,5






,[543], 99,99






,[544], 99,99






,[545], 2,3






,[546], 99,99






,[547], 99,99






,[548], 99,99






,[549], 2,4






,[550], 99,99






,[551], 99,99






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 1,1






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 99,99






,[569], 99,99






,[570], 99,99






,[571], 99,99






,[572], 3,5






,[573], 99,99






,[574], 1,2






,[575], 0,0






,[576], 2,3






,[577], 1,2






,[578], 99,99






,[579], 99,99






,[580], 99,99






,[581], 99,99






,[582], 99,99






,[583], 99,99






,[584], 99,99






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 0,1






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 99,99






,[602], 2,8






,[603], 99,99






,[604], 99,99






,[605], 2,4






,[606], 2,3






,[607], 1,2






,[608], 99,99






,[609], 0,1






,[610], 99,99






,[611], 99,99






,[612], 99,99






,[613], 99,99






,[614], 99,99






,[615], 2,8






,[616], 99,99






,[617], 99,99






,[618], 99,99






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 1,2






,[623], 99,99






,[624], 0,0






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 99,99






,[635], 99,99






,[636], 99,99






,[637], 1,4






,[638], 3,5






,[639], 1,1






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 99,99






,[645], 99,99






,[646], 99,99






,[647], 99,99






,[648], 99,99






,[649], 99,99






,[650], 99,99






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 0,0






,[655], 99,99






,[656], 0,0






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 99,99






,[662], 99,99






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 2,2






,[667], 99,99






,[668], 99,99






,[669], 5,5






,[670], 99,99






,[671], 99,99






,[672], 1,1






,[673], 2,2






,[674], 99,99






,[675], 99,99






,[676], 99,99






,[677], 99,99






,[678], 99,99






,[679], 99,99






,[680], 99,99






,[681], 99,99






,[682], 99,99






,[683], 99,99






,[684], 99,99






,[685], 0,0






,[686], 99,99






,[687], 99,99






,[688], 0,0






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 2,10






,[696], 99,99






,[697], 99,99






,[698], 99,99






,[699], 3,4






,[700], 99,99






,[701], 2,2






,[702], 99,99






,[703], 1,2






,[704], 2,2






,[705], 1,2






,[706], 99,99






,[707], 99,99






,[708], 99,99






,[709], 99,99






,[710], 3,4






,[711], 99,99






,[712], 99,99






,[713], 99,99






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 1,1






,[719], 0,0






,[720], 0,0






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 3,3






,[726], 99,99






,[727], 99,99






,[728], 1,9






,[729], 99,99






,[730], 99,99






,[731], 99,99






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 1,1






,[737], 99,99






,[738], 99,99






,[739], 99,99






,[740], 99,99






,[741], 99,99






,[742], 2,9






,[743], 99,99






,[744], 1,8






,[745], 99,99






,[746], 0,0






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 1,4






,[758], 5,5






,[759], 1,8






,[760], 2,5






,[761], 1,3






,[762], 99,99






,[763], 99,99






,[764], 99,99






,[765], 4,5






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 99,99






,[770], 99,99






,[771], 99,99






,[772], 99,99






,[773], 99,99






,[774], 99,99






,[775], 2,8






,[776], 99,99






,[777], 99,99






,[778], 99,99






,[779], 1,2






,[780], 2,2






,[781], 99,99






,[782], 2,3






,[783], 99,99






,[784], 99,99






,[785], 2,2






,[786], 99,99






,[787], 0,0






,[788], 0,0






,[789], 99,99






,[790], 2,12






,[791], 99,99






,[792], 99,99






,[793], 99,99






,[794], 2,2






,[795], 99,99






,[796], 99,99






,[797], 1,3






,[798], 99,99






,[799], 1,2






,[800], 2,2






,[801], 99,99






,[802], 99,99






,[803], 99,99






,[804], 99,99






,[805], 99,99






,[806], 99,99






,[807], 99,99






,[808], 99,99






,[809], 99,99






,[810], 99,99






,[811], 1,1






,[812], 99,99






,[813], 99,99






,[814], 99,99






,[815], 4,4






,[816], 0,0






,[817], 0,0






,[818], 99,99






,[819], 0,0






,[820], 1,9






,[821], 99,99






,[822], 3,14






,[823], 99,99






,[824], 99,99






,[825], 2,6






,[826], 1,2






,[827], 99,99






,[828], 99,99






,[829], 99,99






,[830], 99,99






,[831], 0,1






,[832], 0,0






,[833], 99,99






,[834], 99,99






,[835], 99,99






,[836], 3,3






,[837], 2,7






,[838], 99,99






,[839], 99,99






,[840], 2,13






,[841], 3,8






,[842], 99,99






,[843], 99,99






,[844], 1,1






,[845], 0,0






,[846], 99,99






,[847], 0,0






,[848], 1,1






,[849], 99,99






,[850], 1,2






,[851], 2,6






,[852], 3,13






,[853], 99,99






,[854], 99,99






,[855], 99,99






,[856], 99,99






,[857], 2,3






,[858], 99,99






,[859], 99,99






,[860], 99,99






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 0,0






,[865], 99,99






,[866], 0,0






,[867], 99,99






,[868], 99,99






,[869], 99,99






,[870], 99,99






,[871], 99,99






,[872], 3,8






,[873], 99,99






,[874], 99,99






,[875], 99,99






,[876], 99,99






,[877], 1,6






,[878], 99,99






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 99,99






,[883], 99,99






,[884], 99,99






,[885], 2,4






,[886], 99,99






,[887], 99,99






,[888], 99,99






,[889], 3,3






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 1,1






,[896], 3,3






,[897], 2,2






,[898], 99,99






,[899], 99,99






,[900], 4,5






,[901], 99,99






,[902], 99,99






,[903], 99,99






,[904], 1,6






,[905], 99,99






,[906], 99,99






,[907], 99,99






,[908], 99,99






,[909], 99,99






,[910], 99,99






,[911], 99,99






,[912], 99,99






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 99,99






,[917], 99,99






,[918], 99,99






,[919], 99,99






,[920], 99,99






,[921], 5,6






,[922], 99,99






,[923], 99,99






,[924], 0,0






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 99,99






,[929], 2,2






,[930], 99,99






,[931], 99,99






