



,,[40]
,[932], 99,99






,[933], 99,99






,[934], 4,8






,[935], 99,99






,[936], 99,99






,[937], 99,99






,[938], 99,99






,[939], 3,4






,[940], 99,99






,[941], 5,13






,[942], 99,99






,[943], 7,7






,[944], 2,4






,[945], 99,99






,[946], 2,4






,[947], 4,5






,[948], 99,99






,[949], 4,4






,[950], 99,99






,[951], 8,8






,[952], 99,99






,[953], 3,6






,[954], 2,8






,[955], 99,99






,[956], 99,99






,[957], 3,4






,[958], 5,6






,[959], 4,6






,[960], 99,99






,[961], 99,99






,[962], 99,99






,[963], 4,7






,[964], 99,99






,[965], 99,99






,[966], 99,99






,[967], 99,99






,[968], 99,99






,[969], 99,99






,[970], 99,99






,[971], 7,8






,[972], 99,99






,[973], 13,13






,[974], 99,99






,[975], 99,99






,[976], 2,4






,[977], 2,5






,[978], 4,4






,[979], 99,99






,[980], 5,7






,[981], 99,99






,[982], 3,7






,[983], 3,5






,[984], 99,99






,[985], 5,12






,[986], 5,6






,[987], 2,3






,[988], 99,99






,[989], 3,3






,[990], 99,99






,[991], 7,7






,[992], 6,9






,[993], 6,8






,[994], 6,9






,[995], 8,8






,[996], 99,99






,[997], 99,99






,[998], 10,11






,[999], 99,99






,[1000], 99,99






,[1001], 99,99






,[1002], 99,99






,[1003], 3,7






,[1004], 99,99






,[1005], 9,10






,[1006], 5,9






,[1007], 99,99






,[1008], 99,99






,[1009], 99,99






,[1010], 6,7






,[1011], 1,6






,[1012], 99,99






,[1013], 3,4






,[1014], 3,8






,[1015], 99,99






,[1016], 99,99






,[1017], 99,99






,[1018], 7,10






,[1019], 6,7






,[1020], 99,99






,[1021], 11,11






,[1022], 3,9






,[1023], 99,99
