
basis : 39, 48, 59
 [24]  dct:38.140625  a:35.140625  b:38.140625  c:36.109375   (1)    [39]:0.825165, [48]:0.469652, [59]:0.507725
 [25]  dct:55.328125  a:55.421875  b:53.453125  c:55.328125   (2)    [39]:-0.424234, [48]:-0.425235, [59]:0.155293
 [26]  dct:62.250000  a:62.000000  b:62.250000  c:63.265625   (1)    [39]:0.559622, [48]:0.368360, [59]:0.278928
 [27]  dct:46.671875  a:46.562500  b:46.671875  c:44.796875   (3)    [39]:0.453222, [48]:0.352196, [59]:0.345599
 [28]  dct:135.906250  a:130.203125  b:135.906250  c:127.625000   (3)    [39]:-0.948611, [48]:0.184948, [59]:1.296425
 [29]  dct:128.734375  a:128.734375  b:122.234375  c:141.296875   (2)    [39]:0.049530, [48]:-0.670508, [59]:1.489035
 [30]  dct:102.125000  a:104.937500  b:102.125000  c:111.125000   (0)    [39]:-0.672014, [48]:0.320593, [59]:1.661467
 [31]  dct:140.046875  a:132.890625  b:139.718750  c:138.125000   (1)    [39]:-1.300414, [48]:1.298669, [59]:0.909236
 [32]  dct:157.781250  a:157.703125  b:157.781250  c:160.328125   (1)    [39]:-0.440531, [48]:0.184377, [59]:-0.428349
 [34]  dct:51.812500  a:51.812500  b:51.812500  c:49.609375   (3)    [39]:0.002535, [48]:0.552810, [59]:-0.492906
 [35]  dct:35.328125  a:34.515625  b:35.328125  c:31.625000   (3)    [39]:0.588024, [48]:-0.098217, [59]:-0.468175
 [36]  dct:52.250000  a:52.250000  b:52.671875  c:52.703125   (0)    [39]:0.028901, [48]:-0.208989, [59]:-0.261494
 [37]  dct:56.500000  a:56.609375  b:44.546875  c:58.468750   (2)    [39]:-0.215627, [48]:-0.856524, [59]:-0.325888
 [38]  dct:31.656250  a:31.656250  b:30.515625  c:31.656250   (2)    [39]:0.109377, [48]:-0.321852, [59]:0.094638
 [46]  dct:10.484375  a:9.468750  b:10.484375  c:10.484375   (1)    [39]:0.487112, [48]:0.529453, [59]:-0.022151
 [47]  dct:17.484375  a:17.484375  b:17.484375  c:17.484375   (0)    [39]:-0.032057, [48]:0.371531, [59]:0.088671
 [48]  dct:23.562500  a:23.328125  b:23.562500  c:20.937500   (3)    [39]:0.284089, [48]:0.201000, [59]:-0.147807
 [49]  dct:10.656250  a:10.656250  b:10.656250  c:10.437500   (3)    [39]:0.183662, [48]:0.261240, [59]:-0.309074
 [50]  dct:22.765625  a:22.765625  b:22.765625  c:19.734375   (3)    [39]:0.140165, [48]:0.457821, [59]:-0.278308
 [52]  dct:17.000000  a:17.000000  b:17.000000  c:15.062500   (3)    [39]:-0.121948, [48]:-0.062502, [59]:-0.330110
 [56]  dct:52.078125  a:52.078125  b:52.078125  c:47.890625   (3)    [39]:-0.204161, [48]:0.475334, [59]:-0.508340
 [57]  dct:47.406250  a:47.171875  b:47.406250  c:69.640625   (1)    [39]:0.264523, [48]:1.069296, [59]:-1.411339
 [58]  dct:36.562500  a:35.984375  b:36.562500  c:101.984375   (1)    [39]:0.406387, [48]:0.581251, [59]:-2.081427
 [59]  dct:34.421875  a:30.484375  b:34.421875  c:38.062500   (1)    [39]:0.726281, [48]:0.344591, [59]:-1.381631
 [60]  dct:54.812500  a:31.265625  b:54.812500  c:40.953125   (1)    [39]:1.989643, [48]:0.187981, [59]:-0.708019
 [61]  dct:31.109375  a:29.468750  b:29.937500  c:30.906250   (1)    [39]:0.466333, [48]:-0.268117, [59]:0.209798
 [62]  dct:39.609375  a:39.609375  b:39.609375  c:38.250000   (3)    [39]:0.046760, [48]:0.030017, [59]:-0.228914
 [64]  dct:123.296875  a:115.671875  b:125.640625  c:112.656250   (3)    [39]:0.925874, [48]:-1.061654, [59]:-1.232799
 [65]  dct:26.468750  a:26.468750  b:26.468750  c:22.921875   (3)    [39]:0.194151, [48]:0.011875, [59]:-0.630510
 [66]  dct:38.828125  a:38.828125  b:36.906250  c:34.296875   (3)    [39]:0.107226, [48]:-0.233032, [59]:-0.280230
 [67]  dct:43.250000  a:43.250000  b:41.343750  c:43.468750   (2)    [39]:-0.024357, [48]:-0.543074, [59]:0.872531
 [68]  dct:31.671875  a:32.484375  b:21.843750  c:23.640625   (2)    [39]:-0.327213, [48]:-0.522596, [59]:1.257466
 [69]  dct:50.296875  a:50.312500  b:50.296875  c:48.890625   (3)    [39]:0.790855, [48]:0.187720, [59]:0.836875
 [73]  dct:8.609375  a:8.609375  b:8.609375  c:8.609375   (0)    [39]:0.047834, [48]:0.300400, [59]:0.052583
 [77]  dct:9.625000  a:9.625000  b:9.625000  c:9.625000   (0)    [39]:0.099764, [48]:-0.063056, [59]:0.126320
 [88]  dct:11.640625  a:11.640625  b:11.640625  c:9.093750   (3)    [39]:0.053098, [48]:0.316201, [59]:-0.355783
 [89]  dct:12.687500  a:12.687500  b:12.687500  c:10.437500   (3)    [39]:0.156563, [48]:0.245944, [59]:-0.243046
 [92]  dct:23.921875  a:23.093750  b:23.921875  c:20.203125   (3)    [39]:-0.256856, [48]:-0.013730, [59]:-0.501649
 [93]  dct:52.968750  a:52.671875  b:52.968750  c:49.437500   (3)    [39]:0.281068, [48]:0.324752, [59]:-0.342506
 [94]  dct:38.968750  a:38.968750  b:38.968750  c:45.484375   (0)    [39]:0.088150, [48]:1.004979, [59]:-1.039510
 [95]  dct:65.421875  a:65.421875  b:65.421875  c:138.765625   (0)    [39]:-0.138002, [48]:0.189968, [59]:-2.375715
 [96]  dct:84.625000  a:84.625000  b:84.625000  c:84.625000   (0)    [39]:-0.078087, [48]:0.732077, [59]:0.083944
 [97]  dct:65.078125  a:65.078125  b:62.062500  c:58.765625   (3)    [39]:-0.069348, [48]:-0.270748, [59]:0.938019
 [98]  dct:42.046875  a:42.562500  b:42.046875  c:43.109375   (0)    [39]:-0.570133, [48]:0.722527, [59]:1.094190
 [99]  dct:70.609375  a:74.968750  b:69.187500  c:70.609375   (2)    [39]:1.137544, [48]:-0.353406, [59]:-0.048416
 [100]  dct:53.156250  a:53.156250  b:53.156250  c:63.640625   (0)    [39]:0.047604, [48]:0.322088, [59]:-1.675942
 [101]  dct:45.437500  a:45.437500  b:43.296875  c:45.125000   (2)    [39]:0.061616, [48]:-0.406769, [59]:-0.955936
 [102]  dct:18.234375  a:18.203125  b:18.234375  c:18.812500   (1)    [39]:0.395106, [48]:0.030474, [59]:-0.347821
 [104]  dct:47.187500  a:46.734375  b:47.187500  c:46.468750   (3)    [39]:0.522117, [48]:0.327481, [59]:-0.615098
 [105]  dct:68.140625  a:62.406250  b:68.140625  c:63.562500   (1)    [39]:1.012116, [48]:0.372791, [59]:1.070115
 [106]  dct:62.656250  a:62.421875  b:62.656250  c:52.312500   (3)    [39]:0.235495, [48]:-0.063936, [59]:1.301376
 [107]  dct:39.765625  a:39.406250  b:39.765625  c:40.421875   (1)    [39]:0.354173, [48]:0.333218, [59]:1.240503
 [109]  dct:7.781250  a:7.578125  b:7.781250  c:7.781250   (1)    [39]:0.238759, [48]:0.250363, [59]:0.088645
 [114]  dct:9.000000  a:9.000000  b:9.000000  c:7.515625   (3)    [39]:-0.198028, [48]:0.063467, [59]:0.295474
 [123]  dct:6.875000  a:6.828125  b:6.875000  c:6.875000   (1)    [39]:0.270498, [48]:0.221493, [59]:0.028382
 [125]  dct:7.281250  a:7.281250  b:7.281250  c:7.281250   (0)    [39]:-0.157447, [48]:0.102318, [59]:-0.097173
 [127]  dct:14.375000  a:14.375000  b:14.375000  c:10.000000   (3)    [39]:0.091526, [48]:0.085057, [59]:-0.408033
 [128]  dct:65.031250  a:55.265625  b:65.031250  c:70.140625   (1)    [39]:-1.024002, [48]:0.811200, [59]:-1.340979
 [129]  dct:34.703125  a:34.703125  b:34.703125  c:33.437500   (3)    [39]:0.161646, [48]:-0.051133, [59]:-0.760598
 [130]  dct:22.015625  a:22.015625  b:22.015625  c:29.421875   (0)    [39]:-0.105441, [48]:0.499295, [59]:-0.693414
 [131]  dct:21.984375  a:21.265625  b:21.984375  c:22.906250   (1)    [39]:0.449471, [48]:0.042978, [59]:-0.542440
 [132]  dct:49.734375  a:48.187500  b:45.109375  c:43.328125   (3)    [39]:0.457591, [48]:-0.462269, [59]:-0.312263
 [136]  dct:8.656250  a:8.656250  b:8.656250  c:8.656250   (0)    [39]:0.070434, [48]:0.223529, [59]:0.118903
 [137]  dct:22.578125  a:22.578125  b:22.578125  c:22.578125   (0)    [39]:-0.160356, [48]:0.194922, [59]:0.045528
 [138]  dct:26.656250  a:26.359375  b:26.656250  c:24.062500   (3)    [39]:0.247239, [48]:0.222107, [59]:-0.378192
 [139]  dct:26.687500  a:26.687500  b:24.250000  c:26.531250   (2)    [39]:0.099978, [48]:-0.543500, [59]:-0.207201
 [142]  dct:26.484375  a:26.484375  b:29.125000  c:19.437500   (3)    [39]:0.041984, [48]:-0.384147, [59]:-0.403716
 [143]  dct:54.875000  a:54.875000  b:54.875000  c:43.390625   (3)    [39]:-0.019272, [48]:0.494523, [59]:0.746224
 [144]  dct:66.312500  a:69.843750  b:61.375000  c:66.125000   (2)    [39]:0.939888, [48]:-0.338074, [59]:0.395536
 [145]  dct:34.546875  a:30.046875  b:33.406250  c:32.015625   (1)    [39]:0.731130, [48]:-0.345408, [59]:0.853134
 [146]  dct:18.000000  a:18.000000  b:16.671875  c:19.406250   (2)    [39]:0.002082, [48]:-0.307663, [59]:0.366569
 [147]  dct:15.171875  a:15.171875  b:15.171875  c:15.171875   (0)    [39]:-0.154620, [48]:-0.115033, [59]:0.060241
 [148]  dct:19.578125  a:19.093750  b:17.859375  c:18.093750   (2)    [39]:-0.437336, [48]:-0.301827, [59]:0.329530
 [160]  dct:69.343750  a:66.078125  b:69.343750  c:56.015625   (3)    [39]:-0.477098, [48]:0.701516, [59]:-0.667140
 [167]  dct:8.281250  a:8.140625  b:8.281250  c:8.281250   (1)    [39]:0.267834, [48]:-0.043023, [59]:0.055423
 [172]  dct:14.375000  a:14.375000  b:13.421875  c:13.609375   (2)    [39]:0.112210, [48]:-0.271627, [59]:0.264545
 [180]  dct:23.921875  a:23.921875  b:23.218750  c:23.921875   (2)    [39]:0.143013, [48]:-0.136952, [59]:-0.066215
 [181]  dct:13.140625  a:13.156250  b:13.140625  c:13.140625   (0)    [39]:0.376965, [48]:-0.070958, [59]:0.061847
 [184]  dct:9.562500  a:9.562500  b:9.562500  c:8.812500   (3)    [39]:0.019966, [48]:-0.032120, [59]:0.241978
 [185]  dct:8.062500  a:8.062500  b:8.062500  c:8.062500   (0)    [39]:-0.071744, [48]:-0.013256, [59]:0.100545
 [188]  dct:6.203125  a:6.203125  b:6.203125  c:6.203125   (0)    [39]:-0.066927, [48]:0.018653, [59]:0.145939
 [192]  dct:81.968750  a:78.296875  b:81.968750  c:90.234375   (1)    [39]:-0.737955, [48]:0.472315, [59]:-0.484909
 [200]  dct:9.953125  a:9.531250  b:9.953125  c:9.953125   (1)    [39]:0.337692, [48]:0.445073, [59]:0.134501
 [202]  dct:7.656250  a:7.515625  b:7.656250  c:7.656250   (1)    [39]:0.256525, [48]:-0.001824, [59]:0.171037
 [205]  dct:10.312500  a:10.312500  b:10.312500  c:8.843750   (3)    [39]:0.129779, [48]:0.281316, [59]:-0.252767
 [206]  dct:17.296875  a:17.296875  b:15.000000  c:17.593750   (2)    [39]:-0.132708, [48]:-0.242387, [59]:0.203500
 [207]  dct:16.187500  a:16.187500  b:16.187500  c:16.187500   (0)    [39]:0.168094, [48]:0.091965, [59]:0.111943
 [224]  dct:56.906250  a:53.062500  b:56.906250  c:57.375000   (1)    [39]:-0.759408, [48]:0.641764, [59]:-0.603827
 [229]  dct:5.796875  a:5.796875  b:5.796875  c:5.796875   (0)    [39]:-0.068482, [48]:-0.093307, [59]:0.052532
 [232]  dct:5.500000  a:5.484375  b:5.500000  c:5.500000   (1)    [39]:0.279624, [48]:0.110648, [59]:0.070486
 [238]  dct:20.390625  a:20.390625  b:20.390625  c:20.390625   (0)    [39]:0.125760, [48]:0.237228, [59]:0.126420
 [239]  dct:12.187500  a:12.187500  b:12.187500  c:12.187500   (0)    [39]:0.190021, [48]:-0.041134, [59]:0.058247
 [243]  dct:6.609375  a:6.343750  b:6.609375  c:7.125000   (1)    [39]:-0.252875, [48]:-0.102379, [59]:-0.363331
 [248]  dct:14.125000  a:13.953125  b:14.125000  c:14.125000   (1)    [39]:0.239879, [48]:0.420370, [59]:-0.086985
 [249]  dct:7.000000  a:7.000000  b:6.796875  c:6.156250   (3)    [39]:0.060884, [48]:-0.222509, [59]:-0.203126
 [254]  dct:2.500000  a:2.500000  b:2.500000  c:2.500000   (0)    [39]:0.048106, [48]:0.070398, [59]:-0.034560
 [255]  dct:3.000000  a:3.000000  b:3.000000  c:2.125000   (3)    [39]:0.019651, [48]:-0.030949, [59]:-0.163417
 [256]  dct:66.812500  a:64.500000  b:66.812500  c:66.343750   (1)    [39]:-0.563440, [48]:0.198726, [59]:-0.540348
 [257]  dct:266.718750  a:265.390625  b:266.765625  c:256.265625   (3)    [39]:2.362205, [48]:1.272726, [59]:-1.226747
 [258]  dct:175.234375  a:171.000000  b:170.406250  c:170.328125   (3)    [39]:1.281684, [48]:-0.614391, [59]:1.854382
 [259]  dct:119.500000  a:119.515625  b:127.531250  c:117.609375   (3)    [39]:0.620049, [48]:-1.094078, [59]:0.478425
 [260]  dct:234.203125  a:234.203125  b:1609.906250  c:229.453125   (3)    [39]:0.111197, [48]:-9.419903, [59]:0.429632
 [269]  dct:9.171875  a:9.171875  b:9.171875  c:9.171875   (0)    [39]:0.163477, [48]:0.068450, [59]:0.042282
 [277]  dct:10.078125  a:10.078125  b:10.078125  c:9.656250   (3)    [39]:-0.000553, [48]:0.020806, [59]:-0.198205
 [281]  dct:8.515625  a:8.515625  b:8.515625  c:8.515625   (0)    [39]:-0.156160, [48]:0.092830, [59]:0.109783
 [282]  dct:6.812500  a:6.812500  b:6.812500  c:6.812500   (0)    [39]:-0.093808, [48]:0.103538, [59]:0.057268
 [288]  dct:62.046875  a:61.640625  b:62.046875  c:71.328125   (1)    [39]:-0.561113, [48]:0.326699, [59]:-0.612623
 [290]  dct:253.000000  a:248.703125  b:272.312500  c:286.093750   (1)    [39]:0.864324, [48]:-1.644395, [59]:-1.908383
 [293]  dct:209.875000  a:209.875000  b:1797.765625  c:208.765625   (3)    [39]:-0.037125, [48]:-10.222674, [59]:-0.292237
 [294]  dct:114.562500  a:107.390625  b:114.562500  c:110.281250   (1)    [39]:-1.119481, [48]:0.005601, [59]:-0.268851
 [295]  dct:9.875000  a:9.875000  b:9.875000  c:9.875000   (0)    [39]:0.082809, [48]:0.300751, [59]:-0.084996
 [300]  dct:18.015625  a:18.140625  b:18.015625  c:17.953125   (3)    [39]:-0.259455, [48]:-0.078228, [59]:0.536971
 [305]  dct:8.906250  a:8.906250  b:8.906250  c:8.906250   (0)    [39]:0.210627, [48]:0.129088, [59]:-0.080163
 [307]  dct:7.828125  a:7.828125  b:7.718750  c:7.625000   (3)    [39]:-0.121389, [48]:-0.269668, [59]:-0.151091
 [310]  dct:20.796875  a:20.796875  b:18.390625  c:20.484375   (2)    [39]:0.104449, [48]:-0.170649, [59]:0.207916
 [312]  dct:13.375000  a:13.375000  b:13.375000  c:11.015625   (3)    [39]:0.086171, [48]:0.260202, [59]:-0.183841
 [317]  dct:3.671875  a:3.671875  b:3.671875  c:2.859375   (3)    [39]:-0.051574, [48]:0.003938, [59]:0.288287
 [320]  dct:76.593750  a:74.015625  b:76.593750  c:62.421875   (3)    [39]:-0.310982, [48]:0.731831, [59]:-0.708260
 [322]  dct:187.265625  a:181.718750  b:187.171875  c:187.703125   (1)    [39]:0.687363, [48]:3.229602, [59]:0.506998
 [323]  dct:26.468750  a:26.234375  b:23.468750  c:26.687500   (2)    [39]:-0.252074, [48]:-0.259859, [59]:-0.204775
 [326]  dct:231.484375  a:231.484375  b:1955.875000  c:237.328125   (0)    [39]:0.092337, [48]:-10.608924, [59]:-0.589754
 [327]  dct:105.671875  a:96.734375  b:105.671875  c:99.125000   (1)    [39]:-1.539134, [48]:0.453038, [59]:-0.429673
 [336]  dct:19.343750  a:19.343750  b:15.312500  c:19.343750   (2)    [39]:-0.032375, [48]:-0.281177, [59]:0.016724
 [348]  dct:5.609375  a:5.437500  b:5.609375  c:2.984375   (3)    [39]:0.240365, [48]:-0.097915, [59]:-0.282077
 [350]  dct:2.406250  a:2.406250  b:2.406250  c:2.406250   (0)    [39]:0.083218, [48]:0.056178, [59]:0.064473
 [352]  dct:79.765625  a:76.859375  b:79.765625  c:77.703125   (1)    [39]:-0.487792, [48]:0.682942, [59]:-0.812432
 [355]  dct:248.781250  a:248.781250  b:247.937500  c:245.562500   (3)    [39]:0.060775, [48]:-0.385975, [59]:-0.345708
 [356]  dct:240.234375  a:244.546875  b:249.937500  c:246.328125   (0)    [39]:2.052554, [48]:-1.084460, [59]:0.879634
 [357]  dct:299.765625  a:312.046875  b:299.765625  c:300.859375   (0)    [39]:1.389296, [48]:0.082320, [59]:-0.312047
 [358]  dct:378.312500  a:369.812500  b:378.312500  c:410.750000   (1)    [39]:1.753868, [48]:-0.016054, [59]:1.536885
 [359]  dct:323.109375  a:317.609375  b:624.703125  c:320.640625   (1)    [39]:-0.521452, [48]:-4.981422, [59]:-0.241352
 [360]  dct:6.515625  a:6.515625  b:6.515625  c:6.515625   (0)    [39]:0.042966, [48]:0.192700, [59]:0.061926
 [370]  dct:11.375000  a:11.265625  b:11.375000  c:11.375000   (1)    [39]:-0.236042, [48]:0.064748, [59]:0.059798
 [378]  dct:1.453125  a:1.453125  b:1.453125  c:1.453125   (0)    [39]:-0.011742, [48]:-0.006904, [59]:-0.032358
 [384]  dct:219.078125  a:212.890625  b:219.078125  c:217.437500   (1)    [39]:-0.705078, [48]:0.831908, [59]:-0.522778
 [387]  dct:239.390625  a:238.031250  b:237.921875  c:239.390625   (2)    [39]:0.358209, [48]:3.045880, [59]:-0.066421
 [388]  dct:237.343750  a:240.421875  b:234.921875  c:238.343750   (2)    [39]:0.481552, [48]:-0.841868, [59]:-0.346821
 [389]  dct:377.281250  a:377.281250  b:378.468750  c:375.640625   (3)    [39]:0.209903, [48]:-0.142533, [59]:0.657671
 [390]  dct:646.421875  a:655.125000  b:646.734375  c:647.046875   (0)    [39]:-0.851336, [48]:1.552529, [59]:0.234362
 [391]  dct:411.562500  a:413.203125  b:831.062500  c:449.250000   (0)    [39]:-0.478747, [48]:-5.574410, [59]:3.114961
 [392]  dct:65.546875  a:94.250000  b:167.234375  c:81.984375   (0)    [39]:-3.110229, [48]:-3.109249, [59]:2.038236
 [393]  dct:112.625000  a:113.781250  b:112.625000  c:109.328125   (3)    [39]:-3.346318, [48]:-0.106359, [59]:0.656165
 [394]  dct:9.578125  a:9.578125  b:9.578125  c:9.578125   (0)    [39]:-0.148042, [48]:0.215193, [59]:0.017974
 [395]  dct:11.890625  a:11.890625  b:11.890625  c:10.890625   (3)    [39]:0.027997, [48]:0.336917, [59]:-0.135406
 [397]  dct:8.578125  a:7.406250  b:8.578125  c:8.578125   (1)    [39]:0.681107, [48]:0.126400, [59]:0.117448
 [398]  dct:8.312500  a:8.015625  b:8.312500  c:8.312500   (1)    [39]:0.386153, [48]:0.071088, [59]:0.028613
 [404]  dct:103.218750  a:103.203125  b:102.687500  c:99.875000   (3)    [39]:0.231931, [48]:-0.263328, [59]:0.661343
 [405]  dct:172.343750  a:152.484375  b:172.343750  c:172.703125   (1)    [39]:-2.878856, [48]:-0.115382, [59]:0.936207
 [406]  dct:48.546875  a:45.796875  b:49.671875  c:49.281250   (1)    [39]:1.626516, [48]:-0.746935, [59]:-0.229685
 [407]  dct:246.546875  a:238.156250  b:246.546875  c:268.203125   (1)    [39]:2.956644, [48]:-0.007357, [59]:-1.229794
 [408]  dct:166.390625  a:157.890625  b:160.484375  c:163.296875   (1)    [39]:-0.811648, [48]:-0.319138, [59]:0.352965
 [409]  dct:69.609375  a:65.468750  b:77.859375  c:68.218750   (1)    [39]:-0.982700, [48]:-1.087942, [59]:1.551865
 [410]  dct:33.468750  a:29.828125  b:33.468750  c:33.468750   (1)    [39]:-0.833696, [48]:0.140149, [59]:0.097757
 [411]  dct:16.484375  a:16.484375  b:16.484375  c:15.203125   (3)    [39]:-0.061397, [48]:0.026677, [59]:0.589222
 [413]  dct:20.921875  a:20.921875  b:20.921875  c:16.828125   (3)    [39]:-0.060585, [48]:-0.008411, [59]:0.356520
 [414]  dct:25.968750  a:25.093750  b:22.781250  c:20.718750   (3)    [39]:-0.400172, [48]:-0.212381, [59]:0.721123
 [415]  dct:17.890625  a:18.984375  b:16.593750  c:14.500000   (3)    [39]:-0.340789, [48]:-0.284672, [59]:1.018123
 [416]  dct:132.343750  a:132.343750  b:163.390625  c:132.906250   (0)    [39]:-0.170234, [48]:-1.354537, [59]:-0.135576
 [419]  dct:258.234375  a:237.625000  b:257.734375  c:252.390625   (1)    [39]:1.923735, [48]:1.559077, [59]:-1.734874
 [420]  dct:216.468750  a:207.187500  b:216.468750  c:235.359375   (1)    [39]:4.752694, [48]:0.763063, [59]:-1.665771
 [421]  dct:422.203125  a:416.281250  b:422.203125  c:421.953125   (1)    [39]:-0.802577, [48]:0.930329, [59]:-0.264322
 [422]  dct:295.734375  a:302.875000  b:295.734375  c:320.015625   (0)    [39]:2.859475, [48]:0.086720, [59]:-1.189896
 [423]  dct:170.343750  a:205.765625  b:170.343750  c:170.937500   (0)    [39]:5.001201, [48]:1.005048, [59]:-0.938359
 [424]  dct:94.656250  a:93.593750  b:94.656250  c:143.312500   (1)    [39]:6.182775, [48]:1.099202, [59]:-2.585355
 [425]  dct:153.796875  a:207.640625  b:153.796875  c:253.078125   (0)    [39]:7.157044, [48]:1.088460, [59]:-2.669690
 [426]  dct:166.296875  a:192.765625  b:163.765625  c:165.984375   (2)    [39]:5.310721, [48]:-0.631365, [59]:0.287665
 [427]  dct:276.984375  a:387.843750  b:276.984375  c:273.062500   (3)    [39]:8.411040, [48]:0.091892, [59]:0.500377
 [428]  dct:343.859375  a:328.906250  b:343.843750  c:339.312500   (1)    [39]:3.541852, [48]:1.384535, [59]:-0.847425
 [429]  dct:203.718750  a:243.281250  b:203.718750  c:242.062500   (0)    [39]:4.190790, [48]:0.614743, [59]:-1.191307
 [430]  dct:116.171875  a:126.921875  b:130.546875  c:116.171875   (0)    [39]:3.324139, [48]:-1.522257, [59]:0.146576
 [431]  dct:284.218750  a:281.656250  b:308.109375  c:281.296875   (3)    [39]:0.876244, [48]:-1.449059, [59]:0.612394
 [432]  dct:237.171875  a:226.968750  b:230.281250  c:234.656250   (1)    [39]:1.655875, [48]:-0.712718, [59]:1.026847
 [433]  dct:94.859375  a:94.859375  b:114.640625  c:182.093750   (0)    [39]:0.145785, [48]:-1.130015, [59]:3.739647
 [434]  dct:196.906250  a:206.046875  b:196.453125  c:415.484375   (2)    [39]:3.645017, [48]:1.321695, [59]:6.401797
 [435]  dct:177.515625  a:175.078125  b:173.359375  c:177.515625   (2)    [39]:0.885185, [48]:-0.463464, [59]:0.074884
 [436]  dct:185.890625  a:176.390625  b:187.671875  c:194.390625   (1)    [39]:-1.107519, [48]:-0.295516, [59]:-0.726167
 [437]  dct:291.296875  a:295.890625  b:282.421875  c:292.328125   (2)    [39]:-1.091073, [48]:4.706434, [59]:1.632838
 [438]  dct:342.687500  a:342.734375  b:340.500000  c:379.406250   (2)    [39]:1.463873, [48]:-1.129945, [59]:2.910730
 [439]  dct:363.671875  a:366.640625  b:362.156250  c:383.468750   (2)    [39]:-2.691165, [48]:1.827340, [59]:3.640746
 [440]  dct:458.859375  a:458.234375  b:458.859375  c:484.421875   (1)    [39]:-0.788853, [48]:1.037654, [59]:3.056213
 [441]  dct:155.968750  a:142.062500  b:155.890625  c:155.968750   (1)    [39]:-1.149315, [48]:-0.393124, [59]:-0.074671
 [442]  dct:28.656250  a:28.171875  b:28.656250  c:28.656250   (1)    [39]:-0.371446, [48]:0.004599, [59]:-0.077766
 [444]  dct:31.187500  a:30.765625  b:18.421875  c:30.609375   (2)    [39]:0.529423, [48]:-0.886239, [59]:0.221502
 [445]  dct:16.578125  a:15.546875  b:16.328125  c:16.578125   (1)    [39]:-0.271345, [48]:-0.169743, [59]:0.373289
 [446]  dct:13.218750  a:13.218750  b:13.218750  c:11.828125   (3)    [39]:-0.160867, [48]:-0.099201, [59]:0.343089
 [448]  dct:265.062500  a:258.484375  b:265.062500  c:262.718750   (1)    [39]:-1.205970, [48]:0.447980, [59]:0.778011
