



,,[60]




,[78], 12,17






,[79], 12,17






,[80], 11,17






,[81], 99,99






,[82], 99,99






,[83], 99,99






,[84], 99,99






,[85], 99,99






,[86], 8,10






,[87], 4,10






,[88], 5,10






,[89], 12,12






,[90], 99,99






,[91], 12,16






,[92], 99,99






,[93], 10,17






,[94], 7,16






,[95], 12,15






,[96], 10,22






,[97], 11,15






,[98], 11,19






,[99], 11,16






,[100], 7,15






,[101], 99,99






,[102], 8,18






,[103], 5,13






,[104], 6,12






,[105], 15,17






,[106], 99,99






,[107], 13,17






,[108], 99,99






,[109], 12,13






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 10,12






,[114], 99,99






,[115], 99,99






,[116], 22,23






,[117], 99,99






,[118], 11,19






,[119], 99,99






,[120], 7,7






,[121], 6,13






,[122], 99,99






,[123], 12,17






,[124], 9,17






,[125], 99,99






,[126], 9,17






,[127], 14,20






,[128], 5,18






,[129], 6,20






,[130], 5,17






,[131], 8,12






,[132], 14,20






,[133], 7,14






,[134], 9,17






,[135], 5,11






,[136], 14,14






,[137], 8,18






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 8,16






,[142], 99,99






,[143], 12,12






,[144], 99,99






,[145], 11,15






,[146], 15,25






,[147], 13,13






,[148], 99,99






,[149], 10,20






,[150], 7,17






,[151], 7,10






,[152], 6,15






,[153], 5,15






,[154], 8,12






,[155], 7,15






,[156], 6,14






,[157], 99,99






,[158], 9,19






,[159], 12,18






,[160], 8,22






,[161], 4,13






,[162], 6,18






,[163], 99,99






,[164], 15,16






,[165], 8,17






,[166], 5,17






,[167], 7,14






,[168], 11,12






,[169], 10,19






,[170], 99,99






,[171], 99,99






,[172], 9,20






,[173], 12,21






,[174], 99,99






,[175], 17,21






,[176], 8,13






,[177], 12,17






,[178], 14,19






,[179], 4,17






,[180], 8,18






,[181], 99,99






,[182], 11,14






,[183], 8,15






,[184], 6,17






,[185], 9,14






,[186], 14,17






,[187], 99,99






,[188], 12,13






,[189], 10,17






,[190], 7,17






,[191], 9,14






,[192], 12,23






,[193], 13,18






,[194], 9,15






,[195], 9,12






,[196], 99,99






,[197], 7,15






,[198], 9,13






,[199], 99,99






,[200], 4,12






,[201], 99,99






,[202], 11,17






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 13,16






,[207], 99,99






,[208], 8,11






,[209], 99,99






,[210], 15,17






,[211], 99,99






,[212], 99,99






,[213], 99,99






,[214], 12,13






,[215], 7,12






,[216], 10,19






,[217], 8,16






,[218], 10,13






,[219], 7,13






,[220], 9,13






,[221], 8,16






,[222], 99,99






,[223], 10,15






,[224], 7,18






,[225], 7,17






,[226], 12,18






,[227], 10,18






,[228], 13,17






,[229], 8,19






,[230], 5,18






,[231], 8,12






,[232], 9,15






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 99,99






,[246], 10,13






,[247], 7,16






,[248], 9,18






,[249], 5,13






,[250], 7,14






,[251], 99,99






,[252], 99,99






,[253], 8,14






,[254], 13,18






,[255], 15,21






,[256], 9,15






,[257], 8,14






,[258], 10,17






,[259], 14,20






,[260], 12,17






,[261], 12,14






,[262], 11,19






,[263], 12,15






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 2,4






,[269], 99,99






,[270], 99,99






,[271], 99,99






,[272], 99,99






,[273], 99,99






,[274], 99,99






,[275], 99,99






,[276], 99,99






,[277], 99,99






,[278], 99,99






,[279], 5,12






,[280], 13,14






,[281], 17,17






,[282], 11,12






,[283], 6,10






,[284], 6,10






,[285], 10,15






,[286], 9,17






,[287], 14,14






,[288], 7,17






,[289], 7,13






,[290], 10,15






,[291], 8,13






,[292], 11,13






,[293], 99,99






,[294], 14,14






,[295], 9,11






,[296], 99,99






,[297], 99,99






,[298], 9,10






,[299], 0,1






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 99,99






,[304], 99,99






,[305], 99,99






,[306], 99,99






,[307], 99,99






,[308], 99,99






,[309], 99,99






,[310], 99,99






,[311], 99,99






,[312], 10,15






,[313], 7,15






,[314], 9,15






,[315], 4,10






,[316], 10,17






,[317], 99,99






,[318], 12,16






,[319], 11,20






,[320], 99,99






,[321], 12,17






,[322], 15,18






,[323], 8,15






,[324], 10,17






,[325], 12,17






,[326], 8,17






,[327], 10,17






,[328], 12,14






,[329], 99,99






,[330], 99,99






,[331], 99,99






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 2,4






,[337], 99,99






,[338], 99,99






,[339], 99,99






,[340], 99,99






,[341], 99,99






,[342], 1,2






,[343], 10,11






,[344], 99,99






,[345], 7,13






,[346], 6,12






,[347], 7,9






,[348], 7,13






,[349], 6,14






,[350], 7,15






,[351], 99,99






,[352], 11,15






,[353], 11,18






,[354], 15,18






,[355], 12,21






,[356], 10,10






,[357], 10,15






,[358], 99,99






,[359], 12,14






,[360], 99,99






,[361], 99,99






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 99,99






,[372], 99,99






,[373], 99,99






,[374], 99,99






,[375], 99,99






,[376], 8,14






,[377], 9,14






,[378], 8,10






,[379], 10,12






,[380], 6,11






,[381], 13,16






,[382], 9,17






,[383], 15,18






,[384], 8,17






,[385], 13,16






,[386], 11,16






,[387], 9,15






,[388], 9,19






,[389], 9,15






,[390], 11,18






,[391], 99,99






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 99,99






,[396], 3,4






,[397], 99,99






,[398], 99,99






,[399], 99,99






,[400], 99,99






,[401], 99,99






,[402], 99,99






,[403], 99,99






,[404], 99,99






,[405], 99,99






,[406], 99,99






,[407], 99,99






,[408], 13,15






,[409], 12,15






,[410], 10,14






,[411], 7,16






,[412], 15,18






,[413], 99,99






,[414], 10,14






,[415], 9,12






,[416], 10,11






,[417], 7,14






,[418], 12,20






,[419], 12,21






,[420], 8,18






,[421], 8,15






,[422], 8,17






,[423], 15,16






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 99,99






,[434], 99,99






,[435], 99,99






,[436], 2,3






,[437], 99,99






,[438], 99,99






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 8,14






,[443], 7,10






,[444], 99,99






,[445], 11,11






,[446], 6,12






,[447], 99,99






,[448], 12,16






,[449], 17,18






,[450], 10,16






,[451], 99,99






,[452], 8,15






,[453], 9,14






,[454], 10,12






,[455], 99,99






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 0,0






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 99,99






,[467], 99,99






,[468], 99,99






,[469], 99,99






,[470], 5,5






,[471], 99,99






,[472], 9,13






,[473], 10,14






,[474], 99,99






,[475], 8,13






,[476], 7,15






,[477], 8,11






,[478], 9,12






,[479], 99,99






,[480], 99,99






,[481], 99,99






,[482], 10,11






,[483], 9,14






,[484], 6,12






,[485], 7,13






,[486], 99,99






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 1,1






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 9,9






,[502], 6,7






,[503], 99,99






,[504], 9,11






,[505], 8,15






,[506], 7,10






,[507], 7,16






,[508], 9,10






,[509], 9,15






,[510], 99,99






,[511], 5,10






,[512], 99,99






,[513], 6,8






,[514], 11,12






,[515], 11,11






,[516], 9,16






,[517], 99,99






,[518], 10,13






,[519], 10,10






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 99,99






,[525], 99,99






,[526], 3,3






,[527], 8,14






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 99,99






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 99,99






,[538], 13,15






,[539], 7,14






,[540], 9,12






,[541], 6,8






,[542], 7,8






,[543], 7,9






,[544], 7,8






,[545], 6,9






,[546], 99,99






,[547], 99,99






,[548], 14,18






,[549], 4,9






,[550], 11,13






,[551], 99,99






,[552], 10,14






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 9,14






,[568], 99,99






,[569], 99,99






,[570], 11,16






,[571], 11,15






,[572], 10,12






,[573], 99,99






,[574], 4,7






,[575], 2,5






,[576], 8,9






,[577], 99,99






,[578], 14,16






,[579], 13,15






,[580], 99,99






,[581], 99,99






,[582], 8,13






,[583], 99,99






,[584], 12,21






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 7,12






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 9,11






,[602], 6,18






,[603], 12,14






,[604], 8,10






,[605], 9,9






,[606], 6,9






,[607], 3,4






,[608], 5,5






,[609], 3,7






,[610], 10,11






,[611], 4,7






,[612], 14,16






,[613], 10,20






,[614], 99,99






,[615], 16,20






,[616], 99,99






,[617], 99,99






,[618], 13,17






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 99,99






,[623], 4,5






,[624], 2,4






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 99,99






,[631], 10,18






,[632], 9,13






,[633], 99,99






,[634], 10,13






,[635], 8,13






,[636], 99,99






,[637], 99,99






,[638], 6,9






,[639], 3,5






,[640], 4,5






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 10,17






,[645], 9,9






,[646], 99,99






,[647], 15,15






,[648], 11,16






,[649], 99,99






,[650], 10,17






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 0,2






,[655], 99,99






,[656], 6,7






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 11,16






,[662], 13,16






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 10,13






,[667], 99,99






,[668], 9,11






,[669], 99,99






,[670], 99,99






,[671], 99,99






,[672], 5,6






,[673], 99,99






,[674], 99,99






,[675], 14,15






,[676], 99,99






,[677], 11,15






,[678], 10,16






,[679], 7,15






,[680], 13,16






,[681], 13,16






,[682], 8,13






,[683], 99,99






,[684], 99,99






,[685], 1,2






,[686], 99,99






,[687], 2,4






,[688], 1,2






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 7,18






,[696], 7,11






,[697], 12,13






,[698], 99,99






,[699], 6,8






,[700], 9,13






,[701], 6,9






,[702], 6,6






,[703], 99,99






,[704], 99,99






,[705], 99,99






,[706], 99,99






,[707], 99,99






,[708], 12,19






,[709], 11,11






,[710], 6,14






,[711], 13,17






,[712], 99,99






,[713], 7,10






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 3,5






,[719], 99,99






,[720], 1,1






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 9,9






,[726], 7,11






,[727], 9,10






,[728], 11,17






,[729], 99,99






,[730], 13,16






,[731], 6,17






,[732], 99,99






,[733], 1,2






,[734], 99,99






,[735], 7,7






,[736], 4,5






,[737], 99,99






,[738], 99,99






,[739], 99,99






,[740], 7,10






,[741], 10,16






,[742], 10,14






,[743], 13,15






,[744], 15,16






,[745], 9,9






,[746], 1,1






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 8,13






,[758], 11,11






,[759], 8,17






,[760], 12,17






,[761], 8,12






,[762], 99,99






,[763], 8,11






,[764], 12,14






,[765], 11,14






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 99,99






,[770], 9,10






,[771], 99,99






,[772], 20,23






,[773], 10,16






,[774], 10,14






,[775], 7,14






,[776], 9,18






,[777], 7,18






,[778], 99,99






,[779], 5,8






,[780], 4,8






,[781], 99,99






,[782], 99,99






,[783], 8,8






,[784], 99,99






,[785], 5,6






,[786], 99,99






,[787], 1,2






,[788], 99,99






,[789], 9,17






,[790], 9,20






,[791], 13,18






,[792], 13,20






,[793], 7,12






,[794], 4,9






,[795], 99,99






,[796], 11,14






,[797], 7,9






,[798], 99,99






,[799], 99,99






,[800], 7,7






,[801], 4,5






,[802], 99,99






,[803], 99,99






,[804], 99,99






,[805], 12,16






,[806], 8,12






,[807], 8,11






,[808], 6,21






,[809], 12,21






,[810], 99,99






,[811], 2,2






,[812], 99,99






,[813], 99,99






,[814], 99,99






,[815], 8,9






,[816], 4,5






,[817], 1,2






,[818], 3,4






,[819], 1,1






,[820], 5,20






,[821], 7,18






,[822], 9,21






,[823], 8,19






,[824], 12,20






,[825], 9,15






,[826], 3,6






,[827], 7,9






,[828], 99,99






,[829], 99,99






,[830], 6,7






,[831], 99,99






,[832], 2,3






,[833], 4,4






,[834], 99,99






,[835], 99,99






,[836], 8,8






,[837], 8,16






,[838], 8,15






,[839], 15,16






,[840], 7,20






,[841], 5,17






,[842], 8,14






,[843], 99,99






,[844], 4,6






,[845], 99,99






,[846], 99,99






,[847], 2,6






,[848], 99,99






,[849], 99,99






,[850], 3,5






,[851], 4,13






,[852], 6,24






,[853], 9,19






,[854], 11,16






,[855], 6,17






,[856], 12,15






,[857], 8,9






,[858], 99,99






,[859], 99,99






,[860], 99,99






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 6,6






,[866], 1,2






,[867], 99,99






,[868], 99,99






,[869], 99,99






,[870], 9,15






,[871], 11,12






,[872], 13,20






,[873], 9,20






,[874], 7,12






,[875], 11,16






,[876], 99,99






,[877], 7,11






,[878], 13,14






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 99,99






,[883], 9,19






,[884], 7,13






,[885], 7,17






,[886], 6,16






,[887], 8,20






,[888], 99,99






,[889], 7,12






,[890], 99,99






,[891], 10,14






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 4,4






,[896], 7,7






,[897], 3,5






,[898], 4,10






,[899], 99,99






,[900], 12,13






,[901], 11,12






,[902], 6,16






,[903], 99,99






,[904], 10,15






,[905], 8,16






,[906], 9,17






,[907], 15,16






,[908], 99,99






,[909], 99,99






,[910], 99,99






,[911], 99,99






,[912], 99,99






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 5,15






,[917], 7,21






,[918], 99,99






,[919], 9,15






,[920], 99,99






,[921], 12,13






,[922], 99,99






,[923], 9,9






,[924], 2,4






,[925], 3,3






,[926], 99,99






,[927], 99,99






,[928], 7,8






,[929], 99,99






,[930], 99,99






,[931], 99,99






