



,,[50]
,[182], 0,0






,[183], 99,99






,[184], 99,99






,[185], 99,99






,[186], 99,99






,[187], 99,99






,[188], 99,99






,[189], 99,99






,[190], 0,0






,[191], 0,0






,[192], 99,99






,[193], 0,1






,[194], 0,0






,[195], 0,0






,[196], 0,1






,[197], 1,1






,[198], 1,1






,[199], 0,0






,[200], 0,0






,[201], 1,1






,[202], 99,99






,[203], 2,2






,[204], 2,2






,[205], 99,99






,[206], 99,99






,[207], 1,1






,[208], 1,2






,[209], 99,99






,[210], 99,99






,[211], 99,99






,[212], 99,99






,[213], 1,1






,[214], 0,0






,[215], 99,99






,[216], 0,0






,[217], 0,0






,[218], 0,0






,[219], 0,0






,[220], 0,0






,[221], 1,1






,[222], 99,99






,[223], 0,1






,[224], 99,99






,[225], 99,99






,[226], 99,99






,[227], 0,1






,[228], 2,3






,[229], 0,0






,[230], 1,2






,[231], 99,99






,[232], 0,0






,[233], 1,2






,[234], 0,0






,[235], 99,99






,[236], 0,0






,[237], 1,1






,[238], 99,99






,[239], 99,99






,[240], 1,1






,[241], 99,99






,[242], 99,99






,[243], 1,1






,[244], 99,99






,[245], 1,1






,[246], 99,99






,[247], 99,99






,[248], 99,99






,[249], 99,99






,[250], 1,1






,[251], 0,1






,[252], 99,99






,[253], 0,0






,[254], 0,0






,[255], 0,0






,[256], 99,99






,[257], 99,99






,[258], 11,12






,[259], 99,99






,[260], 8,16






,[261], 1,8






,[262], 99,99






,[263], 1,2






,[264], 99,99






,[265], 99,99






,[266], 1,2






,[267], 99,99






,[268], 99,99






,[269], 1,1






,[270], 0,0






,[271], 99,99






,[272], 0,1






,[273], 1,2






,[274], 0,0






,[275], 0,0






,[276], 1,1






,[277], 0,1






,[278], 99,99






,[279], 1,1






,[280], 99,99






,[281], 0,1






,[282], 0,0






,[283], 0,0






,[284], 0,0






,[285], 0,0






,[286], 0,0






,[287], 0,0






,[288], 99,99






,[289], 0,0






,[290], 99,99






,[291], 2,2






,[292], 1,1






,[293], 9,13






,[294], 1,8






,[295], 99,99






,[296], 99,99






,[297], 0,0






,[298], 0,1






,[299], 1,1






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 0,0






,[304], 0,0






,[305], 0,0






,[306], 0,0






,[307], 1,1






,[308], 1,1






,[309], 99,99






,[310], 99,99






,[311], 99,99






,[312], 99,99






,[313], 99,99






,[314], 0,0






,[315], 0,0






,[316], 0,0






,[317], 0,0






,[318], 0,0






,[319], 0,0






,[320], 99,99






,[321], 99,99






,[322], 99,99






,[323], 99,99






,[324], 0,0






,[325], 0,0






,[326], 10,14






,[327], 2,9






,[328], 99,99






,[329], 1,1






,[330], 0,0






,[331], 0,0






,[332], 1,2






,[333], 0,0






,[334], 0,0






,[335], 2,2






,[336], 99,99






,[337], 99,99






,[338], 99,99






,[339], 0,0






,[340], 0,0






,[341], 0,1






,[342], 99,99






,[343], 99,99






,[344], 0,1






,[345], 1,1






,[346], 99,99






,[347], 1,1






,[348], 0,1






,[349], 99,99






,[350], 0,0






,[351], 0,0






,[352], 99,99






,[353], 0,0






,[354], 0,0






,[355], 99,99






,[356], 99,99






,[357], 99,99






,[358], 8,17






,[359], 99,99






,[360], 0,0






,[361], 0,0






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 1,1






,[368], 0,0






,[369], 1,2






,[370], 99,99






,[371], 0,0






,[372], 0,0






,[373], 99,99






,[374], 99,99






,[375], 0,0






,[376], 5,8






,[377], 0,0






,[378], 0,0






,[379], 0,0






,[380], 0,0






,[381], 0,1






,[382], 0,1






,[383], 0,0






,[384], 99,99






,[385], 0,0






,[386], 99,99






,[387], 99,99






,[388], 8,16






,[389], 10,16






,[390], 6,20






,[391], 7,19






,[392], 99,99






,[393], 99,99






,[394], 0,1






,[395], 0,0






,[396], 99,99






,[397], 99,99






,[398], 0,0






,[399], 0,1






,[400], 0,0






,[401], 2,2






,[402], 0,0






,[403], 99,99






,[404], 99,99






,[405], 99,99






,[406], 99,99






,[407], 99,99






,[408], 99,99






,[409], 99,99






,[410], 99,99






,[411], 99,99






,[412], 0,0






,[413], 99,99






,[414], 99,99






,[415], 99,99






,[416], 99,99






,[417], 0,1






,[418], 0,2






,[419], 15,17






,[420], 99,99






,[421], 3,17






,[422], 9,14






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 99,99






,[434], 99,99






,[435], 99,99






,[436], 99,99






,[437], 99,99






,[438], 7,17






,[439], 17,17






,[440], 99,99






,[441], 10,12






,[442], 99,99






,[443], 99,99






,[444], 99,99






,[445], 99,99






,[446], 99,99






,[447], 99,99






,[448], 99,99






,[449], 99,99






,[450], 99,99






,[451], 99,99






,[452], 99,99






,[453], 99,99






,[454], 1,1






,[455], 99,99






,[456], 15,21






,[457], 5,20






,[458], 12,12






,[459], 1,1






,[460], 1,2






,[461], 0,0






,[462], 8,11






,[463], 2,17






,[464], 7,16






,[465], 99,99






,[466], 99,99






,[467], 99,99






,[468], 5,14






,[469], 9,15






,[470], 99,99






,[471], 99,99






,[472], 99,99






,[473], 99,99






,[474], 99,99






,[475], 99,99






,[476], 99,99






,[477], 99,99






,[478], 99,99






,[479], 99,99






,[480], 99,99






,[481], 10,13






,[482], 99,99






,[483], 15,16






,[484], 99,99






,[485], 12,18






,[486], 99,99






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 99,99






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 5,13






,[507], 99,99






,[508], 99,99






,[509], 99,99






,[510], 99,99






,[511], 99,99






,[512], 99,99






,[513], 99,99






,[514], 8,12






,[515], 12,19






,[516], 0,0






,[517], 0,0






,[518], 99,99






,[519], 99,99






,[520], 99,99






,[521], 99,99






,[522], 3,5






,[523], 99,99






,[524], 13,15






,[525], 7,8






,[526], 99,99






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 9,10






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 0,0






,[538], 1,1






,[539], 0,0






,[540], 0,0






,[541], 0,0






,[542], 0,0






,[543], 0,0






,[544], 7,16






,[545], 12,18






,[546], 99,99






,[547], 13,14






,[548], 99,99






,[549], 9,18






,[550], 5,18






,[551], 11,20






,[552], 99,99






,[553], 1,2






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 11,15






,[566], 99,99






,[567], 99,99






,[568], 2,2






,[569], 0,0






,[570], 99,99






,[571], 0,0






,[572], 0,0






,[573], 0,0






,[574], 0,0






,[575], 0,0






,[576], 13,14






,[577], 99,99






,[578], 99,99






,[579], 6,18






,[580], 99,99






,[581], 99,99






,[582], 8,16






,[583], 12,12






,[584], 99,99






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 9,14






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 12,17






,[593], 99,99






,[594], 9,12






,[595], 13,14






,[596], 99,99






,[597], 99,99






,[598], 0,0






,[599], 0,0






,[600], 0,0






,[601], 99,99






,[602], 1,1






,[603], 0,0






,[604], 0,0






,[605], 0,0






,[606], 0,0






,[607], 0,0






,[608], 99,99






,[609], 99,99






,[610], 99,99






,[611], 12,13






,[612], 5,7






,[613], 99,99






,[614], 99,99






,[615], 12,15






,[616], 99,99






,[617], 99,99






,[618], 6,16






,[619], 6,17






,[620], 99,99






,[621], 99,99






,[622], 11,13






,[623], 99,99






,[624], 3,7






,[625], 99,99






,[626], 10,13






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 0,0






,[635], 0,0






,[636], 0,0






,[637], 0,0






,[638], 0,0






,[639], 0,0






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 99,99






,[645], 99,99






,[646], 14,14






,[647], 99,99






,[648], 99,99






,[649], 99,99






,[650], 5,12






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 99,99






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 11,18






,[660], 99,99






,[661], 13,14






,[662], 12,16






,[663], 99,99






,[664], 12,12






,[665], 99,99






,[666], 0,0






,[667], 0,0






,[668], 0,0






,[669], 0,0






,[670], 99,99






,[671], 99,99






,[672], 99,99






,[673], 99,99






,[674], 13,14






,[675], 99,99






,[676], 99,99






,[677], 9,12






,[678], 99,99






,[679], 99,99






,[680], 12,13






,[681], 99,99






,[682], 99,99






,[683], 16,16






,[684], 99,99






,[685], 99,99






,[686], 9,11






,[687], 99,99






,[688], 99,99






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 14,14






,[693], 10,17






,[694], 99,99






,[695], 6,13






,[696], 12,12






,[697], 1,2






,[698], 1,1






,[699], 0,0






,[700], 0,0






,[701], 0,0






,[702], 1,1






,[703], 99,99






,[704], 99,99






,[705], 1,1






,[706], 99,99






,[707], 99,99






,[708], 99,99






,[709], 12,13






,[710], 99,99






,[711], 9,13






,[712], 99,99






,[713], 10,13






,[714], 99,99






,[715], 99,99






,[716], 11,15






,[717], 99,99






,[718], 99,99






,[719], 99,99






,[720], 99,99






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 10,14






,[726], 99,99






,[727], 99,99






,[728], 99,99






,[729], 4,6






,[730], 99,99






,[731], 0,0






,[732], 0,0






,[733], 99,99






,[734], 0,0






,[735], 0,0






,[736], 99,99






,[737], 0,0






,[738], 0,1






,[739], 0,0






,[740], 99,99






,[741], 6,12






,[742], 12,14






,[743], 5,10






,[744], 99,99






,[745], 99,99






,[746], 2,4






,[747], 5,9






,[748], 8,17






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 9,13






,[758], 99,99






,[759], 99,99






,[760], 99,99






,[761], 99,99






,[762], 99,99






,[763], 7,8






,[764], 0,0






,[765], 0,0






,[766], 0,0






,[767], 0,0






,[768], 99,99






,[769], 99,99






,[770], 0,0






,[771], 0,0






,[772], 1,1






,[773], 2,3






,[774], 2,4






,[775], 1,1






,[776], 99,99






,[777], 99,99






,[778], 99,99






,[779], 5,9






,[780], 99,99






,[781], 99,99






,[782], 99,99






,[783], 3,4






,[784], 8,13






,[785], 15,15






,[786], 99,99






,[787], 12,16






,[788], 6,9






,[789], 99,99






,[790], 99,99






,[791], 9,16






,[792], 9,17






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 1,2






,[797], 0,0






,[798], 0,0






,[799], 0,0






,[800], 99,99






,[801], 0,0






,[802], 0,0






,[803], 0,0






,[804], 0,0






,[805], 0,0






,[806], 1,3






,[807], 1,2






,[808], 1,2






,[809], 99,99






,[810], 8,11






,[811], 10,12






,[812], 8,14






,[813], 2,3






,[814], 99,99






,[815], 8,9






,[816], 99,99






,[817], 99,99






,[818], 8,15






,[819], 11,17






,[820], 99,99






,[821], 99,99






,[822], 8,13






,[823], 99,99






,[824], 99,99






,[825], 99,99






,[826], 99,99






,[827], 9,10






,[828], 99,99






,[829], 0,0






,[830], 0,0






,[831], 0,0






,[832], 99,99






,[833], 0,0






,[834], 0,0






,[835], 0,0






,[836], 0,0






,[837], 0,0






,[838], 99,99






,[839], 99,99






,[840], 1,2






,[841], 99,99






,[842], 6,8






,[843], 99,99






,[844], 99,99






,[845], 99,99






,[846], 7,10






,[847], 99,99






,[848], 13,15






,[849], 9,12






,[850], 99,99






,[851], 99,99






,[852], 99,99






,[853], 7,8






,[854], 15,16






,[855], 1,3






,[856], 99,99






,[857], 99,99






,[858], 11,11






,[859], 0,1






,[860], 99,99






,[861], 2,3






,[862], 0,0






,[863], 0,0






,[864], 99,99






,[865], 0,0






,[866], 0,0






,[867], 0,0






,[868], 0,0






,[869], 0,0






,[870], 0,0






,[871], 0,0






,[872], 0,0






,[873], 99,99






,[874], 99,99






,[875], 3,3






,[876], 99,99






,[877], 2,2






,[878], 7,7






,[879], 17,17






,[880], 8,14






,[881], 99,99






,[882], 99,99






,[883], 99,99






,[884], 99,99






,[885], 99,99






,[886], 99,99






,[887], 99,99






,[888], 99,99






,[889], 99,99






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 4,6






,[894], 0,0






,[895], 0,0






,[896], 99,99






,[897], 0,0






,[898], 0,0






,[899], 0,0






,[900], 0,0






,[901], 0,0






,[902], 0,0






,[903], 0,0






,[904], 0,1






,[905], 1,1






,[906], 0,0






,[907], 99,99






,[908], 0,0






,[909], 99,99






,[910], 6,16






,[911], 99,99






,[912], 6,12






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 99,99






,[917], 99,99






,[918], 7,7






,[919], 99,99






,[920], 3,5






,[921], 3,5






,[922], 99,99






,[923], 99,99






,[924], 99,99






,[925], 99,99






,[926], 2,4






,[927], 0,0






,[928], 99,99






,[929], 99,99






,[930], 0,0






,[931], 99,99






