



,,[50]






,[96], 9,9






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 99,99






,[101], 99,99






,[102], 2,2






,[103], 99,99






,[104], 99,99






,[105], 99,99






,[106], 99,99






,[107], 99,99






,[108], 0,0






,[109], 0,0






,[110], 1,1






,[111], 99,99






,[112], 99,99






,[113], 0,0






,[114], 1,1






,[115], 1,1






,[116], 1,1






,[117], 99,99






,[118], 99,99






,[119], 99,99






,[120], 0,0






,[121], 0,0






,[122], 0,0






,[123], 0,0






,[124], 99,99






,[125], 99,99






,[126], 99,99






,[127], 99,99






,[128], 99,99






,[129], 99,99






,[130], 99,99






,[131], 99,99






,[132], 99,99






,[133], 0,0






,[134], 0,0






,[135], 0,0






,[136], 1,1






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 0,0






,[141], 1,1






,[142], 4,4






,[143], 5,6






,[144], 99,99






,[145], 99,99






,[146], 99,99






,[147], 99,99






,[148], 99,99






,[149], 0,0






,[150], 0,0






,[151], 1,1






,[152], 99,99






,[153], 0,0






,[154], 1,1






,[155], 99,99






,[156], 99,99






,[157], 99,99






,[158], 99,99






,[159], 0,0






,[160], 99,99






,[161], 0,0






,[162], 0,0






,[163], 0,0






,[164], 0,0






,[165], 1,1






,[166], 1,1






,[167], 1,1






,[168], 2,2






,[169], 0,0






,[170], 99,99






,[171], 99,99






,[172], 99,99






,[173], 99,99






,[174], 0,0






,[175], 1,3






,[176], 99,99






,[177], 0,1






,[178], 2,3






,[179], 99,99






,[180], 1,3






,[181], 99,99






,[182], 0,0






,[183], 2,2






,[184], 99,99






,[185], 99,99






,[186], 99,99






,[187], 99,99






,[188], 99,99






,[189], 99,99






,[190], 0,0






,[191], 0,0






,[192], 99,99






,[193], 0,1






,[194], 0,0






,[195], 0,0






,[196], 0,1






,[197], 99,99






,[198], 1,1






,[199], 0,0






,[200], 0,0






,[201], 1,1






,[202], 99,99






,[203], 2,2






,[204], 2,2






,[205], 99,99






,[206], 99,99






,[207], 1,1






,[208], 2,2






,[209], 99,99






,[210], 1,1






,[211], 99,99






,[212], 99,99






,[213], 1,1






,[214], 0,0






,[215], 99,99






,[216], 0,0






,[217], 0,0






,[218], 0,0






,[219], 0,0






,[220], 0,0






,[221], 1,1






,[222], 99,99






,[223], 0,1






,[224], 99,99






,[225], 99,99






,[226], 2,2






,[227], 0,1






,[228], 1,3






,[229], 0,0






,[230], 1,2






,[231], 99,99






,[232], 0,0






,[233], 1,2






,[234], 0,0






,[235], 99,99






,[236], 0,0






,[237], 1,1






,[238], 99,99






,[239], 99,99






,[240], 1,1






,[241], 1,1






,[242], 99,99






,[243], 1,1






,[244], 2,2






,[245], 99,99






,[246], 99,99






,[247], 1,1






,[248], 99,99






,[249], 99,99






,[250], 1,1






,[251], 0,1






,[252], 99,99






,[253], 0,0






,[254], 0,0






,[255], 0,0






,[256], 99,99






,[257], 12,18






,[258], 10,12






,[259], 99,99






,[260], 14,16






,[261], 7,8






,[262], 99,99






,[263], 1,2






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 99,99






,[269], 1,1






,[270], 0,0






,[271], 99,99






,[272], 0,1






,[273], 1,2






,[274], 0,0






,[275], 0,0






,[276], 1,1






,[277], 0,1






,[278], 99,99






,[279], 99,99






,[280], 99,99






,[281], 0,1






,[282], 0,0






,[283], 0,0






,[284], 0,0






,[285], 0,0






,[286], 0,0






,[287], 0,0






,[288], 99,99






,[289], 0,0






,[290], 99,99






,[291], 2,2






,[292], 1,1






,[293], 5,13






,[294], 4,8






,[295], 99,99






,[296], 99,99






,[297], 0,0






,[298], 0,1






,[299], 1,1






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 0,0






,[304], 0,0






,[305], 0,0






,[306], 0,0






,[307], 99,99






,[308], 1,1






,[309], 99,99






,[310], 99,99






,[311], 99,99






,[312], 99,99






,[313], 99,99






,[314], 0,0






,[315], 0,0






,[316], 0,0






,[317], 0,0






,[318], 0,0






,[319], 0,0






,[320], 99,99






,[321], 99,99






,[322], 99,99






,[323], 99,99






,[324], 0,0






,[325], 0,0






,[326], 7,14






,[327], 6,9






,[328], 99,99






,[329], 1,1






,[330], 0,0






,[331], 0,0






,[332], 1,2






,[333], 0,0






,[334], 0,0






,[335], 2,2






,[336], 99,99






,[337], 1,1






,[338], 99,99






,[339], 0,0






,[340], 0,0






,[341], 0,1






,[342], 1,1






,[343], 99,99






,[344], 0,1






,[345], 1,1






,[346], 99,99






,[347], 1,1






,[348], 0,1






,[349], 99,99






,[350], 0,0






,[351], 0,0






,[352], 99,99






,[353], 0,0






,[354], 0,0






,[355], 99,99






,[356], 99,99






,[357], 99,99






,[358], 7,17






,[359], 99,99






,[360], 0,0






,[361], 0,0






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 1,1






,[368], 0,0






,[369], 1,2






,[370], 99,99






,[371], 0,0






,[372], 0,0






,[373], 99,99






,[374], 99,99






,[375], 0,0






,[376], 5,8






,[377], 0,0






,[378], 0,0






,[379], 0,0






,[380], 0,0






,[381], 0,1






,[382], 0,1






,[383], 0,0






,[384], 99,99






,[385], 0,0






,[386], 99,99






,[387], 10,15






,[388], 9,16






,[389], 11,16






,[390], 5,20






,[391], 4,19






,[392], 99,99






,[393], 99,99






,[394], 0,1






,[395], 0,0






,[396], 99,99






,[397], 99,99






,[398], 0,0






,[399], 0,1






,[400], 0,0






,[401], 99,99






,[402], 0,0






,[403], 99,99






,[404], 99,99






,[405], 99,99






,[406], 99,99






,[407], 6,17






,[408], 99,99






,[409], 99,99






,[410], 99,99






,[411], 99,99






,[412], 0,0






,[413], 99,99






,[414], 99,99






,[415], 99,99






,[416], 99,99






,[417], 0,1






,[418], 0,2






,[419], 99,99






,[420], 99,99






,[421], 99,99






,[422], 7,14






,[423], 99,99






,[424], 99,99






,[425], 11,14






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 13,17






,[430], 99,99






,[431], 9,14






,[432], 99,99






,[433], 99,99






,[434], 99,99






,[435], 99,99






,[436], 99,99






,[437], 99,99






,[438], 7,17






,[439], 7,17






,[440], 99,99






,[441], 9,12






,[442], 99,99






,[443], 99,99






,[444], 99,99






,[445], 99,99






,[446], 99,99






,[447], 99,99






,[448], 99,99






,[449], 99,99






,[450], 99,99






,[451], 99,99






,[452], 12,13






,[453], 13,13






,[454], 1,1






,[455], 99,99






,[456], 99,99






,[457], 4,20






,[458], 7,13






,[459], 1,1






,[460], 2,2






,[461], 0,0






,[462], 99,99






,[463], 99,99






,[464], 6,16






,[465], 99,99






,[466], 99,99






,[467], 4,16






,[468], 7,14






,[469], 99,99






,[470], 9,15






,[471], 99,99






,[472], 99,99






,[473], 99,99






,[474], 12,13






,[475], 99,99






,[476], 99,99






,[477], 99,99






,[478], 99,99






,[479], 99,99






,[480], 99,99






,[481], 6,13






,[482], 99,99






,[483], 8,16






,[484], 99,99






,[485], 16,18






,[486], 99,99






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 99,99






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 99,99






,[507], 99,99






,[508], 99,99






,[509], 99,99






,[510], 99,99






,[511], 8,8






,[512], 99,99






,[513], 99,99






,[514], 6,12






,[515], 10,19






,[516], 0,0






,[517], 0,0






,[518], 99,99






,[519], 99,99






,[520], 5,12






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 7,15






,[525], 8,8






,[526], 99,99






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 99,99






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 0,0






,[538], 99,99






,[539], 0,0






,[540], 0,0






,[541], 0,0






,[542], 0,0






,[543], 0,0






,[544], 12,16






,[545], 9,18






,[546], 99,99






,[547], 10,14






,[548], 99,99






,[549], 8,18






,[550], 9,18






,[551], 8,20






,[552], 99,99






,[553], 1,2






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 6,15






,[566], 99,99






,[567], 99,99






,[568], 2,2






,[569], 0,0






,[570], 99,99






,[571], 0,0






,[572], 0,0






,[573], 0,0






,[574], 0,0






,[575], 0,0






,[576], 7,14






,[577], 99,99






,[578], 99,99






,[579], 9,18






,[580], 99,99






,[581], 99,99






,[582], 7,16






,[583], 11,12






,[584], 99,99






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 10,14






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 6,17






,[593], 99,99






,[594], 10,12






,[595], 13,14






,[596], 99,99






,[597], 99,99






,[598], 0,0






,[599], 0,0






,[600], 0,0






,[601], 7,10






,[602], 1,1






,[603], 0,0






,[604], 0,0






,[605], 0,0






,[606], 0,0






,[607], 0,0






,[608], 99,99






,[609], 12,21






,[610], 99,99






,[611], 12,13






,[612], 4,7






,[613], 99,99






,[614], 99,99






,[615], 6,15






,[616], 99,99






,[617], 99,99






,[618], 4,16






,[619], 11,17






,[620], 99,99






,[621], 99,99






,[622], 99,99






,[623], 99,99






,[624], 3,7






,[625], 10,13






,[626], 12,13






,[627], 9,12






,[628], 99,99






,[629], 7,18






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 0,0






,[635], 0,0






,[636], 0,0






,[637], 0,0






,[638], 0,0






,[639], 0,0






,[640], 9,19






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 99,99






,[645], 99,99






,[646], 5,14






,[647], 99,99






,[648], 9,17






,[649], 99,99






,[650], 4,12






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 99,99






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 17,18






,[660], 99,99






,[661], 6,14






,[662], 6,16






,[663], 99,99






,[664], 99,99






,[665], 3,9






,[666], 0,0






,[667], 0,0






,[668], 0,0






,[669], 0,0






,[670], 99,99






,[671], 99,99






,[672], 99,99






,[673], 99,99






,[674], 99,99






,[675], 99,99






,[676], 99,99






,[677], 9,12






,[678], 99,99






,[679], 99,99






,[680], 11,13






,[681], 99,99






,[682], 99,99






,[683], 99,99






,[684], 99,99






,[685], 99,99






,[686], 7,11






,[687], 99,99






,[688], 8,18






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 11,14






,[693], 15,17






,[694], 99,99






,[695], 11,13






,[696], 99,99






,[697], 1,2






,[698], 1,1






,[699], 0,0






,[700], 0,0






,[701], 0,0






,[702], 1,1






,[703], 99,99






,[704], 99,99






,[705], 1,1






,[706], 99,99






,[707], 99,99






,[708], 99,99






,[709], 11,13






,[710], 99,99






,[711], 99,99






,[712], 99,99






,[713], 12,13






,[714], 99,99






,[715], 99,99






,[716], 4,15






,[717], 99,99






,[718], 99,99






,[719], 99,99






,[720], 9,11






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 99,99






,[725], 99,99






,[726], 99,99






,[727], 99,99






,[728], 13,14






,[729], 5,6






,[730], 99,99






,[731], 0,0






,[732], 0,0






,[733], 99,99






,[734], 0,0






,[735], 0,0






,[736], 99,99






,[737], 0,0






,[738], 0,1






,[739], 0,0






,[740], 12,13






,[741], 6,12






,[742], 11,14






,[743], 99,99






,[744], 99,99






,[745], 99,99






,[746], 1,4






,[747], 6,9






,[748], 11,17






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 8,16






,[757], 13,13






,[758], 99,99






,[759], 99,99






,[760], 9,17






,[761], 99,99






,[762], 99,99






,[763], 7,8






,[764], 0,0






,[765], 0,0






,[766], 0,0






,[767], 0,0






,[768], 99,99






,[769], 1,1






,[770], 0,0






,[771], 0,0






,[772], 1,1






,[773], 3,3






,[774], 4,4






,[775], 1,1






,[776], 99,99






,[777], 99,99






,[778], 99,99






,[779], 99,99






,[780], 10,14






,[781], 99,99






,[782], 99,99






,[783], 2,4






,[784], 6,13






,[785], 99,99






,[786], 99,99






,[787], 99,99






,[788], 5,9






,[789], 99,99






,[790], 99,99






,[791], 12,16






,[792], 13,17






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 1,2






,[797], 0,0






,[798], 0,0






,[799], 0,0






,[800], 99,99






,[801], 0,0






,[802], 0,0






,[803], 0,0






,[804], 0,0






,[805], 0,0






,[806], 2,3






,[807], 1,2






,[808], 2,2






,[809], 99,99






,[810], 6,11






,[811], 10,12






,[812], 99,99






,[813], 1,3






,[814], 99,99






,[815], 99,99






,[816], 9,14






,[817], 99,99






,[818], 9,15






,[819], 12,17






,[820], 99,99






,[821], 99,99






,[822], 4,13






,[823], 99,99






,[824], 99,99






,[825], 99,99






,[826], 99,99






,[827], 9,10






,[828], 99,99






,[829], 0,0






,[830], 0,0






,[831], 0,0






,[832], 99,99






,[833], 0,0






,[834], 0,0






,[835], 0,0






,[836], 0,0






,[837], 0,0






,[838], 99,99






,[839], 99,99






,[840], 1,2






,[841], 99,99






,[842], 99,99






,[843], 99,99






,[844], 99,99






,[845], 99,99






,[846], 99,99






,[847], 99,99






,[848], 99,99






,[849], 99,99






,[850], 99,99






,[851], 99,99






,[852], 99,99






,[853], 99,99






,[854], 99,99






,[855], 3,3






,[856], 99,99






,[857], 99,99






,[858], 99,99






,[859], 0,1






,[860], 99,99






,[861], 2,3






,[862], 0,0






,[863], 0,0






,[864], 99,99






,[865], 0,0






,[866], 0,0






,[867], 0,0






,[868], 0,0






,[869], 0,0






,[870], 0,0






,[871], 0,0






,[872], 0,0






,[873], 99,99






,[874], 99,99






,[875], 2,3






,[876], 99,99






,[877], 2,2






,[878], 5,7






,[879], 11,17






,[880], 99,99






,[881], 99,99






,[882], 99,99






,[883], 99,99






,[884], 5,10






,[885], 8,13






,[886], 99,99






,[887], 99,99






,[888], 99,99






,[889], 99,99






,[890], 99,99






,[891], 5,10






,[892], 99,99






,[893], 99,99






,[894], 0,0






,[895], 0,0






,[896], 99,99






,[897], 0,0






,[898], 0,0






,[899], 0,0






,[900], 0,0






,[901], 0,0






,[902], 0,0






,[903], 0,0






,[904], 0,1






,[905], 1,1






,[906], 0,0






,[907], 99,99






,[908], 0,0






,[909], 99,99






,[910], 9,16






,[911], 99,99






,[912], 8,12






,[913], 99,99






,[914], 99,99






,[915], 99,99






,[916], 99,99






,[917], 99,99






,[918], 5,7






,[919], 99,99






,[920], 4,5






,[921], 4,5






,[922], 99,99






,[923], 99,99






,[924], 99,99






,[925], 99,99






,[926], 3,4






,[927], 0,0






,[928], 99,99






,[929], 99,99






,[930], 0,0






,[931], 99,99






