



,,[30]
,[932], 99,99






,[933], 99,99






,[934], 99,99






,[935], 99,99






,[936], 2,3






,[937], 99,99






,[938], 99,99






,[939], 1,3






,[940], 99,99






,[941], 11,13






,[942], 2,2






,[943], 3,6






,[944], 2,3






,[945], 99,99






,[946], 1,1






,[947], 3,4






,[948], 99,99






,[949], 2,2






,[950], 99,99






,[951], 6,6






,[952], 99,99






,[953], 1,2






,[954], 4,4






,[955], 99,99






,[956], 2,3






,[957], 99,99






,[958], 5,5






,[959], 2,3






,[960], 99,99






,[961], 1,4






,[962], 99,99






,[963], 4,5






,[964], 99,99






,[965], 99,99






,[966], 99,99






,[967], 99,99






,[968], 99,99






,[969], 99,99






,[970], 99,99






,[971], 3,4






,[972], 99,99






,[973], 8,12






,[974], 3,5






,[975], 99,99






,[976], 1,1






,[977], 1,2






,[978], 2,3






,[979], 3,5






,[980], 99,99






,[981], 99,99






,[982], 2,5






,[983], 2,4






,[984], 99,99






,[985], 4,8






,[986], 99,99






,[987], 1,1






,[988], 4,6






,[989], 2,2






,[990], 99,99






,[991], 4,6






,[992], 5,7






,[993], 2,4






,[994], 2,4






,[995], 4,5






,[996], 99,99






,[997], 99,99






,[998], 99,99






,[999], 99,99






,[1000], 99,99






,[1001], 99,99






,[1002], 5,5






,[1003], 4,4






,[1004], 99,99






,[1005], 6,9






,[1006], 99,99






,[1007], 99,99






,[1008], 99,99






,[1009], 99,99






,[1010], 3,4






,[1011], 4,5






,[1012], 99,99






,[1013], 99,99






,[1014], 1,2






,[1015], 99,99






,[1016], 5,8






,[1017], 99,99






,[1018], 7,8






,[1019], 99,99






,[1020], 99,99






,[1021], 3,6






,[1022], 4,6






,[1023], 99,99
