



,,[80]
,[213], 1,1






,[214], 2,2






,[215], 1,1






,[216], 99,99






,[217], 1,2






,[218], 99,99






,[219], 0,1






,[220], 0,1






,[221], 1,2






,[222], 1,1






,[223], 3,3






,[224], 99,99






,[225], 2,2






,[226], 3,7






,[227], 1,1






,[228], 2,3






,[229], 99,99






,[230], 99,99






,[231], 99,99






,[232], 2,3






,[233], 99,99






,[234], 2,2






,[235], 23,24






,[236], 2,2






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 0,1






,[246], 2,2






,[247], 1,2






,[248], 1,2






,[249], 1,1






,[250], 1,2






,[251], 99,99






,[252], 1,2






,[253], 1,1






,[254], 99,99






,[255], 99,99






,[256], 2,2






,[257], 1,1






,[258], 2,2






,[259], 99,99






,[260], 1,1






,[261], 1,1






,[262], 3,3






,[263], 2,2






,[264], 16,24






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 99,99






,[269], 99,99






,[270], 99,99






,[271], 99,99






,[272], 99,99






,[273], 38,38






,[274], 99,99






,[275], 99,99






,[276], 99,99






,[277], 0,1






,[278], 1,2






,[279], 99,99






,[280], 2,2






,[281], 99,99






,[282], 1,2






,[283], 0,1






,[284], 1,2






,[285], 1,2






,[286], 0,1






,[287], 0,1






,[288], 0,1






,[289], 0,1






,[290], 1,1






,[291], 99,99






,[292], 0,1






,[293], 3,3






,[294], 99,99






,[295], 18,22






,[296], 2,5






,[297], 1,2






,[298], 0,1






,[299], 2,4






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 99,99






,[304], 99,99






,[305], 99,99






,[306], 18,29






,[307], 25,38






,[308], 26,27






,[309], 99,99






,[310], 2,2






,[311], 0,1






,[312], 99,99






,[313], 1,2






,[314], 1,1






,[315], 1,1






,[316], 0,1






,[317], 0,1






,[318], 99,99






,[319], 99,99






,[320], 99,99






,[321], 1,1






,[322], 0,0






,[323], 0,2






,[324], 1,2






,[325], 17,18






,[326], 13,18






,[327], 3,19






,[328], 99,99






,[329], 99,99






,[330], 1,1






,[331], 99,99






,[332], 22,25






,[333], 99,99






,[334], 3,6






,[335], 16,25






,[336], 99,99






,[337], 99,99






,[338], 99,99






,[339], 99,99






,[340], 2,3






,[341], 99,99






,[342], 0,1






,[343], 99,99






,[344], 0,2






,[345], 2,3






,[346], 99,99






,[347], 2,2






,[348], 2,3






,[349], 1,1






,[350], 2,3






,[351], 1,2






,[352], 2,2






,[353], 1,1






,[354], 1,1






,[355], 99,99






,[356], 99,99






,[357], 99,99






,[358], 1,1






,[359], 99,99






,[360], 1,2






,[361], 0,0






,[362], 1,1






,[363], 99,99






,[364], 14,28






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 99,99






,[372], 1,1






,[373], 1,1






,[374], 1,1






,[375], 0,0






,[376], 0,1






,[377], 0,1






,[378], 1,1






,[379], 1,1






,[380], 1,1






,[381], 99,99






,[382], 1,1






,[383], 0,0






,[384], 0,1






,[385], 0,0






,[386], 99,99






,[387], 99,99






,[388], 99,99






,[389], 3,4






,[390], 3,3






,[391], 2,2






,[392], 0,0






,[393], 0,0






,[394], 1,1






,[395], 2,4






,[396], 99,99






,[397], 28,28






,[398], 12,23






,[399], 16,20






,[400], 99,99






,[401], 20,31






,[402], 99,99






,[403], 99,99






,[404], 99,99






,[405], 99,99






,[406], 2,2






,[407], 0,1






,[408], 99,99






,[409], 1,2






,[410], 2,2






,[411], 0,1






,[412], 0,1






,[413], 1,1






,[414], 99,99






,[415], 1,1






,[416], 1,1






,[417], 99,99






,[418], 99,99






,[419], 99,99






,[420], 17,25






,[421], 99,99






,[422], 2,2






,[423], 3,3






,[424], 1,2






,[425], 99,99






,[426], 2,2






,[427], 1,1






,[428], 99,99






,[429], 99,99






,[430], 0,0






,[431], 6,17






,[432], 99,99






,[433], 19,21






,[434], 18,19






,[435], 99,99






,[436], 0,1






,[437], 0,1






,[438], 0,1






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 1,1






,[443], 0,1






,[444], 0,1






,[445], 1,2






,[446], 1,1






,[447], 99,99






,[448], 2,2






,[449], 2,3






,[450], 1,1






,[451], 0,1






,[452], 11,17






,[453], 8,18






,[454], 99,99






,[455], 1,2






,[456], 4,11






,[457], 1,1






,[458], 99,99






,[459], 99,99






,[460], 16,26






,[461], 2,2






,[462], 99,99






,[463], 3,9






,[464], 26,31






,[465], 11,30






,[466], 99,99






,[467], 16,23






,[468], 0,1






,[469], 0,0






,[470], 1,1






,[471], 99,99






,[472], 99,99






,[473], 12,13






,[474], 0,0






,[475], 0,1






,[476], 1,1






,[477], 0,1






,[478], 99,99






,[479], 2,2






,[480], 0,1






,[481], 1,1






,[482], 0,1






,[483], 99,99






,[484], 2,2






,[485], 23,28






,[486], 0,0






,[487], 0,0






,[488], 99,99






,[489], 1,3






,[490], 99,99






,[491], 99,99






,[492], 9,11






,[493], 2,2






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 20,20






,[498], 21,27






,[499], 99,99






,[500], 1,1






,[501], 99,99






,[502], 0,1






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 0,1






,[507], 1,1






,[508], 1,1






,[509], 1,2






,[510], 0,1






,[511], 99,99






,[512], 0,0






,[513], 99,99






,[514], 0,0






,[515], 1,1






,[516], 99,99






,[517], 99,99






,[518], 0,0






,[519], 99,99






,[520], 99,99






,[521], 3,3






,[522], 6,11






,[523], 99,99






,[524], 99,99






,[525], 2,2






,[526], 21,22






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 18,19






,[531], 99,99






,[532], 3,3






,[533], 0,1






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 99,99






,[538], 1,1






,[539], 99,99






,[540], 99,99






,[541], 1,2






,[542], 0,1






,[543], 1,2






,[544], 0,0






,[545], 1,1






,[546], 99,99






,[547], 99,99






,[548], 99,99






,[549], 99,99






,[550], 1,1






,[551], 1,1






,[552], 99,99






,[553], 2,4






,[554], 3,4






,[555], 99,99






,[556], 0,1






,[557], 12,19






,[558], 3,8






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 99,99






,[569], 99,99






,[570], 0,0






,[571], 6,11






,[572], 99,99






,[573], 0,1






,[574], 1,1






,[575], 1,2






,[576], 99,99






,[577], 99,99






,[578], 99,99






,[579], 0,2






,[580], 99,99






,[581], 3,16






,[582], 99,99






,[583], 1,2






,[584], 0,1






,[585], 4,6






,[586], 0,1






,[587], 0,1






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 9,10






,[598], 99,99






,[599], 14,15






,[600], 99,99






,[601], 99,99






,[602], 0,0






,[603], 3,3






,[604], 4,10






,[605], 99,99






,[606], 1,1






,[607], 3,3






,[608], 20,21






,[609], 99,99






,[610], 99,99






,[611], 99,99






,[612], 22,26






,[613], 99,99






,[614], 0,0






,[615], 1,1






,[616], 1,2






,[617], 1,2






,[618], 1,2






,[619], 1,1






,[620], 2,2






,[621], 20,22






,[622], 99,99






,[623], 99,99






,[624], 18,20






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 99,99






,[635], 99,99






,[636], 99,99






,[637], 99,99






,[638], 99,99






,[639], 99,99






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 99,99






,[645], 1,1






,[646], 1,1






,[647], 99,99






,[648], 0,0






,[649], 99,99






,[650], 0,0






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 99,99






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 99,99






,[662], 99,99






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 99,99






,[667], 99,99






,[668], 99,99






,[669], 99,99






,[670], 99,99






,[671], 12,13






,[672], 99,99






,[673], 99,99






,[674], 99,99






,[675], 99,99






,[676], 2,2






,[677], 0,0






,[678], 99,99






,[679], 99,99






,[680], 0,1






,[681], 3,3






,[682], 99,99






,[683], 99,99






,[684], 99,99






,[685], 99,99






,[686], 99,99






,[687], 99,99






,[688], 99,99






,[689], 99,99






,[690], 18,30






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 99,99






,[696], 99,99






,[697], 99,99






,[698], 99,99






,[699], 99,99






,[700], 99,99






,[701], 99,99






,[702], 99,99






,[703], 99,99






,[704], 99,99






,[705], 99,99






,[706], 99,99






,[707], 99,99






,[708], 3,4






,[709], 0,1






,[710], 99,99






,[711], 1,1






,[712], 99,99






,[713], 99,99






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 99,99






,[719], 20,27






,[720], 22,22






,[721], 99,99






,[722], 12,28






,[723], 12,27






,[724], 99,99






,[725], 99,99






,[726], 99,99






,[727], 7,7






,[728], 99,99






,[729], 99,99






,[730], 99,99






,[731], 99,99






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 6,6






,[737], 99,99






,[738], 7,8






,[739], 13,21






,[740], 0,1






,[741], 0,0






,[742], 0,0






,[743], 1,1






,[744], 99,99






,[745], 99,99






,[746], 0,0






,[747], 18,22






,[748], 7,9






,[749], 99,99






,[750], 99,99






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 7,28






,[756], 99,99






,[757], 6,18






,[758], 12,20






,[759], 99,99






,[760], 99,99






,[761], 99,99






,[762], 99,99






,[763], 99,99






,[764], 99,99






,[765], 3,3






,[766], 99,99






,[767], 99,99






,[768], 7,7






,[769], 99,99






,[770], 99,99






,[771], 99,99






,[772], 16,16






,[773], 99,99






,[774], 99,99






,[775], 0,1






,[776], 0,1






,[777], 99,99






,[778], 0,0






,[779], 99,99






,[780], 99,99






,[781], 99,99






,[782], 99,99






,[783], 13,16






,[784], 99,99






,[785], 99,99






,[786], 99,99






,[787], 99,99






,[788], 15,25






,[789], 99,99






,[790], 99,99






,[791], 99,99






,[792], 99,99






,[793], 10,10






,[794], 99,99






,[795], 4,11






,[796], 6,6






,[797], 99,99






,[798], 99,99






,[799], 99,99






,[800], 10,13






,[801], 99,99






,[802], 7,10






,[803], 9,11






,[804], 99,99






,[805], 9,13






,[806], 3,3






,[807], 0,1






,[808], 1,1






,[809], 99,99






,[810], 0,0






,[811], 20,22






,[812], 5,11






,[813], 99,99






,[814], 99,99






,[815], 99,99






,[816], 99,99






,[817], 99,99






,[818], 99,99






,[819], 99,99






,[820], 99,99






,[821], 13,25






,[822], 99,99






,[823], 9,19






,[824], 99,99






,[825], 9,10






,[826], 8,11






,[827], 99,99






,[828], 99,99






,[829], 99,99






,[830], 99,99






,[831], 99,99






,[832], 99,99






,[833], 99,99






,[834], 99,99






,[835], 99,99






,[836], 99,99






,[837], 99,99






,[838], 4,11






,[839], 4,5






,[840], 99,99






,[841], 99,99






,[842], 99,99






,[843], 99,99






,[844], 99,99






,[845], 99,99






,[846], 99,99






,[847], 13,14






,[848], 99,99






,[849], 99,99






,[850], 99,99






,[851], 99,99






,[852], 99,99






,[853], 99,99






,[854], 20,22






,[855], 99,99






,[856], 99,99






,[857], 99,99






,[858], 99,99






,[859], 13,13






,[860], 99,99






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 99,99






,[866], 99,99






,[867], 9,14






,[868], 99,99






,[869], 99,99






,[870], 99,99






,[871], 99,99






,[872], 0,0






,[873], 8,10






,[874], 18,20






,[875], 99,99






,[876], 99,99






,[877], 99,99






,[878], 99,99






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 13,13






,[883], 99,99






,[884], 99,99






,[885], 8,14






,[886], 7,20






,[887], 99,99






,[888], 99,99






,[889], 99,99






,[890], 12,15






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 99,99






,[896], 99,99






,[897], 99,99






,[898], 99,99






,[899], 99,99






,[900], 99,99






,[901], 99,99






,[902], 99,99






,[903], 99,99






,[904], 99,99






,[905], 99,99






,[906], 19,19






,[907], 99,99






,[908], 99,99






,[909], 99,99






,[910], 99,99






,[911], 99,99






,[912], 99,99






,[913], 99,99






,[914], 12,17






,[915], 13,18






,[916], 99,99






,[917], 99,99






,[918], 99,99






,[919], 99,99






,[920], 99,99






,[921], 99,99






,[922], 11,17






,[923], 99,99






,[924], 14,14






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 10,13






,[929], 99,99






,[930], 99,99






,[931], 99,99






