



,,[60]
,[77], 99,99






,[78], 0,1






,[79], 99,99






,[80], 99,99






,[81], 99,99






,[82], 1,1






,[83], 0,0






,[84], 0,0






,[85], 0,0






,[86], 0,0






,[87], 0,0






,[88], 0,0






,[89], 0,0






,[90], 99,99






,[91], 0,0






,[92], 0,0






,[93], 1,1






,[94], 0,0






,[95], 1,1






,[96], 0,0






,[97], 1,1






,[98], 0,0






,[99], 0,0






,[100], 99,99






,[101], 1,1






,[102], 1,1






,[103], 99,99






,[104], 0,0






,[105], 99,99






,[106], 0,0






,[107], 0,0






,[108], 99,99






,[109], 0,0






,[110], 0,0






,[111], 0,0






,[112], 99,99






,[113], 0,0






,[114], 0,0






,[115], 99,99






,[116], 0,0






,[117], 99,99






,[118], 99,99






,[119], 0,0






,[120], 0,0






,[121], 0,0






,[122], 0,0






,[123], 0,0






,[124], 0,0






,[125], 0,0






,[126], 99,99






,[127], 99,99






,[128], 0,0






,[129], 0,0






,[130], 0,0






,[131], 0,0






,[132], 0,0






,[133], 0,0






,[134], 0,0






,[135], 99,99






,[136], 0,0






,[137], 0,0






,[138], 99,99






,[139], 0,0






,[140], 99,99






,[141], 99,99






,[142], 99,99






,[143], 99,99






,[144], 1,2






,[145], 0,0






,[146], 0,0






,[147], 0,0






,[148], 99,99






,[149], 0,0






,[150], 99,99






,[151], 99,99






,[152], 0,0






,[153], 0,0






,[154], 0,1






,[155], 99,99






,[156], 99,99






,[157], 0,1






,[158], 0,0






,[159], 99,99






,[160], 1,1






,[161], 99,99






,[162], 1,1






,[163], 99,99






,[164], 0,0






,[165], 0,0






,[166], 0,0






,[167], 0,0






,[168], 99,99






,[169], 0,0






,[170], 0,0






,[171], 0,0






,[172], 16,20






,[173], 1,1






,[174], 99,99






,[175], 99,99






,[176], 16,16






,[177], 0,0






,[178], 0,0






,[179], 0,0






,[180], 0,1






,[181], 0,0






,[182], 1,1






,[183], 0,0






,[184], 0,1






,[185], 99,99






,[186], 0,0






,[187], 0,0






,[188], 0,0






,[189], 0,0






,[190], 99,99






,[191], 0,0






,[192], 0,0






,[193], 0,1






,[194], 0,1






,[195], 99,99






,[196], 99,99






,[197], 0,0






,[198], 0,0






,[199], 99,99






,[200], 0,1






,[201], 0,1






,[202], 1,1






,[203], 3,3






,[204], 14,23






,[205], 0,0






,[206], 0,0






,[207], 99,99






,[208], 99,99






,[209], 99,99






,[210], 99,99






,[211], 99,99






,[212], 0,0






,[213], 0,0






,[214], 0,1






,[215], 0,0






,[216], 0,1






,[217], 0,0






,[218], 99,99






,[219], 99,99






,[220], 0,0






,[221], 99,99






,[222], 0,0






,[223], 0,0






,[224], 99,99






,[225], 1,1






,[226], 1,1






,[227], 0,0






,[228], 99,99






,[229], 0,0






,[230], 0,0






,[231], 0,0






,[232], 99,99






,[233], 0,0






,[234], 0,0






,[235], 8,15






,[236], 1,2






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 5,24






,[241], 99,99






,[242], 99,99






,[243], 99,99






,[244], 99,99






,[245], 0,0






,[246], 0,1






,[247], 0,0






,[248], 0,1






,[249], 99,99






,[250], 99,99






,[251], 0,1






,[252], 99,99






,[253], 0,0






,[254], 0,0






,[255], 0,0






,[256], 99,99






,[257], 99,99






,[258], 0,0






,[259], 1,1






,[260], 99,99






,[261], 0,0






,[262], 99,99






,[263], 1,1






,[264], 3,17






,[265], 99,99






,[266], 99,99






,[267], 99,99






,[268], 99,99






,[269], 99,99






,[270], 99,99






,[271], 99,99






,[272], 4,20






,[273], 99,99






,[274], 5,22






,[275], 99,99






,[276], 99,99






,[277], 99,99






,[278], 99,99






,[279], 0,0






,[280], 99,99






,[281], 99,99






,[282], 0,0






,[283], 0,0






,[284], 0,0






,[285], 99,99






,[286], 0,0






,[287], 99,99






,[288], 99,99






,[289], 99,99






,[290], 0,0






,[291], 1,1






,[292], 0,0






,[293], 1,1






,[294], 1,2






,[295], 99,99






,[296], 1,2






,[297], 0,0






,[298], 0,0






,[299], 99,99






,[300], 99,99






,[301], 99,99






,[302], 99,99






,[303], 12,22






,[304], 99,99






,[305], 99,99






,[306], 3,20






,[307], 7,22






,[308], 99,99






,[309], 99,99






,[310], 0,0






,[311], 0,0






,[312], 99,99






,[313], 0,0






,[314], 99,99






,[315], 0,0






,[316], 0,0






,[317], 0,0






,[318], 0,0






,[319], 0,0






,[320], 0,0






,[321], 0,0






,[322], 0,0






,[323], 0,0






,[324], 0,0






,[325], 4,8






,[326], 9,12






,[327], 1,9






,[328], 0,1






,[329], 0,0






,[330], 0,0






,[331], 99,99






,[332], 11,15






,[333], 99,99






,[334], 0,1






,[335], 6,19






,[336], 99,99






,[337], 99,99






,[338], 99,99






,[339], 99,99






,[340], 1,1






,[341], 0,1






,[342], 99,99






,[343], 99,99






,[344], 0,0






,[345], 0,0






,[346], 0,0






,[347], 0,0






,[348], 0,0






,[349], 0,0






,[350], 99,99






,[351], 0,0






,[352], 0,0






,[353], 0,0






,[354], 0,0






,[355], 1,1






,[356], 5,12






,[357], 99,99






,[358], 0,0






,[359], 99,99






,[360], 1,1






,[361], 0,0






,[362], 0,0






,[363], 99,99






,[364], 4,19






,[365], 5,17






,[366], 99,99






,[367], 3,22






,[368], 4,24






,[369], 99,99






,[370], 99,99






,[371], 99,99






,[372], 0,0






,[373], 0,0






,[374], 0,0






,[375], 0,0






,[376], 0,0






,[377], 0,0






,[378], 0,0






,[379], 0,0






,[380], 0,0






,[381], 99,99






,[382], 0,0






,[383], 0,0






,[384], 0,0






,[385], 0,0






,[386], 99,99






,[387], 1,1






,[388], 18,18






,[389], 1,1






,[390], 99,99






,[391], 1,1






,[392], 0,0






,[393], 0,0






,[394], 0,0






,[395], 99,99






,[396], 0,0






,[397], 10,22






,[398], 3,19






,[399], 7,15






,[400], 5,21






,[401], 4,22






,[402], 99,99






,[403], 99,99






,[404], 0,1






,[405], 99,99






,[406], 99,99






,[407], 0,0






,[408], 0,1






,[409], 0,0






,[410], 99,99






,[411], 0,0






,[412], 0,0






,[413], 0,0






,[414], 99,99






,[415], 99,99






,[416], 99,99






,[417], 99,99






,[418], 0,0






,[419], 99,99






,[420], 6,18






,[421], 1,1






,[422], 1,1






,[423], 1,1






,[424], 1,1






,[425], 0,0






,[426], 0,0






,[427], 0,0






,[428], 99,99






,[429], 6,19






,[430], 0,0






,[431], 4,9






,[432], 3,18






,[433], 12,17






,[434], 2,14






,[435], 99,99






,[436], 99,99






,[437], 0,0






,[438], 0,0






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 0,0






,[443], 0,0






,[444], 0,0






,[445], 0,0






,[446], 0,0






,[447], 1,1






,[448], 0,0






,[449], 0,0






,[450], 0,0






,[451], 99,99






,[452], 8,12






,[453], 10,16






,[454], 0,0






,[455], 99,99






,[456], 2,3






,[457], 1,1






,[458], 99,99






,[459], 9,15






,[460], 2,17






,[461], 0,0






,[462], 0,1






,[463], 1,5






,[464], 9,20






,[465], 4,23






,[466], 4,16






,[467], 2,16






,[468], 0,0






,[469], 99,99






,[470], 0,0






,[471], 2,6






,[472], 99,99






,[473], 7,8






,[474], 0,0






,[475], 0,0






,[476], 0,0






,[477], 0,0






,[478], 99,99






,[479], 0,1






,[480], 99,99






,[481], 99,99






,[482], 0,0






,[483], 0,0






,[484], 99,99






,[485], 13,16






,[486], 0,0






,[487], 0,0






,[488], 0,0






,[489], 0,0






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 0,0






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 3,15






,[499], 1,1






,[500], 0,0






,[501], 0,0






,[502], 0,0






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 99,99






,[507], 0,0






,[508], 1,1






,[509], 0,1






,[510], 0,0






,[511], 0,0






,[512], 99,99






,[513], 99,99






,[514], 0,0






,[515], 99,99






,[516], 99,99






,[517], 99,99






,[518], 0,0






,[519], 0,0






,[520], 1,1






,[521], 99,99






,[522], 3,4






,[523], 99,99






,[524], 99,99






,[525], 0,0






,[526], 9,18






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 4,17






,[531], 6,12






,[532], 0,0






,[533], 99,99






,[534], 0,0






,[535], 99,99






,[536], 99,99






,[537], 99,99






,[538], 0,0






,[539], 99,99






,[540], 99,99






,[541], 99,99






,[542], 0,0






,[543], 99,99






,[544], 0,0






,[545], 99,99






,[546], 0,0






,[547], 99,99






,[548], 1,2






,[549], 5,14






,[550], 99,99






,[551], 1,1






,[552], 99,99






,[553], 0,0






,[554], 1,2






,[555], 99,99






,[556], 99,99






,[557], 11,14






,[558], 1,2






,[559], 99,99






,[560], 12,20






,[561], 99,99






,[562], 99,99






,[563], 5,15






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 1,4






,[569], 99,99






,[570], 0,0






,[571], 3,5






,[572], 2,5






,[573], 99,99






,[574], 0,0






,[575], 0,0






,[576], 99,99






,[577], 99,99






,[578], 99,99






,[579], 0,0






,[580], 99,99






,[581], 1,11






,[582], 0,1






,[583], 0,0






,[584], 0,0






,[585], 1,1






,[586], 0,0






,[587], 99,99






,[588], 99,99






,[589], 11,17






,[590], 99,99






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 99,99






,[602], 0,0






,[603], 99,99






,[604], 1,2






,[605], 0,0






,[606], 0,0






,[607], 0,1






,[608], 7,13






,[609], 13,14






,[610], 99,99






,[611], 99,99






,[612], 8,16






,[613], 99,99






,[614], 0,0






,[615], 99,99






,[616], 0,0






,[617], 0,0






,[618], 1,1






,[619], 0,0






,[620], 99,99






,[621], 99,99






,[622], 15,22






,[623], 99,99






,[624], 16,20






,[625], 99,99






,[626], 99,99






,[627], 6,18






,[628], 5,19






,[629], 99,99






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 99,99






,[635], 99,99






,[636], 99,99






,[637], 99,99






,[638], 99,99






,[639], 99,99






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 99,99






,[645], 0,0






,[646], 0,0






,[647], 0,0






,[648], 0,0






,[649], 0,1






,[650], 0,0






,[651], 0,0






,[652], 99,99






,[653], 99,99






,[654], 99,99






,[655], 14,21






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 18,18






,[661], 99,99






,[662], 99,99






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 99,99






,[667], 99,99






,[668], 99,99






,[669], 99,99






,[670], 99,99






,[671], 8,9






,[672], 99,99






,[673], 99,99






,[674], 99,99






,[675], 99,99






,[676], 1,2






,[677], 0,0






,[678], 0,0






,[679], 0,0






,[680], 0,0






,[681], 0,1






,[682], 0,0






,[683], 0,0






,[684], 12,26






,[685], 99,99






,[686], 11,22






,[687], 99,99






,[688], 99,99






,[689], 9,19






,[690], 3,20






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 99,99






,[696], 99,99






,[697], 99,99






,[698], 99,99






,[699], 99,99






,[700], 99,99






,[701], 99,99






,[702], 99,99






,[703], 99,99






,[704], 99,99






,[705], 99,99






,[706], 99,99






,[707], 7,14






,[708], 99,99






,[709], 0,0






,[710], 0,0






,[711], 0,0






,[712], 99,99






,[713], 0,1






,[714], 0,0






,[715], 0,0






,[716], 99,99






,[717], 99,99






,[718], 99,99






,[719], 5,20






,[720], 99,99






,[721], 8,13






,[722], 2,18






,[723], 1,19






,[724], 14,14






,[725], 1,13






,[726], 99,99






,[727], 99,99






,[728], 99,99






,[729], 99,99






,[730], 99,99






,[731], 99,99






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 99,99






,[737], 99,99






,[738], 99,99






,[739], 12,14






,[740], 0,0






,[741], 0,0






,[742], 0,0






,[743], 0,0






,[744], 99,99






,[745], 1,1






,[746], 0,0






,[747], 13,14






,[748], 2,4






,[749], 99,99






,[750], 6,20






,[751], 99,99






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 4,16






,[756], 2,17






,[757], 2,13






,[758], 4,13






,[759], 99,99






,[760], 99,99






,[761], 99,99






,[762], 99,99






,[763], 99,99






,[764], 4,4






,[765], 99,99






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 1,4






,[770], 99,99






,[771], 99,99






,[772], 13,13






,[773], 99,99






,[774], 99,99






,[775], 0,0






,[776], 99,99






,[777], 99,99






,[778], 0,0






,[779], 99,99






,[780], 99,99






,[781], 99,99






,[782], 99,99






,[783], 10,11






,[784], 99,99






,[785], 99,99






,[786], 99,99






,[787], 99,99






,[788], 3,14






,[789], 7,17






,[790], 4,10






,[791], 99,99






,[792], 99,99






,[793], 99,99






,[794], 99,99






,[795], 2,2






,[796], 99,99






,[797], 99,99






,[798], 99,99






,[799], 99,99






,[800], 2,4






,[801], 99,99






,[802], 5,6






,[803], 5,5






,[804], 99,99






,[805], 8,9






,[806], 0,0






,[807], 0,0






,[808], 99,99






,[809], 99,99






,[810], 0,0






,[811], 14,15






,[812], 7,7






,[813], 99,99






,[814], 10,23






,[815], 99,99






,[816], 99,99






,[817], 99,99






,[818], 99,99






,[819], 99,99






,[820], 99,99






,[821], 2,19






,[822], 5,19






,[823], 10,15






,[824], 99,99






,[825], 4,4






,[826], 4,5






,[827], 99,99






,[828], 99,99






,[829], 99,99






,[830], 99,99






,[831], 99,99






,[832], 3,5






,[833], 99,99






,[834], 7,8






,[835], 5,6






,[836], 99,99






,[837], 99,99






,[838], 2,6






,[839], 0,0






,[840], 99,99






,[841], 1,2






,[842], 99,99






,[843], 99,99






,[844], 99,99






,[845], 99,99






,[846], 12,16






,[847], 99,99






,[848], 99,99






,[849], 99,99






,[850], 99,99






,[851], 99,99






,[852], 99,99






,[853], 5,7






,[854], 11,15






,[855], 3,12






,[856], 4,7






,[857], 99,99






,[858], 99,99






,[859], 99,99






,[860], 99,99






,[861], 4,10






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 99,99






,[866], 99,99






,[867], 99,99






,[868], 99,99






,[869], 99,99






,[870], 99,99






,[871], 99,99






,[872], 0,0






,[873], 2,3






,[874], 99,99






,[875], 99,99






,[876], 99,99






,[877], 99,99






,[878], 99,99






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 7,10






,[883], 5,6






,[884], 7,8






,[885], 6,7






,[886], 2,10






,[887], 99,99






,[888], 99,99






,[889], 99,99






,[890], 5,8






,[891], 99,99






,[892], 6,9






,[893], 99,99






,[894], 99,99






,[895], 99,99






,[896], 99,99






,[897], 99,99






,[898], 99,99






,[899], 99,99






,[900], 99,99






,[901], 99,99






,[902], 99,99






,[903], 13,14






,[904], 99,99






,[905], 99,99






,[906], 8,11






,[907], 99,99






,[908], 99,99






,[909], 99,99






,[910], 99,99






,[911], 4,9






,[912], 9,9






,[913], 99,99






,[914], 8,13






,[915], 9,12






,[916], 5,12






,[917], 99,99






,[918], 7,8






,[919], 99,99






,[920], 99,99






,[921], 99,99






,[922], 4,13






,[923], 99,99






,[924], 9,10






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 7,8






,[929], 6,9






,[930], 99,99






,[931], 99,99






