
basis : 46, 48, 59
 [100]  dct:168.953125  a:168.781250  b:168.953125  c:141.531250   (3)    [46]:-0.389062, [48]:0.322088, [59]:-1.675942
 [101]  dct:147.125000  a:145.468750  b:145.859375  c:119.656250   (3)    [46]:-1.011591, [48]:-0.406769, [59]:-0.955936
 [105]  dct:167.078125  a:167.078125  b:167.078125  c:138.437500   (3)    [46]:0.162926, [48]:0.372791, [59]:1.070115
 [106]  dct:177.656250  a:171.046875  b:177.656250  c:140.750000   (3)    [46]:0.626137, [48]:-0.063936, [59]:1.301376
 [107]  dct:208.671875  a:208.671875  b:208.671875  c:186.640625   (3)    [46]:-0.274679, [48]:0.333218, [59]:1.240503
 [138]  dct:90.593750  a:90.093750  b:90.593750  c:89.656250   (3)    [46]:-0.413195, [48]:0.222107, [59]:-0.378192
 [144]  dct:161.343750  a:161.343750  b:148.156250  c:157.531250   (2)    [46]:-0.318893, [48]:-0.338074, [59]:0.395536
 [257]  dct:706.703125  a:705.531250  b:706.625000  c:671.937500   (3)    [46]:-1.474949, [48]:1.272726, [59]:-1.226747
 [258]  dct:297.796875  a:293.796875  b:277.875000  c:239.953125   (3)    [46]:1.014343, [48]:-0.614391, [59]:1.854382
 [259]  dct:318.750000  a:320.828125  b:297.437500  c:309.265625   (2)    [46]:0.271396, [48]:-1.094078, [59]:0.478425
 [290]  dct:530.156250  a:478.296875  b:561.218750  c:475.312500   (3)    [46]:1.196539, [48]:-1.644395, [59]:-1.908383
 [322]  dct:485.906250  a:497.453125  b:486.000000  c:491.843750   (0)    [46]:2.293836, [48]:3.229602, [59]:0.506998
 [355]  dct:646.515625  a:646.515625  b:647.265625  c:632.671875   (3)    [46]:0.028639, [48]:-0.385975, [59]:-0.345708
 [356]  dct:780.625000  a:742.156250  b:748.046875  c:773.250000   (1)    [46]:1.583624, [48]:-1.084460, [59]:0.879634
 [357]  dct:753.234375  a:725.984375  b:753.234375  c:746.328125   (1)    [46]:-2.042915, [48]:0.082320, [59]:-0.312047
 [358]  dct:1075.484375  a:1025.203125  b:1075.484375  c:1109.609375   (1)    [46]:1.581743, [48]:-0.016054, [59]:1.536885
 [359]  dct:708.812500  a:697.312500  b:920.968750  c:706.468750   (1)    [46]:-2.737441, [48]:-4.981422, [59]:-0.241352
 [384]  dct:521.609375  a:483.937500  b:521.609375  c:516.937500   (1)    [46]:-3.183526, [48]:0.831908, [59]:-0.522778
 [387]  dct:580.812500  a:587.453125  b:574.406250  c:580.812500   (2)    [46]:1.021331, [48]:3.045880, [59]:-0.066421
 [388]  dct:843.250000  a:843.250000  b:811.421875  c:847.000000   (2)    [46]:0.124841, [48]:-0.841868, [59]:-0.346821
 [389]  dct:830.796875  a:818.656250  b:833.328125  c:809.218750   (3)    [46]:1.898963, [48]:-0.142533, [59]:0.657671
 [390]  dct:1468.781250  a:1424.218750  b:1469.031250  c:1468.156250   (1)    [46]:-2.108980, [48]:1.552529, [59]:0.234362
 [391]  dct:1204.437500  a:1192.281250  b:898.375000  c:1114.593750   (2)    [46]:0.704982, [48]:-5.574410, [59]:3.114961
 [392]  dct:205.421875  a:216.406250  b:279.703125  c:251.046875   (0)    [46]:1.340019, [48]:-3.109249, [59]:2.038236
 [393]  dct:461.062500  a:461.062500  b:461.062500  c:452.140625   (3)    [46]:-0.203931, [48]:-0.106359, [59]:0.656165
 [404]  dct:311.140625  a:311.140625  b:312.171875  c:315.296875   (0)    [46]:0.005450, [48]:-0.263328, [59]:0.661343
 [405]  dct:649.187500  a:649.187500  b:649.187500  c:642.984375   (3)    [46]:-0.258417, [48]:-0.115382, [59]:0.936207
 [406]  dct:248.578125  a:243.875000  b:214.546875  c:252.500000   (2)    [46]:1.645634, [48]:-0.746935, [59]:-0.229685
 [407]  dct:684.765625  a:683.687500  b:684.765625  c:645.078125   (3)    [46]:-0.583003, [48]:-0.007357, [59]:-1.229794
 [408]  dct:349.250000  a:339.484375  b:332.000000  c:339.562500   (2)    [46]:-1.368934, [48]:-0.319138, [59]:0.352965
 [409]  dct:318.984375  a:303.812500  b:275.515625  c:269.031250   (3)    [46]:-1.266351, [48]:-1.087942, [59]:1.551865
 [416]  dct:472.546875  a:445.656250  b:467.687500  c:470.140625   (1)    [46]:1.102109, [48]:-1.354537, [59]:-0.135576
 [419]  dct:725.687500  a:724.984375  b:724.843750  c:625.062500   (3)    [46]:0.657177, [48]:1.559077, [59]:-1.734874
 [420]  dct:356.484375  a:356.218750  b:356.484375  c:330.406250   (3)    [46]:0.176275, [48]:0.763063, [59]:-1.665771
 [421]  dct:658.812500  a:658.812500  b:658.812500  c:650.125000   (3)    [46]:0.138032, [48]:0.930329, [59]:-0.264322
 [422]  dct:615.093750  a:591.859375  b:615.093750  c:659.437500   (1)    [46]:0.869868, [48]:0.086720, [59]:-1.189896
 [423]  dct:664.921875  a:651.343750  b:664.921875  c:608.953125   (3)    [46]:-1.273223, [48]:1.005048, [59]:-0.938359
 [424]  dct:241.031250  a:239.781250  b:241.031250  c:184.781250   (3)    [46]:0.335514, [48]:1.099202, [59]:-2.585355
 [425]  dct:499.062500  a:496.484375  b:499.062500  c:545.531250   (1)    [46]:-1.270830, [48]:1.088460, [59]:-2.669690
 [426]  dct:664.625000  a:647.609375  b:614.625000  c:657.625000   (2)    [46]:-1.718602, [48]:-0.631365, [59]:0.287665
 [427]  dct:656.921875  a:656.140625  b:656.921875  c:650.250000   (3)    [46]:-1.154646, [48]:0.091892, [59]:0.500377
 [428]  dct:614.906250  a:614.906250  b:614.453125  c:600.390625   (3)    [46]:-0.288674, [48]:1.384535, [59]:-0.847425
 [429]  dct:774.671875  a:774.671875  b:774.671875  c:773.953125   (3)    [46]:-0.311877, [48]:0.614743, [59]:-1.191307
 [430]  dct:646.718750  a:603.265625  b:620.468750  c:646.718750   (1)    [46]:2.884369, [48]:-1.522257, [59]:0.146576
 [431]  dct:583.984375  a:601.687500  b:560.218750  c:567.718750   (2)    [46]:1.870114, [48]:-1.449059, [59]:0.612394
 [432]  dct:731.593750  a:651.406250  b:708.828125  c:711.109375   (1)    [46]:3.768103, [48]:-0.712718, [59]:1.026847
 [433]  dct:234.078125  a:222.109375  b:191.359375  c:192.187500   (2)    [46]:-0.932014, [48]:-1.130015, [59]:3.739647
 [434]  dct:355.250000  a:353.359375  b:354.578125  c:557.921875   (1)    [46]:0.222985, [48]:1.321695, [59]:6.401797
 [435]  dct:388.625000  a:388.625000  b:380.562500  c:388.625000   (2)    [46]:-0.097937, [48]:-0.463464, [59]:0.074884
 [436]  dct:540.703125  a:581.906250  b:543.203125  c:541.671875   (0)    [46]:2.821148, [48]:-0.295516, [59]:-0.726167
 [437]  dct:829.093750  a:898.015625  b:810.562500  c:770.437500   (3)    [46]:3.672758, [48]:4.706434, [59]:1.632838
 [438]  dct:730.406250  a:729.640625  b:694.250000  c:655.750000   (3)    [46]:0.197088, [48]:-1.129945, [59]:2.910730
 [439]  dct:893.281250  a:907.296875  b:890.796875  c:893.390625   (2)    [46]:1.034714, [48]:1.827340, [59]:3.640746
 [440]  dct:852.984375  a:864.765625  b:852.984375  c:831.953125   (3)    [46]:0.899850, [48]:1.037654, [59]:3.056213
 [441]  dct:314.500000  a:330.281250  b:315.671875  c:314.500000   (0)    [46]:0.836329, [48]:-0.393124, [59]:-0.074671
 [442]  dct:58.328125  a:58.328125  b:58.328125  c:58.328125   (0)    [46]:-0.317579, [48]:0.004599, [59]:-0.077766
 [445]  dct:120.671875  a:120.671875  b:116.546875  c:112.703125   (3)    [46]:0.066394, [48]:-0.169743, [59]:0.373289
 [446]  dct:49.156250  a:42.625000  b:49.156250  c:45.828125   (1)    [46]:0.349230, [48]:-0.099201, [59]:0.343089
 [448]  dct:516.578125  a:516.312500  b:516.578125  c:499.609375   (3)    [46]:0.467827, [48]:0.447980, [59]:0.778011
 [449]  dct:315.312500  a:310.828125  b:269.453125  c:314.343750   (2)    [46]:-1.544638, [48]:-0.909004, [59]:0.236934
 [450]  dct:604.625000  a:596.234375  b:630.390625  c:670.562500   (1)    [46]:-1.200340, [48]:-1.489697, [59]:5.225167
 [451]  dct:421.812500  a:421.812500  b:430.312500  c:371.062500   (3)    [46]:0.027021, [48]:-0.861997, [59]:2.752595
 [453]  dct:743.734375  a:738.484375  b:641.328125  c:743.531250   (2)    [46]:-1.034405, [48]:-2.523775, [59]:0.557657
 [455]  dct:344.375000  a:344.375000  b:344.375000  c:329.265625   (3)    [46]:-0.022699, [48]:0.751917, [59]:0.717642
 [456]  dct:1042.000000  a:992.500000  b:1052.312500  c:1014.093750   (1)    [46]:1.578697, [48]:-0.560685, [59]:0.825050
 [457]  dct:1329.078125  a:1342.468750  b:1327.515625  c:1334.000000   (2)    [46]:1.366979, [48]:1.694785, [59]:-0.847249
 [458]  dct:278.265625  a:280.515625  b:278.265625  c:278.265625   (0)    [46]:-0.694646, [48]:0.432965, [59]:0.170360
 [462]  dct:441.921875  a:441.921875  b:441.921875  c:436.906250   (3)    [46]:0.005149, [48]:1.119228, [59]:-0.463097
 [463]  dct:843.578125  a:843.578125  b:842.484375  c:843.578125   (2)    [46]:-0.169307, [48]:1.509444, [59]:-0.017605
 [464]  dct:1071.218750  a:1068.203125  b:1070.078125  c:1071.218750   (1)    [46]:-0.584747, [48]:1.301774, [59]:0.091872
 [465]  dct:809.921875  a:807.781250  b:857.250000  c:757.703125   (3)    [46]:-1.274365, [48]:-2.205439, [59]:-1.128049
 [466]  dct:1080.781250  a:1081.281250  b:1092.140625  c:1059.593750   (3)    [46]:-0.443720, [48]:-0.371324, [59]:-0.590623
 [467]  dct:986.156250  a:991.078125  b:954.187500  c:964.578125   (2)    [46]:0.293373, [48]:-1.184614, [59]:1.528467
 [468]  dct:872.375000  a:887.140625  b:871.312500  c:837.890625   (3)    [46]:0.395175, [48]:-0.281835, [59]:-0.534713
 [469]  dct:520.921875  a:516.531250  b:519.906250  c:507.250000   (3)    [46]:1.319267, [48]:2.331808, [59]:-0.286430
 [470]  dct:596.468750  a:596.468750  b:594.109375  c:573.187500   (3)    [46]:-0.011429, [48]:1.974217, [59]:-2.450784
 [471]  dct:288.437500  a:264.421875  b:293.421875  c:250.890625   (3)    [46]:-2.080108, [48]:-0.340829, [59]:-1.917966
 [472]  dct:319.750000  a:321.140625  b:319.750000  c:450.328125   (0)    [46]:-1.587325, [48]:0.437106, [59]:-4.034789
 [473]  dct:459.859375  a:472.859375  b:459.859375  c:1292.703125   (0)    [46]:2.211325, [48]:0.724943, [59]:-6.327701
 [474]  dct:536.656250  a:538.500000  b:541.546875  c:491.406250   (3)    [46]:-1.357875, [48]:-0.442244, [59]:-0.918126
 [475]  dct:784.109375  a:774.156250  b:737.390625  c:776.250000   (2)    [46]:-1.644702, [48]:-0.827013, [59]:1.140639
 [476]  dct:850.781250  a:850.781250  b:834.312500  c:848.156250   (2)    [46]:0.012813, [48]:-0.616332, [59]:0.263071
 [477]  dct:129.437500  a:128.531250  b:129.437500  c:120.781250   (3)    [46]:-0.423937, [48]:0.246709, [59]:-0.843363
 [478]  dct:57.671875  a:57.406250  b:57.671875  c:41.015625   (3)    [46]:-0.365932, [48]:0.703165, [59]:-0.812716
 [479]  dct:94.500000  a:94.093750  b:94.500000  c:66.750000   (3)    [46]:-0.438322, [48]:0.276259, [59]:-0.481208
 [480]  dct:691.578125  a:698.718750  b:687.328125  c:760.468750   (2)    [46]:-2.701830, [48]:-0.978046, [59]:-2.560199
 [481]  dct:443.734375  a:364.203125  b:443.265625  c:441.500000   (1)    [46]:-3.943555, [48]:1.396513, [59]:-0.282681
 [482]  dct:221.031250  a:148.234375  b:223.765625  c:216.656250   (1)    [46]:2.071114, [48]:-1.163943, [59]:0.443610
 [483]  dct:883.984375  a:906.890625  b:883.234375  c:815.328125   (3)    [46]:2.032597, [48]:2.107608, [59]:-2.466704
 [484]  dct:333.062500  a:395.156250  b:320.765625  c:1472.718750   (2)    [46]:3.177048, [48]:-0.379382, [59]:-8.807934
 [485]  dct:557.093750  a:555.203125  b:558.781250  c:716.015625   (1)    [46]:-0.486911, [48]:-0.324199, [59]:-4.128361
 [487]  dct:319.796875  a:309.656250  b:319.796875  c:223.609375   (3)    [46]:-1.446835, [48]:0.048402, [59]:2.876071
 [488]  dct:431.656250  a:424.718750  b:431.656250  c:399.406250   (3)    [46]:0.897619, [48]:0.036955, [59]:2.991308
 [489]  dct:448.671875  a:443.343750  b:437.984375  c:444.343750   (2)    [46]:0.929773, [48]:-0.196864, [59]:-0.412318
 [490]  dct:224.640625  a:318.109375  b:224.640625  c:212.453125   (3)    [46]:3.759435, [48]:0.058677, [59]:0.662084
 [491]  dct:266.484375  a:243.343750  b:252.734375  c:202.968750   (3)    [46]:2.112657, [48]:-0.350501, [59]:1.121375
 [492]  dct:237.312500  a:224.234375  b:200.218750  c:187.187500   (3)    [46]:2.218203, [48]:-0.721708, [59]:1.339891
 [493]  dct:255.125000  a:283.734375  b:248.671875  c:227.765625   (3)    [46]:2.279236, [48]:-0.207684, [59]:0.839838
 [494]  dct:285.859375  a:276.078125  b:285.859375  c:255.359375   (3)    [46]:2.172979, [48]:0.687044, [59]:0.733081
 [495]  dct:335.781250  a:373.453125  b:328.515625  c:299.296875   (3)    [46]:2.886117, [48]:-0.474396, [59]:1.111494
 [496]  dct:163.843750  a:199.640625  b:163.843750  c:139.156250   (3)    [46]:2.489823, [48]:0.238136, [59]:1.874470
 [497]  dct:199.906250  a:199.906250  b:187.875000  c:133.343750   (3)    [46]:0.027973, [48]:-0.365788, [59]:3.440842
 [498]  dct:178.015625  a:173.343750  b:178.015625  c:225.906250   (1)    [46]:-1.220374, [48]:0.576670, [59]:4.481997
 [499]  dct:200.953125  a:208.921875  b:200.953125  c:268.000000   (0)    [46]:-1.772177, [48]:0.044351, [59]:5.238807
 [501]  dct:159.562500  a:159.562500  b:160.343750  c:501.921875   (0)    [46]:-0.094299, [48]:-0.998668, [59]:5.421296
 [502]  dct:239.234375  a:227.109375  b:194.500000  c:321.546875   (2)    [46]:-0.674110, [48]:-1.328224, [59]:5.061186
 [504]  dct:194.140625  a:168.171875  b:194.140625  c:130.718750   (3)    [46]:-2.107826, [48]:0.563045, [59]:2.138411
 [505]  dct:250.421875  a:225.312500  b:250.421875  c:184.703125   (3)    [46]:-2.526481, [48]:0.942811, [59]:2.051608
 [506]  dct:603.921875  a:512.531250  b:603.921875  c:584.609375   (1)    [46]:-7.734056, [48]:0.020753, [59]:3.613524
 [507]  dct:476.421875  a:455.718750  b:475.140625  c:483.218750   (1)    [46]:-1.930602, [48]:1.535835, [59]:2.631635
 [508]  dct:175.796875  a:174.812500  b:175.796875  c:182.171875   (1)    [46]:-0.339906, [48]:0.343047, [59]:1.495953
 [509]  dct:145.046875  a:148.703125  b:145.046875  c:142.296875   (3)    [46]:1.057684, [48]:0.495170, [59]:-0.235964
 [512]  dct:515.359375  a:501.468750  b:500.562500  c:530.343750   (2)    [46]:-1.212578, [48]:-0.637012, [59]:-1.570841
 [513]  dct:854.437500  a:858.921875  b:843.421875  c:806.203125   (3)    [46]:-0.648308, [48]:-1.651260, [59]:1.312622
 [514]  dct:400.265625  a:400.265625  b:398.015625  c:401.718750   (2)    [46]:-0.061002, [48]:2.147189, [59]:0.316174
 [515]  dct:788.015625  a:788.015625  b:788.015625  c:733.015625   (3)    [46]:-0.100230, [48]:0.721886, [59]:-1.192304
 [518]  dct:268.687500  a:259.015625  b:268.687500  c:234.109375   (3)    [46]:0.783187, [48]:0.850579, [59]:1.733095
 [519]  dct:388.390625  a:362.890625  b:383.906250  c:345.078125   (3)    [46]:1.154336, [48]:-0.589906, [59]:0.797682
 [520]  dct:429.031250  a:429.031250  b:429.031250  c:405.656250   (3)    [46]:-0.045807, [48]:0.259449, [59]:0.948743
 [523]  dct:133.562500  a:133.562500  b:133.562500  c:141.093750   (0)    [46]:0.063857, [48]:0.017035, [59]:-0.727032
 [524]  dct:616.843750  a:608.937500  b:616.718750  c:592.609375   (3)    [46]:0.730453, [48]:1.726036, [59]:-0.718231
 [525]  dct:187.921875  a:182.265625  b:187.921875  c:171.265625   (3)    [46]:-1.036848, [48]:0.390314, [59]:0.927411
 [526]  dct:232.578125  a:220.406250  b:205.578125  c:231.500000   (2)    [46]:0.871255, [48]:-0.892620, [59]:0.181988
 [528]  dct:370.593750  a:370.750000  b:370.593750  c:295.406250   (3)    [46]:-0.485705, [48]:0.957598, [59]:-1.043139
 [529]  dct:158.218750  a:158.218750  b:158.218750  c:165.906250   (0)    [46]:-0.260868, [48]:0.752845, [59]:-1.203979
 [530]  dct:92.703125  a:84.453125  b:92.703125  c:67.328125   (3)    [46]:0.570493, [48]:0.272181, [59]:-1.313344
 [531]  dct:110.718750  a:109.890625  b:110.718750  c:66.750000   (3)    [46]:-0.604620, [48]:1.092022, [59]:-0.913164
 [532]  dct:52.218750  a:47.312500  b:52.218750  c:35.140625   (3)    [46]:0.492296, [48]:0.599289, [59]:-1.238350
 [534]  dct:492.093750  a:486.562500  b:494.546875  c:498.859375   (1)    [46]:-1.829715, [48]:2.065354, [59]:-0.649482
 [535]  dct:267.765625  a:255.359375  b:220.187500  c:202.875000   (3)    [46]:-0.878990, [48]:-0.913826, [59]:-1.064374
 [536]  dct:57.921875  a:54.125000  b:52.859375  c:57.234375   (2)    [46]:-0.813121, [48]:-0.628846, [59]:-0.122518
 [544]  dct:696.812500  a:660.531250  b:696.812500  c:692.343750   (1)    [46]:-3.422256, [48]:-0.125004, [59]:0.271701
 [545]  dct:573.765625  a:575.484375  b:573.765625  c:570.843750   (3)    [46]:0.834252, [48]:0.465728, [59]:1.001477
 [547]  dct:593.140625  a:572.015625  b:590.015625  c:520.250000   (3)    [46]:-1.184757, [48]:-0.306946, [59]:-1.291286
 [548]  dct:706.703125  a:706.703125  b:702.046875  c:672.203125   (3)    [46]:0.039160, [48]:3.075968, [59]:1.510704
 [549]  dct:823.093750  a:806.312500  b:794.687500  c:840.671875   (2)    [46]:-1.228564, [48]:-0.767151, [59]:-0.821399
 [550]  dct:833.250000  a:750.781250  b:660.703125  c:833.250000   (2)    [46]:2.474370, [48]:-2.321773, [59]:0.160748
 [551]  dct:844.875000  a:818.046875  b:817.796875  c:797.375000   (3)    [46]:-1.572738, [48]:-0.855801, [59]:-2.927313
 [552]  dct:613.468750  a:576.312500  b:613.468750  c:550.968750   (3)    [46]:1.004798, [48]:1.101741, [59]:-0.945153
 [554]  dct:821.343750  a:822.296875  b:831.234375  c:820.265625   (3)    [46]:0.748906, [48]:-0.433027, [59]:1.163619
 [555]  dct:410.375000  a:410.375000  b:410.375000  c:410.781250   (0)    [46]:0.075110, [48]:0.347308, [59]:-0.121145
 [556]  dct:398.062500  a:398.062500  b:383.125000  c:362.640625   (3)    [46]:-0.224493, [48]:-0.840646, [59]:-2.528722
 [557]  dct:579.968750  a:599.125000  b:579.968750  c:553.656250   (3)    [46]:2.346736, [48]:0.717579, [59]:-0.827847
 [558]  dct:391.890625  a:366.406250  b:391.890625  c:294.203125   (3)    [46]:0.944472, [48]:-0.001999, [59]:-1.310002
 [559]  dct:332.375000  a:327.093750  b:332.375000  c:341.203125   (1)    [46]:-1.606906, [48]:0.088934, [59]:0.376690
 [560]  dct:778.609375  a:745.031250  b:778.609375  c:694.937500   (3)    [46]:-1.289942, [48]:0.729692, [59]:2.934307
 [561]  dct:456.859375  a:450.000000  b:456.859375  c:461.609375   (1)    [46]:0.457823, [48]:0.099908, [59]:-0.264853
 [562]  dct:398.015625  a:381.375000  b:398.015625  c:384.046875   (1)    [46]:-1.206871, [48]:0.635609, [59]:-0.179611
 [563]  dct:82.078125  a:81.015625  b:82.078125  c:73.328125   (3)    [46]:-0.448672, [48]:0.476049, [59]:-0.182833
 [564]  dct:110.609375  a:110.609375  b:110.609375  c:99.484375   (3)    [46]:0.028885, [48]:0.055863, [59]:-0.268663
 [565]  dct:634.875000  a:634.828125  b:634.875000  c:598.250000   (3)    [46]:-0.352357, [48]:0.053735, [59]:-0.505074
 [576]  dct:639.343750  a:640.156250  b:633.828125  c:563.125000   (3)    [46]:-2.804541, [48]:-0.657910, [59]:-1.195058
 [577]  dct:623.765625  a:619.078125  b:588.750000  c:623.765625   (2)    [46]:-0.624021, [48]:-1.293044, [59]:-0.072795
 [578]  dct:142.437500  a:124.781250  b:128.078125  c:138.250000   (1)    [46]:1.002102, [48]:-0.394929, [59]:0.470608
 [579]  dct:680.921875  a:687.687500  b:649.281250  c:710.718750   (2)    [46]:-0.815162, [48]:-3.329967, [59]:-1.151043
 [580]  dct:615.000000  a:578.890625  b:592.203125  c:524.093750   (3)    [46]:2.855967, [48]:-0.644201, [59]:1.626074
 [581]  dct:343.421875  a:330.687500  b:252.203125  c:343.828125   (2)    [46]:-1.272164, [48]:-3.326143, [59]:-1.364618
 [582]  dct:911.015625  a:889.171875  b:883.109375  c:919.343750   (2)    [46]:-0.837371, [48]:-1.371805, [59]:0.757723
 [583]  dct:796.468750  a:780.328125  b:795.656250  c:789.718750   (1)    [46]:-2.945950, [48]:1.460959, [59]:-0.146339
 [584]  dct:427.171875  a:427.171875  b:420.281250  c:400.640625   (3)    [46]:0.138382, [48]:-0.182424, [59]:1.042874
 [585]  dct:353.203125  a:342.765625  b:352.781250  c:348.890625   (1)    [46]:1.003455, [48]:1.219398, [59]:-0.375958
 [586]  dct:480.031250  a:480.031250  b:450.046875  c:466.765625   (2)    [46]:-0.058933, [48]:-0.768641, [59]:0.409364
 [587]  dct:252.421875  a:252.421875  b:252.421875  c:243.484375   (3)    [46]:-0.119024, [48]:-0.009467, [59]:0.777189
 [588]  dct:458.890625  a:458.890625  b:458.890625  c:368.593750   (3)    [46]:0.005785, [48]:0.047833, [59]:-1.020444
 [589]  dct:181.984375  a:181.984375  b:170.609375  c:183.546875   (2)    [46]:-0.273469, [48]:-0.450361, [59]:-0.471582
 [590]  dct:311.093750  a:307.421875  b:311.093750  c:328.031250   (1)    [46]:-1.532283, [48]:0.831601, [59]:1.118638
 [591]  dct:338.437500  a:343.687500  b:338.437500  c:285.390625   (3)    [46]:-0.661637, [48]:-0.030878, [59]:-1.182526
 [592]  dct:753.609375  a:733.828125  b:780.609375  c:748.609375   (1)    [46]:0.602487, [48]:-1.860842, [59]:-0.620537
 [593]  dct:477.984375  a:477.984375  b:477.828125  c:471.140625   (3)    [46]:-0.037903, [48]:1.731356, [59]:1.558356
 [594]  dct:543.140625  a:499.421875  b:482.343750  c:537.890625   (2)    [46]:-2.605703, [48]:-2.389597, [59]:0.274542
 [595]  dct:369.687500  a:361.312500  b:398.546875  c:333.531250   (3)    [46]:-0.680095, [48]:-3.304322, [59]:0.978461
 [601]  dct:392.359375  a:379.687500  b:319.500000  c:380.140625   (2)    [46]:-1.220264, [48]:-0.941791, [59]:0.447083
 [608]  dct:710.125000  a:721.062500  b:710.125000  c:731.328125   (0)    [46]:-1.074113, [48]:0.671434, [59]:1.161395
 [609]  dct:1130.203125  a:1127.671875  b:1130.203125  c:1071.203125   (3)    [46]:-0.442624, [48]:-0.064064, [59]:-1.756054
 [610]  dct:197.328125  a:192.265625  b:191.296875  c:198.359375   (2)    [46]:-0.686853, [48]:-0.204147, [59]:0.332194
 [611]  dct:585.250000  a:554.359375  b:598.515625  c:558.671875   (1)    [46]:1.316042, [48]:-1.247257, [59]:0.815521
 [613]  dct:544.359375  a:527.031250  b:526.765625  c:527.812500   (2)    [46]:-3.264417, [48]:-0.563716, [59]:-2.046896
 [614]  dct:813.671875  a:805.156250  b:779.859375  c:791.578125   (2)    [46]:0.375632, [48]:-0.615142, [59]:0.638719
 [615]  dct:632.218750  a:666.328125  b:632.218750  c:615.218750   (3)    [46]:2.828720, [48]:0.571599, [59]:-0.719986
 [616]  dct:718.281250  a:735.312500  b:718.281250  c:709.656250   (3)    [46]:1.300786, [48]:0.037535, [59]:-0.305877
 [617]  dct:702.562500  a:700.453125  b:702.562500  c:686.218750   (3)    [46]:-1.293503, [48]:0.334051, [59]:-0.795724
 [618]  dct:981.781250  a:982.765625  b:918.875000  c:970.593750   (2)    [46]:-0.603746, [48]:-1.685945, [59]:0.538065
 [619]  dct:677.328125  a:680.968750  b:677.328125  c:673.625000   (3)    [46]:0.855325, [48]:0.609098, [59]:0.349539
 [621]  dct:371.546875  a:371.546875  b:369.093750  c:371.546875   (2)    [46]:0.054750, [48]:-0.224836, [59]:-0.110678
 [622]  dct:497.140625  a:483.562500  b:439.468750  c:494.187500   (2)    [46]:0.926029, [48]:-1.549336, [59]:-0.337286
 [623]  dct:816.765625  a:808.953125  b:807.796875  c:760.765625   (3)    [46]:-0.795203, [48]:-0.148791, [59]:1.404696
