



,,[50]
,[77], 99,99






,[78], 99,99






,[79], 99,99






,[80], 99,99






,[81], 99,99






,[82], 3,15






,[83], 99,99






,[84], 99,99






,[85], 8,10






,[86], 99,99






,[87], 99,99






,[88], 99,99






,[89], 10,10






,[90], 99,99






,[91], 99,99






,[92], 99,99






,[93], 4,10






,[94], 5,7






,[95], 7,11






,[96], 0,0






,[97], 99,99






,[98], 99,99






,[99], 99,99






,[100], 99,99






,[101], 99,99






,[102], 99,99






,[103], 99,99






,[104], 99,99






,[105], 99,99






,[106], 99,99






,[107], 99,99






,[108], 99,99






,[109], 99,99






,[110], 99,99






,[111], 99,99






,[112], 99,99






,[113], 99,99






,[114], 99,99






,[115], 99,99






,[116], 8,9






,[117], 99,99






,[118], 99,99






,[119], 99,99






,[120], 99,99






,[121], 99,99






,[122], 99,99






,[123], 99,99






,[124], 8,12






,[125], 5,8






,[126], 99,99






,[127], 9,10






,[128], 0,0






,[129], 99,99






,[130], 99,99






,[131], 99,99






,[132], 99,99






,[133], 99,99






,[134], 99,99






,[135], 99,99






,[136], 99,99






,[137], 99,99






,[138], 99,99






,[139], 99,99






,[140], 99,99






,[141], 99,99






,[142], 99,99






,[143], 2,3






,[144], 99,99






,[145], 99,99






,[146], 99,99






,[147], 99,99






,[148], 99,99






,[149], 99,99






,[150], 99,99






,[151], 99,99






,[152], 99,99






,[153], 99,99






,[154], 7,9






,[155], 99,99






,[156], 5,10






,[157], 99,99






,[158], 99,99






,[159], 99,99






,[160], 99,99






,[161], 99,99






,[162], 99,99






,[163], 99,99






,[164], 99,99






,[165], 99,99






,[166], 99,99






,[167], 99,99






,[168], 99,99






,[169], 99,99






,[170], 99,99






,[171], 99,99






,[172], 99,99






,[173], 99,99






,[174], 99,99






,[175], 99,99






,[176], 99,99






,[177], 99,99






,[178], 99,99






,[179], 99,99






,[180], 99,99






,[181], 9,14






,[182], 9,11






,[183], 9,9






,[184], 99,99






,[185], 99,99






,[186], 8,11






,[187], 6,7






,[188], 4,8






,[189], 99,99






,[190], 8,11






,[191], 2,9






,[192], 0,0






,[193], 99,99






,[194], 99,99






,[195], 99,99






,[196], 99,99






,[197], 99,99






,[198], 99,99






,[199], 99,99






,[200], 99,99






,[201], 99,99






,[202], 99,99






,[203], 99,99






,[204], 99,99






,[205], 99,99






,[206], 99,99






,[207], 99,99






,[208], 99,99






,[209], 99,99






,[210], 99,99






,[211], 99,99






,[212], 8,20






,[213], 8,12






,[214], 99,99






,[215], 99,99






,[216], 99,99






,[217], 10,10






,[218], 6,10






,[219], 99,99






,[220], 11,11






,[221], 99,99






,[222], 99,99






,[223], 99,99






,[224], 0,0






,[225], 99,99






,[226], 10,10






,[227], 99,99






,[228], 99,99






,[229], 99,99






,[230], 99,99






,[231], 99,99






,[232], 12,17






,[233], 99,99






,[234], 99,99






,[235], 99,99






,[236], 99,99






,[237], 99,99






,[238], 99,99






,[239], 99,99






,[240], 99,99






,[241], 99,99






,[242], 99,99






,[243], 14,15






,[244], 10,14






,[245], 4,14






,[246], 7,13






,[247], 14,15






,[248], 99,99






,[249], 99,99






,[250], 5,6






,[251], 99,99






,[252], 99,99






,[253], 99,99






,[254], 99,99






,[255], 9,10






,[256], 0,0






,[257], 4,5






,[258], 99,99






,[259], 12,15






,[260], 99,99






,[261], 99,99






,[262], 9,10






,[263], 99,99






,[264], 99,99






,[265], 99,99






,[266], 99,99






,[267], 0,0






,[268], 99,99






,[269], 1,1






,[270], 99,99






,[271], 99,99






,[272], 99,99






,[273], 99,99






,[274], 0,1






,[275], 99,99






,[276], 99,99






,[277], 6,14






,[278], 6,17






,[279], 5,11






,[280], 99,99






,[281], 99,99






,[282], 99,99






,[283], 99,99






,[284], 99,99






,[285], 99,99






,[286], 99,99






,[287], 99,99






,[288], 0,0






,[289], 0,1






,[290], 99,99






,[291], 99,99






,[292], 99,99






,[293], 99,99






,[294], 99,99






,[295], 99,99






,[296], 99,99






,[297], 99,99






,[298], 99,99






,[299], 2,2






,[300], 99,99






,[301], 2,3






,[302], 99,99






,[303], 99,99






,[304], 99,99






,[305], 0,0






,[306], 99,99






,[307], 99,99






,[308], 99,99






,[309], 8,13






,[310], 5,16






,[311], 4,17






,[312], 7,13






,[313], 99,99






,[314], 3,7






,[315], 99,99






,[316], 6,8






,[317], 7,8






,[318], 99,99






,[319], 99,99






,[320], 99,99






,[321], 99,99






,[322], 99,99






,[323], 99,99






,[324], 11,14






,[325], 99,99






,[326], 99,99






,[327], 4,13






,[328], 10,15






,[329], 99,99






,[330], 99,99






,[331], 2,2






,[332], 0,0






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 99,99






,[337], 0,0






,[338], 0,0






,[339], 11,14






,[340], 6,13






,[341], 10,15






,[342], 5,14






,[343], 3,13






,[344], 7,12






,[345], 4,8






,[346], 99,99






,[347], 99,99






,[348], 99,99






,[349], 99,99






,[350], 99,99






,[351], 99,99






,[352], 99,99






,[353], 0,0






,[354], 99,99






,[355], 99,99






,[356], 99,99






,[357], 1,2






,[358], 3,13






,[359], 3,10






,[360], 8,13






,[361], 99,99






,[362], 99,99






,[363], 99,99






,[364], 99,99






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 0,0






,[370], 0,0






,[371], 13,15






,[372], 11,11






,[373], 8,15






,[374], 99,99






,[375], 7,12






,[376], 99,99






,[377], 99,99






,[378], 99,99






,[379], 99,99






,[380], 99,99






,[381], 99,99






,[382], 99,99






,[383], 99,99






,[384], 0,0






,[385], 0,0






,[386], 99,99






,[387], 99,99






,[388], 99,99






,[389], 2,2






,[390], 6,9






,[391], 5,8






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 99,99






,[396], 99,99






,[397], 99,99






,[398], 99,99






,[399], 99,99






,[400], 99,99






,[401], 0,0






,[402], 0,0






,[403], 8,14






,[404], 10,16






,[405], 7,14






,[406], 99,99






,[407], 6,10






,[408], 99,99






,[409], 99,99






,[410], 99,99






,[411], 99,99






,[412], 99,99






,[413], 99,99






,[414], 99,99






,[415], 99,99






,[416], 0,0






,[417], 99,99






,[418], 99,99






,[419], 12,12






,[420], 7,8






,[421], 3,3






,[422], 5,15






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 99,99






,[434], 99,99






,[435], 99,99






,[436], 2,14






,[437], 7,15






,[438], 7,13






,[439], 99,99






,[440], 99,99






,[441], 99,99






,[442], 5,5






,[443], 99,99






,[444], 99,99






,[445], 99,99






,[446], 99,99






,[447], 6,10






,[448], 99,99






,[449], 0,0






,[450], 99,99






,[451], 2,9






,[452], 99,99






,[453], 7,10






,[454], 5,15






,[455], 2,13






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 99,99






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 99,99






,[467], 8,16






,[468], 7,12






,[469], 99,99






,[470], 99,99






,[471], 1,2






,[472], 99,99






,[473], 99,99






,[474], 99,99






,[475], 99,99






,[476], 99,99






,[477], 99,99






,[478], 99,99






,[479], 99,99






,[480], 0,0






,[481], 0,0






,[482], 9,9






,[483], 99,99






,[484], 3,7






,[485], 5,10






,[486], 4,14






,[487], 2,10






,[488], 99,99






,[489], 0,0






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 99,99






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 13,16






,[499], 9,13






,[500], 99,99






,[501], 99,99






,[502], 99,99






,[503], 99,99






,[504], 99,99






,[505], 99,99






,[506], 99,99






,[507], 99,99






,[508], 99,99






,[509], 99,99






,[510], 99,99






,[511], 99,99






,[512], 1,1






,[513], 99,99






,[514], 99,99






,[515], 99,99






,[516], 99,99






,[517], 4,11






,[518], 8,13






,[519], 3,9






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 99,99






,[524], 99,99






,[525], 99,99






,[526], 99,99






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 7,12






,[531], 5,12






,[532], 99,99






,[533], 2,3






,[534], 99,99






,[535], 99,99






,[536], 99,99






,[537], 99,99






,[538], 99,99






,[539], 99,99






,[540], 99,99






,[541], 99,99






,[542], 99,99






,[543], 99,99






,[544], 99,99






,[545], 99,99






,[546], 99,99






,[547], 99,99






,[548], 99,99






,[549], 3,13






,[550], 7,18






,[551], 3,10






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 99,99






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 99,99






,[568], 99,99






,[569], 99,99






,[570], 99,99






,[571], 99,99






,[572], 99,99






,[573], 99,99






,[574], 99,99






,[575], 99,99






,[576], 99,99






,[577], 0,0






,[578], 99,99






,[579], 99,99






,[580], 99,99






,[581], 2,3






,[582], 8,15






,[583], 5,11






,[584], 99,99






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 99,99






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 0,0






,[597], 99,99






,[598], 99,99






,[599], 99,99






,[600], 99,99






,[601], 99,99






,[602], 99,99






,[603], 99,99






,[604], 99,99






,[605], 99,99






,[606], 99,99






,[607], 99,99






,[608], 1,1






,[609], 99,99






,[610], 99,99






,[611], 99,99






,[612], 99,99






,[613], 99,99






,[614], 13,18






,[615], 5,15






,[616], 99,99






,[617], 99,99






,[618], 99,99






,[619], 99,99






,[620], 99,99






,[621], 99,99






,[622], 99,99






,[623], 99,99






,[624], 99,99






,[625], 11,13






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 99,99






,[631], 99,99






,[632], 99,99






,[633], 99,99






,[634], 99,99






,[635], 99,99






,[636], 99,99






,[637], 99,99






,[638], 5,5






,[639], 99,99






,[640], 4,4






,[641], 99,99






,[642], 0,0






,[643], 99,99






,[644], 99,99






,[645], 99,99






,[646], 4,15






,[647], 99,99






,[648], 3,6






,[649], 99,99






,[650], 99,99






,[651], 99,99






,[652], 99,99






,[653], 1,1






,[654], 99,99






,[655], 99,99






,[656], 99,99






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 4,6






,[661], 99,99






,[662], 99,99






,[663], 99,99






,[664], 8,11






,[665], 99,99






,[666], 99,99






,[667], 99,99






,[668], 99,99






,[669], 99,99






,[670], 99,99






,[671], 99,99






,[672], 10,10






,[673], 3,12






,[674], 5,13






,[675], 1,2






,[676], 99,99






,[677], 99,99






,[678], 3,12






,[679], 11,14






,[680], 8,18






,[681], 99,99






,[682], 99,99






,[683], 99,99






,[684], 99,99






,[685], 99,99






,[686], 99,99






,[687], 99,99






,[688], 99,99






,[689], 5,5






,[690], 99,99






,[691], 0,0






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 99,99






,[696], 99,99






,[697], 99,99






,[698], 99,99






,[699], 99,99






,[700], 99,99






,[701], 99,99






,[702], 99,99






,[703], 99,99






,[704], 4,10






,[705], 9,16






,[706], 4,15






,[707], 3,17






,[708], 99,99






,[709], 8,9






,[710], 3,15






,[711], 15,18






,[712], 99,99






,[713], 99,99






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 4,5






,[719], 99,99






,[720], 99,99






,[721], 5,9






,[722], 99,99






,[723], 99,99






,[724], 10,13






,[725], 99,99






,[726], 99,99






,[727], 99,99






,[728], 99,99






,[729], 99,99






,[730], 99,99






,[731], 99,99






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 1,3






,[737], 2,4






,[738], 8,12






,[739], 10,15






,[740], 4,16






,[741], 99,99






,[742], 8,18






,[743], 8,19






,[744], 99,99






,[745], 99,99






,[746], 99,99






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 8,16






,[751], 99,99






,[752], 99,99






,[753], 2,2






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 99,99






,[758], 99,99






,[759], 99,99






,[760], 99,99






,[761], 99,99






,[762], 99,99






,[763], 99,99






,[764], 2,2






,[765], 99,99






,[766], 99,99






,[767], 99,99






,[768], 1,1






,[769], 2,12






,[770], 2,8






,[771], 7,18






,[772], 6,15






,[773], 2,14






,[774], 99,99






,[775], 99,99






,[776], 10,14






,[777], 99,99






,[778], 99,99






,[779], 7,11






,[780], 7,11






,[781], 13,13






,[782], 99,99






,[783], 99,99






,[784], 1,1






,[785], 10,13






,[786], 99,99






,[787], 99,99






,[788], 99,99






,[789], 99,99






,[790], 99,99






,[791], 99,99






,[792], 99,99






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 99,99






,[797], 99,99






,[798], 99,99






,[799], 99,99






,[800], 99,99






,[801], 99,99






,[802], 5,12






,[803], 2,10






,[804], 12,16






,[805], 4,19






,[806], 6,14






,[807], 99,99






,[808], 3,16






,[809], 7,14






,[810], 99,99






,[811], 9,14






,[812], 99,99






,[813], 11,14






,[814], 99,99






,[815], 99,99






,[816], 13,13






,[817], 99,99






,[818], 14,15






,[819], 99,99






,[820], 99,99






,[821], 99,99






,[822], 99,99






,[823], 99,99






,[824], 99,99






,[825], 99,99






,[826], 99,99






,[827], 99,99






,[828], 99,99






,[829], 99,99






,[830], 3,3






,[831], 99,99






,[832], 5,9






,[833], 1,10






,[834], 4,13






,[835], 5,13






,[836], 2,14






,[837], 2,15






,[838], 9,12






,[839], 8,14






,[840], 99,99






,[841], 99,99






,[842], 7,17






,[843], 4,16






,[844], 99,99






,[845], 9,11






,[846], 99,99






,[847], 12,16






,[848], 99,99






,[849], 99,99






,[850], 99,99






,[851], 99,99






,[852], 99,99






,[853], 99,99






,[854], 99,99






,[855], 99,99






,[856], 99,99






,[857], 99,99






,[858], 99,99






,[859], 99,99






,[860], 99,99






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 99,99






,[865], 5,9






,[866], 5,13






,[867], 7,8






,[868], 99,99






,[869], 7,17






,[870], 7,16






,[871], 5,16






,[872], 13,15






,[873], 12,16






,[874], 8,14






,[875], 99,99






,[876], 99,99






,[877], 12,15






,[878], 99,99






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 10,12






,[883], 99,99






,[884], 99,99






,[885], 99,99






,[886], 99,99






,[887], 99,99






,[888], 99,99






,[889], 99,99






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 99,99






,[896], 99,99






,[897], 4,7






,[898], 4,8






,[899], 99,99






,[900], 7,15






,[901], 7,20






,[902], 8,15






,[903], 5,14






,[904], 99,99






,[905], 99,99






,[906], 99,99






,[907], 99,99






,[908], 9,11






,[909], 99,99






,[910], 99,99






,[911], 11,16






,[912], 7,14






,[913], 6,10






,[914], 5,11






,[915], 10,13






,[916], 99,99






,[917], 99,99






,[918], 99,99






,[919], 99,99






,[920], 99,99






,[921], 99,99






,[922], 99,99






,[923], 99,99






,[924], 99,99






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 99,99






,[929], 99,99






,[930], 99,99






,[931], 1,15






