



,,[30]






,[320], 99,99






,[321], 2,7






,[322], 5,6






,[323], 3,9






,[324], 2,7






,[325], 3,9






,[326], 3,5






,[327], 5,9






,[328], 7,8






,[329], 99,99






,[330], 99,99






,[331], 0,0






,[332], 99,99






,[333], 99,99






,[334], 99,99






,[335], 99,99






,[336], 0,0






,[337], 99,99






,[338], 99,99






,[339], 1,2






,[340], 0,0






,[341], 99,99






,[342], 0,0






,[343], 99,99






,[344], 6,9






,[345], 4,8






,[346], 2,5






,[347], 99,99






,[348], 3,7






,[349], 3,9






,[350], 4,6






,[351], 4,11






,[352], 3,7






,[353], 99,99






,[354], 4,9






,[355], 7,12






,[356], 99,99






,[357], 4,8






,[358], 4,10






,[359], 99,99






,[360], 99,99






,[361], 99,99






,[362], 99,99






,[363], 2,2






,[364], 0,0






,[365], 99,99






,[366], 99,99






,[367], 99,99






,[368], 99,99






,[369], 99,99






,[370], 99,99






,[371], 99,99






,[372], 99,99






,[373], 2,2






,[374], 99,99






,[375], 99,99






,[376], 7,7






,[377], 5,8






,[378], 99,99






,[379], 4,6






,[380], 99,99






,[381], 99,99






,[382], 3,8






,[383], 4,8






,[384], 3,8






,[385], 6,13






,[386], 8,8






,[387], 4,7






,[388], 3,11






,[389], 6,12






,[390], 4,8






,[391], 99,99






,[392], 99,99






,[393], 99,99






,[394], 99,99






,[395], 1,2






,[396], 1,1






,[397], 99,99






,[398], 99,99






,[399], 99,99






,[400], 99,99






,[401], 99,99






,[402], 99,99






,[403], 0,1






,[404], 1,1






,[405], 0,1






,[406], 99,99






,[407], 99,99






,[408], 8,9






,[409], 99,99






,[410], 6,7






,[411], 4,5






,[412], 8,10






,[413], 99,99






,[414], 4,8






,[415], 3,5






,[416], 99,99






,[417], 4,8






,[418], 7,11






,[419], 4,7






,[420], 8,9






,[421], 99,99






,[422], 4,12






,[423], 99,99






,[424], 99,99






,[425], 99,99






,[426], 99,99






,[427], 99,99






,[428], 99,99






,[429], 99,99






,[430], 99,99






,[431], 99,99






,[432], 99,99






,[433], 1,1






,[434], 1,1






,[435], 99,99






,[436], 0,0






,[437], 99,99






,[438], 5,5






,[439], 99,99






,[440], 7,8






,[441], 99,99






,[442], 99,99






,[443], 3,5






,[444], 99,99






,[445], 99,99






,[446], 4,4






,[447], 99,99






,[448], 4,8






,[449], 99,99






,[450], 10,13






,[451], 99,99






,[452], 7,10






,[453], 5,8






,[454], 7,8






,[455], 99,99






,[456], 99,99






,[457], 99,99






,[458], 99,99






,[459], 99,99






,[460], 99,99






,[461], 99,99






,[462], 99,99






,[463], 99,99






,[464], 99,99






,[465], 99,99






,[466], 1,1






,[467], 99,99






,[468], 99,99






,[469], 99,99






,[470], 99,99






,[471], 99,99






,[472], 99,99






,[473], 7,9






,[474], 99,99






,[475], 7,8






,[476], 3,7






,[477], 99,99






,[478], 5,6






,[479], 99,99






,[480], 4,10






,[481], 99,99






,[482], 99,99






,[483], 2,5






,[484], 4,7






,[485], 6,8






,[486], 6,9






,[487], 99,99






,[488], 99,99






,[489], 99,99






,[490], 99,99






,[491], 99,99






,[492], 99,99






,[493], 99,99






,[494], 0,0






,[495], 99,99






,[496], 99,99






,[497], 99,99






,[498], 99,99






,[499], 99,99






,[500], 99,99






,[501], 99,99






,[502], 1,1






,[503], 99,99






,[504], 99,99






,[505], 4,8






,[506], 4,4






,[507], 5,8






,[508], 99,99






,[509], 8,9






,[510], 99,99






,[511], 2,5






,[512], 99,99






,[513], 5,5






,[514], 6,6






,[515], 99,99






,[516], 4,8






,[517], 99,99






,[518], 5,8






,[519], 99,99






,[520], 99,99






,[521], 99,99






,[522], 99,99






,[523], 1,2






,[524], 99,99






,[525], 99,99






,[526], 0,0






,[527], 99,99






,[528], 99,99






,[529], 99,99






,[530], 99,99






,[531], 99,99






,[532], 99,99






,[533], 99,99






,[534], 99,99






,[535], 99,99






,[536], 4,8






,[537], 99,99






,[538], 2,8






,[539], 5,5






,[540], 4,6






,[541], 99,99






,[542], 4,5






,[543], 4,4






,[544], 99,99






,[545], 3,3






,[546], 99,99






,[547], 99,99






,[548], 7,9






,[549], 4,4






,[550], 5,7






,[551], 99,99






,[552], 99,99






,[553], 99,99






,[554], 99,99






,[555], 99,99






,[556], 99,99






,[557], 99,99






,[558], 99,99






,[559], 99,99






,[560], 99,99






,[561], 99,99






,[562], 99,99






,[563], 1,1






,[564], 99,99






,[565], 99,99






,[566], 99,99






,[567], 3,5






,[568], 99,99






,[569], 99,99






,[570], 5,8






,[571], 6,8






,[572], 4,5






,[573], 99,99






,[574], 2,2






,[575], 0,0






,[576], 2,3






,[577], 1,2






,[578], 7,8






,[579], 6,9






,[580], 99,99






,[581], 99,99






,[582], 5,9






,[583], 6,9






,[584], 9,12






,[585], 99,99






,[586], 99,99






,[587], 99,99






,[588], 99,99






,[589], 99,99






,[590], 0,1






,[591], 99,99






,[592], 99,99






,[593], 99,99






,[594], 99,99






,[595], 99,99






,[596], 99,99






,[597], 99,99






,[598], 99,99






,[599], 7,8






,[600], 99,99






,[601], 7,9






,[602], 3,8






,[603], 3,6






,[604], 99,99






,[605], 2,4






,[606], 3,3






,[607], 2,2






,[608], 99,99






,[609], 0,1






,[610], 5,7






,[611], 99,99






,[612], 8,8






,[613], 3,9






,[614], 9,12






,[615], 8,8






,[616], 99,99






,[617], 99,99






,[618], 9,9






,[619], 99,99






,[620], 3,5






,[621], 99,99






,[622], 1,2






,[623], 3,4






,[624], 0,0






,[625], 99,99






,[626], 99,99






,[627], 99,99






,[628], 99,99






,[629], 99,99






,[630], 99,99






,[631], 3,8






,[632], 4,8






,[633], 99,99






,[634], 5,8






,[635], 99,99






,[636], 5,5






,[637], 2,4






,[638], 3,5






,[639], 1,1






,[640], 99,99






,[641], 99,99






,[642], 99,99






,[643], 99,99






,[644], 5,5






,[645], 99,99






,[646], 99,99






,[647], 99,99






,[648], 4,9






,[649], 5,8






,[650], 6,10






,[651], 99,99






,[652], 99,99






,[653], 99,99






,[654], 0,0






,[655], 99,99






,[656], 0,0






,[657], 99,99






,[658], 99,99






,[659], 99,99






,[660], 99,99






,[661], 99,99






,[662], 4,7






,[663], 99,99






,[664], 99,99






,[665], 99,99






,[666], 2,2






,[667], 6,7






,[668], 5,5






,[669], 3,5






,[670], 4,6






,[671], 99,99






,[672], 1,1






,[673], 2,2






,[674], 99,99






,[675], 11,11






,[676], 5,8






,[677], 7,13






,[678], 99,99






,[679], 99,99






,[680], 5,10






,[681], 6,9






,[682], 6,9






,[683], 99,99






,[684], 99,99






,[685], 0,0






,[686], 99,99






,[687], 99,99






,[688], 0,0






,[689], 99,99






,[690], 99,99






,[691], 99,99






,[692], 99,99






,[693], 99,99






,[694], 99,99






,[695], 2,10






,[696], 99,99






,[697], 99,99






,[698], 99,99






,[699], 2,4






,[700], 5,7






,[701], 2,2






,[702], 2,2






,[703], 1,2






,[704], 2,2






,[705], 1,2






,[706], 99,99






,[707], 99,99






,[708], 3,8






,[709], 99,99






,[710], 1,4






,[711], 99,99






,[712], 99,99






,[713], 99,99






,[714], 99,99






,[715], 99,99






,[716], 99,99






,[717], 99,99






,[718], 1,1






,[719], 0,0






,[720], 0,0






,[721], 99,99






,[722], 99,99






,[723], 99,99






,[724], 7,7






,[725], 1,3






,[726], 4,6






,[727], 3,5






,[728], 2,9






,[729], 99,99






,[730], 6,9






,[731], 1,10






,[732], 99,99






,[733], 99,99






,[734], 99,99






,[735], 99,99






,[736], 1,1






,[737], 99,99






,[738], 99,99






,[739], 99,99






,[740], 5,5






,[741], 4,8






,[742], 4,9






,[743], 7,10






,[744], 1,8






,[745], 4,6






,[746], 0,0






,[747], 99,99






,[748], 99,99






,[749], 99,99






,[750], 99,99






,[751], 4,4






,[752], 99,99






,[753], 99,99






,[754], 99,99






,[755], 99,99






,[756], 99,99






,[757], 1,4






,[758], 3,5






,[759], 4,8






,[760], 4,5






,[761], 2,3






,[762], 99,99






,[763], 5,7






,[764], 4,9






,[765], 2,5






,[766], 99,99






,[767], 99,99






,[768], 99,99






,[769], 2,2






,[770], 99,99






,[771], 99,99






,[772], 4,10






,[773], 7,10






,[774], 4,6






,[775], 6,8






,[776], 6,12






,[777], 5,12






,[778], 99,99






,[779], 1,2






,[780], 99,99






,[781], 99,99






,[782], 2,3






,[783], 99,99






,[784], 99,99






,[785], 99,99






,[786], 99,99






,[787], 0,0






,[788], 0,0






,[789], 3,9






,[790], 4,12






,[791], 7,12






,[792], 2,13






,[793], 99,99






,[794], 99,99






,[795], 99,99






,[796], 4,7






,[797], 2,3






,[798], 1,2






,[799], 1,2






,[800], 99,99






,[801], 1,2






,[802], 99,99






,[803], 99,99






,[804], 99,99






,[805], 5,9






,[806], 6,9






,[807], 3,6






,[808], 6,14






,[809], 5,13






,[810], 99,99






,[811], 99,99






,[812], 99,99






,[813], 99,99






,[814], 99,99






,[815], 99,99






,[816], 0,0






,[817], 0,0






,[818], 99,99






,[819], 0,0






,[820], 2,9






,[821], 2,11






,[822], 3,14






,[823], 6,11






,[824], 2,12






,[825], 5,6






,[826], 1,2






,[827], 5,5






,[828], 4,5






,[829], 99,99






,[830], 99,99






,[831], 0,1






,[832], 0,0






,[833], 99,99






,[834], 99,99






,[835], 99,99






,[836], 2,3






,[837], 3,7






,[838], 6,7






,[839], 4,9






,[840], 7,13






,[841], 5,8






,[842], 2,8






,[843], 5,7






,[844], 1,1






,[845], 0,0






,[846], 99,99






,[847], 0,0






,[848], 1,1






,[849], 99,99






,[850], 1,2






,[851], 2,6






,[852], 4,13






,[853], 4,13






,[854], 7,13






,[855], 3,10






,[856], 99,99






,[857], 2,3






,[858], 99,99






,[859], 99,99






,[860], 3,3






,[861], 99,99






,[862], 99,99






,[863], 99,99






,[864], 0,0






,[865], 99,99






,[866], 0,0






,[867], 99,99






,[868], 99,99






,[869], 3,5






,[870], 6,6






,[871], 99,99






,[872], 5,8






,[873], 5,13






,[874], 6,6






,[875], 5,9






,[876], 99,99






,[877], 4,6






,[878], 4,7






,[879], 99,99






,[880], 99,99






,[881], 99,99






,[882], 99,99






,[883], 4,11






,[884], 8,8






,[885], 2,4






,[886], 6,9






,[887], 7,13






,[888], 8,11






,[889], 2,3






,[890], 99,99






,[891], 99,99






,[892], 99,99






,[893], 99,99






,[894], 99,99






,[895], 1,1






,[896], 2,3






,[897], 1,2






,[898], 4,6






,[899], 99,99






,[900], 4,5






,[901], 6,7






,[902], 4,8






,[903], 4,9






,[904], 3,6






,[905], 3,6






,[906], 4,11






,[907], 9,11






,[908], 99,99






,[909], 7,9






,[910], 4,5






,[911], 4,6






,[912], 99,99






,[913], 5,7






,[914], 99,99






,[915], 6,8






,[916], 3,8






,[917], 5,9






,[918], 7,12






,[919], 5,9






,[920], 5,7






,[921], 4,6






,[922], 5,6






,[923], 99,99






,[924], 0,0






,[925], 99,99






,[926], 99,99






,[927], 99,99






,[928], 99,99






,[929], 2,2






,[930], 99,99






,[931], 99,99






